Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRM_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
349,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
350,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
352,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
359,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
360,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
362,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
363,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Cropland
364,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
366,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
367,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
368,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
374,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
376,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
378,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
379,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
380,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
381,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
382,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
383,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
384,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
385,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
386,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
388,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
391,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
392,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
393,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
394,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
395,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
396,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
397,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
398,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
399,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
400,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
401,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
402,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
403,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
404,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
405,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
408,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
409,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
410,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
411,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
412,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
414,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
415,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
416,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
417,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
418,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
419,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
420,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
421,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
422,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
423,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
424,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
425,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
426,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
427,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
428,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
429,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
430,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
431,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
432,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
433,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
434,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
435,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
436,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
437,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
438,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
462,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
660,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
661,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
662,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
