Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFQ_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
604,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
613,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
614,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Built-up
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
625,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
628,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
