Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKE_M_R
1050,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1051,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1052,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,NULL
1053,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1054,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1055,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1056,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
1057,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
1058,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1059,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1060,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1061,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1062,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
1063,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1064,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1065,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1066,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1067,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1068,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1069,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1070,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1071,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1072,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1073,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1074,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1075,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1076,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1077,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1078,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1079,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1080,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1081,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1082,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1083,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1084,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1085,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1086,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1087,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1088,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
1089,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1090,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1091,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1092,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1093,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1094,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1095,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1096,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1097,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1098,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1099,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1100,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1101,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1102,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1103,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,NULL
1104,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1105,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
1106,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1107,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1108,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1109,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1110,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1111,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1112,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1113,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1114,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1115,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,NULL
1116,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1117,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1118,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1119,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1120,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1121,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1122,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1123,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1124,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1125,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1126,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1127,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1128,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1129,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1130,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
1131,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1132,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1133,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1134,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
1135,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1136,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1137,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1138,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1139,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
1140,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1141,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1142,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
1143,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1144,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1145,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1146,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1147,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1148,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1149,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1150,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1151,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1152,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1153,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1154,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
1155,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1156,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1157,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1158,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1159,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1160,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1161,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,NULL
1162,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1163,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1164,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1165,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1166,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1167,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1168,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1169,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1170,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1171,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1172,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1173,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1174,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1175,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1176,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
1177,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1178,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
1179,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1180,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1181,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1182,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
1183,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
1184,Forest,Forest,Water,NULL,Water,Grassland,Wetland,NULL
1185,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1186,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
1187,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
1188,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
1189,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
1190,Forest,Forest,Water,NULL,Water,Water,Water,NULL
1191,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
1192,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1193,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1194,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1195,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1196,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
1197,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1198,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1199,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1200,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1201,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1202,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1203,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1204,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1205,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1206,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1207,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1208,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1209,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1210,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1211,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1212,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1213,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1214,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1215,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1216,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1217,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
1218,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
1219,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1220,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1221,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1222,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
1223,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
