Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKL_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
399,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
400,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
402,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
404,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
407,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
408,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
409,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
410,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
411,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
412,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
414,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
415,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
416,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
417,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
418,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
419,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
421,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
422,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
426,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
429,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
430,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
431,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
432,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
433,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
435,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
437,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
443,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
446,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
448,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
449,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
450,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
451,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
453,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
454,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
455,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
466,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
470,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
473,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
478,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
488,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
489,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
492,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
493,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
496,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
501,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
503,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
507,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
508,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
509,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
510,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
513,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
516,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
518,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
519,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
