Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEK_M_R
330,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
331,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
332,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
336,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
338,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
339,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
340,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,NULL
343,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Wetland
344,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Water
345,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
347,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
348,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
350,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
352,NULL,NULL,NULL,Water,Non_Wetland,Forest,NULL,Forest
353,NULL,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
354,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Built-up
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
