Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXN_M_R
6846,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6847,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
6848,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
6849,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
6850,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6851,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6852,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6853,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6854,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6855,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6856,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6857,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6858,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6859,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6860,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6861,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6862,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
6863,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6864,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6865,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6866,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6867,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6868,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6869,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6870,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6871,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6872,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
6873,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
6874,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6875,Forest,Cropland,Water,NULL,Water,Water,Grassland,Water
6876,Forest,Cropland,Water,Water,Water,Bareland,Bareland,Forest
6877,Forest,Cropland,Water,Water,Water,Water,Grassland,Water
6878,Forest,Cropland,Water,Water,Water,Water,Water,Water
6879,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6880,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6881,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6882,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6883,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6884,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6885,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6886,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
6887,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6888,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
6889,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6890,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
6891,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6892,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6893,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6894,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6895,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6896,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6897,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6898,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6899,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6900,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6901,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6902,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6903,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
6904,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6905,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6906,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6907,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6908,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6909,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6910,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6911,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6912,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6913,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6914,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6915,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6916,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6917,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6918,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6919,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6920,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6921,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6922,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6923,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6924,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6925,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6926,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6927,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6928,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
6929,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
6930,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6931,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6932,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6933,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
6934,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6935,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6936,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6937,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6938,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
6939,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6940,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6941,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6942,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6943,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6944,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
6945,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6946,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6947,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
6948,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6949,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
6950,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6951,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
6952,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6953,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
6954,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6955,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6956,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6957,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6958,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6959,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
6960,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6961,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6962,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6963,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6964,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6965,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6966,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6967,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
6968,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6969,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6970,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6971,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
6972,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
6973,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6974,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6975,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Water
6976,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
6977,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6978,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
6979,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6980,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6981,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
6982,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6983,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
6984,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
6985,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
6986,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
6987,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6988,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6989,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
6990,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
6991,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6992,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6993,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6994,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6995,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
6996,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6997,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
6998,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6999,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
7000,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
7001,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
7002,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7003,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7004,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7005,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7006,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
7007,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
7008,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7009,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Forest
7010,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
7011,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
7012,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
7013,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7014,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
7015,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7016,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7017,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
7018,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7019,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7020,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
7021,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
7022,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7023,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
7024,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7025,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7026,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7027,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7028,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
7029,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
7030,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
7031,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7032,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7033,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7034,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7035,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7036,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7037,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7038,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7039,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7040,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
7041,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
7042,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
7043,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
7044,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
7045,Forest,Wetland,Water,NULL,Water,Water,Water,Water
7046,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
7047,Forest,Wetland,Water,Water,Water,Bareland,Grassland,Water
7048,Forest,Wetland,Water,Water,Water,Bareland,Grassland,Forest
7049,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
7050,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
7051,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Water
7052,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
7053,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
7054,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
7055,Forest,Wetland,Water,Water,Water,Bareland,Forest,Water
7056,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
7057,Forest,Wetland,Water,Water,Water,Water,Water,Water
7058,Forest,Wetland,Water,Water,Water,Water,Water,Forest
7059,Forest,Wetland,Water,Water,Water,Water,Forest,Water
7060,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
7061,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7062,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7063,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7064,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7065,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7066,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7067,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7068,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7069,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7070,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7071,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7072,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7073,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
7074,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7075,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7076,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7077,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7078,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
7079,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
7080,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7081,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7082,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7083,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7084,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7085,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7086,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7087,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
7088,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
7089,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7090,Forest,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
7091,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7092,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7093,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7094,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7095,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7096,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7097,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7098,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7099,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
7100,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7101,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7102,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7103,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7104,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7105,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7106,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7107,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
7108,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7109,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7110,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7111,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7112,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7113,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7114,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
7115,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
7116,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
7117,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
7118,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7119,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
7120,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7121,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7122,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
7123,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7124,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7125,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7126,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7127,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
7128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
7148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7150,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7151,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7152,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7153,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7154,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7155,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
7156,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
7157,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
7158,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7159,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7160,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7161,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7162,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7163,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7164,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7165,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7166,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7167,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7168,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7169,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7170,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7171,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
7172,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7173,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
