Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTQ_M_R
1080,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1081,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1082,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1083,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1084,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1085,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1086,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1087,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1088,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1089,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1090,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1091,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1092,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1093,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1094,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1095,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1096,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1097,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1098,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1099,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1100,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1101,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1102,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1103,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1104,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1105,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1106,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1107,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1108,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1109,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1110,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1111,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1112,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1113,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1114,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1115,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1116,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1117,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1118,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1119,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1120,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1121,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1122,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
1123,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1124,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1125,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1126,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1127,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1128,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1129,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1130,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1131,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1132,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1136,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1137,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1138,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1139,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1140,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1141,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1142,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1143,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1144,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1145,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1146,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1147,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1148,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1149,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1150,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1151,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1152,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1154,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1155,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1156,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1157,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1158,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1159,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1160,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1161,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1162,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1163,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1164,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1165,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1166,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1167,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1168,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1169,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1170,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1171,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1172,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1173,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1174,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1175,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1176,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1177,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1178,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1179,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1180,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1181,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1182,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1183,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1184,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1185,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1186,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1187,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1188,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1189,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1190,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1191,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1192,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1193,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1194,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1195,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1196,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1197,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1198,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1199,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1200,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1201,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1202,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1203,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1204,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1205,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1206,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1207,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1208,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1209,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1210,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1211,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1212,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1213,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1214,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1215,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1216,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1217,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1218,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1219,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1220,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1221,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1222,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1223,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1224,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1225,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1226,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1227,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1228,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1229,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1230,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1231,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1232,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1233,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1234,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1235,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1236,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1237,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1238,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1239,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1240,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1241,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1242,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1243,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1244,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1245,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1246,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1247,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1248,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1249,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1250,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1251,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1252,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1253,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1254,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1255,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1256,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1257,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1258,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1259,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1260,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1261,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1262,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1263,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1264,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1265,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1266,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1267,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1268,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1269,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1270,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1271,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1272,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1273,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1274,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1275,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1276,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1277,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1278,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1279,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1280,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1282,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1284,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1285,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1286,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1287,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1288,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1289,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
1290,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1291,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1292,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1293,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1294,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1295,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1296,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1297,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1298,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1299,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1300,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1301,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1302,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1303,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1304,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1305,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1306,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1307,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1308,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1309,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1310,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1311,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1312,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1313,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1314,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1315,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1316,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1317,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1318,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1319,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1320,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1321,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1322,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1323,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1324,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1325,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1326,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1327,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1328,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1329,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1330,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1331,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1332,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1333,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1334,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1335,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1336,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
1337,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1338,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1339,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1340,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1341,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
1342,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1343,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1344,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1345,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
1346,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1347,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1348,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1349,Forest,NULL,Water,NULL,Water,Water,Water,Water
1350,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1351,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1352,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1353,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1354,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1355,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1356,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1357,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
1358,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
1359,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1360,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1361,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1362,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1363,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1364,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1365,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1366,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1367,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1368,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1369,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1370,Forest,NULL,Water,Water,Water,Water,Water,Bareland
1371,Forest,NULL,Water,Water,Water,Water,Water,Water
1372,Forest,NULL,Water,Water,Water,Water,Water,Forest
1373,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1374,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1375,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1376,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1377,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1378,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1379,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1380,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1381,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1382,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1383,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1384,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1385,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1386,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1387,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1388,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1389,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1390,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1391,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1392,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1393,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1394,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1395,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1396,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1397,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1398,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1399,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1400,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1401,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1402,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1403,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1404,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1405,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1406,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1407,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1408,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1409,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1410,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1411,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1412,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1413,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1414,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1415,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1416,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1417,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1418,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1419,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1420,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1421,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1422,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
