Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBC_M_R
6856,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6857,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6858,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6859,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6860,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6861,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6862,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6863,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6864,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
6865,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6866,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6867,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6868,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6869,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6870,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6871,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6872,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6873,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6874,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6875,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6876,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6877,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6878,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6879,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6880,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6881,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6882,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6883,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6884,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6885,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6886,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6887,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6888,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6889,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6890,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6891,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6892,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6893,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6894,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6895,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6896,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6897,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6898,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6899,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6900,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6901,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6902,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6903,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6904,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6905,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6906,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6907,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6908,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6909,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6910,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6911,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6912,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6913,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6914,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6915,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6916,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6917,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6918,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6919,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6920,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6921,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6922,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
6923,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6924,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6925,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6926,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6927,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6928,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6929,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6930,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6931,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6932,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6933,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6934,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6935,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
6936,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
6937,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6938,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6939,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6940,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6941,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6942,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6943,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6944,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6945,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6946,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6947,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6948,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6949,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6950,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6951,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6952,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6953,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6954,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6955,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6956,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
6957,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6958,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6959,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6960,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6961,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6962,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6963,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6964,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6965,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6966,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6967,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6968,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6969,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6970,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6971,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6972,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6973,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6974,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6975,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
6976,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6977,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
6978,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
6979,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6980,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6981,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6982,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6983,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6984,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6985,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6986,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6987,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6988,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6989,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6990,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6991,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
6992,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6993,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6994,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6995,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6996,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6997,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Bareland
6998,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
6999,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
7000,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
7001,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7002,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7003,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7004,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7005,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7006,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7007,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7008,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7009,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7010,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7011,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7012,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7013,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7014,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7015,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7016,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7017,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7018,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7019,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7020,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7021,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7022,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7023,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7024,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7025,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7026,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7027,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7028,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7029,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7030,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7031,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7032,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7033,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7034,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7035,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7036,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
7037,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7038,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
7039,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7040,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
7041,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7042,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7043,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7044,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7045,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7046,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7047,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7048,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7049,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7050,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7051,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
7052,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7053,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7054,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7055,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7056,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7057,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7058,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
7059,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7060,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7061,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
7062,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
7063,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7064,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7065,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7066,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7067,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7068,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
7069,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7070,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7071,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7072,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7073,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
7074,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7075,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7076,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7077,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7078,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7079,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7080,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7081,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7082,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7083,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7084,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
7085,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7086,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
7087,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
7088,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
7089,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
7090,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
7091,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
7092,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
7093,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
7094,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
7095,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
7096,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
7097,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7098,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7099,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
7100,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
7101,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7102,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7103,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
7104,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
7105,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
7106,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
7107,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
7108,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
7109,Forest,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7110,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7111,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7112,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7113,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7114,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7115,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7116,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
7117,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
7118,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
7119,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
7120,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
7121,Forest,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
7122,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7123,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7124,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
7125,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7126,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7127,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
7128,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7129,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7130,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7131,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7132,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
7133,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
7134,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7135,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7136,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
7137,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7138,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
7139,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
7140,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
7141,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
7142,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
7143,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
7144,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7145,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7146,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
7147,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7148,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
7149,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7150,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
7151,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
7152,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
7153,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
7154,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
7155,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
7156,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7157,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
7158,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
7159,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
7160,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
7161,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7162,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
7163,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
7164,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7165,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
7166,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
7167,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
7168,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
7169,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7170,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7171,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7172,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
7173,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
7174,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7175,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7176,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
7177,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7178,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7179,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7180,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7181,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7182,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
7183,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
