Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMU_M_R
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Cropland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
353,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
354,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
355,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
356,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
357,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
358,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
360,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
361,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
362,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
363,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
364,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
365,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
366,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
367,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
368,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
369,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Cropland
370,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
371,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
372,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
373,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
374,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
375,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
376,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
377,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
378,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
379,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
380,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
382,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
383,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
384,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
385,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
386,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
387,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
388,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
391,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
393,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
394,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
396,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Water
397,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
398,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
399,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
400,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
401,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
402,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,NULL
403,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
405,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
407,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
