Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCN_M_R
4779,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4780,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
4781,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4782,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4783,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
4784,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4785,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4786,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
4787,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4788,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4789,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4790,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
4791,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4792,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4793,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4794,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4795,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4796,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4797,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4798,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4799,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4800,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
4801,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4802,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4803,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
4804,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4805,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
4806,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4807,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4808,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4809,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
4810,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4811,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4812,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
4813,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4814,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
4815,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4816,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4817,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4818,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4819,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4820,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4821,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4822,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4823,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4824,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4825,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
4826,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
4827,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
4828,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
4829,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4830,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
4831,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
4832,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
4833,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4834,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4835,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4836,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4837,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4838,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4839,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4840,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4841,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4842,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4843,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4844,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4845,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4846,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
4847,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4848,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4849,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4850,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4851,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4852,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4853,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4854,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4855,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4856,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
4857,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4858,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4859,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4860,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4861,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4862,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4863,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4864,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4865,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4866,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4867,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
4868,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4869,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
4870,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4871,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4872,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
4873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4874,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4875,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4876,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4877,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4878,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4879,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4880,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4881,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4882,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4883,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4884,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4885,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4886,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4887,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4888,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4889,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4890,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4891,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4892,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4893,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4894,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4895,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4896,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4897,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4898,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
4899,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
4900,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4901,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4902,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4903,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4904,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4905,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4906,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4907,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4908,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4909,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4910,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4911,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4912,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4913,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4914,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4915,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4916,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4917,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4918,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4919,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4920,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4921,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
4922,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4923,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4924,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4925,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4926,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4927,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4928,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4929,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
4930,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4931,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4932,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4933,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4934,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
4935,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4936,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4937,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4938,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
4939,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4940,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4941,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4942,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4943,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4944,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4945,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4946,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4947,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4948,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4949,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4950,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4951,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4952,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4953,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4954,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4955,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4956,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4957,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4958,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4959,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4960,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
4961,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4962,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4963,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4964,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4965,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4966,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4967,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
4968,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4969,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
4970,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
4971,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4972,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4973,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4974,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4975,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
4976,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4977,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
4978,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4979,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
4980,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4981,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4982,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4983,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4984,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4985,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4986,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4987,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
4988,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
4989,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4990,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4991,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4992,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4993,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4994,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4995,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
4996,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4997,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
4998,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
4999,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
5000,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
5001,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
5002,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5003,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
5004,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5005,Forest,Forest,NULL,Water,Non_Wetland,Water,Bareland,Grassland
5006,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
5007,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
5008,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
5009,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
5010,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
5011,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5012,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
5013,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5014,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5015,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5016,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5017,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5018,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5019,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5020,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5021,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5022,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5023,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5024,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5025,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5026,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5027,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5028,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5029,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5030,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5031,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5032,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5033,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5034,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5035,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5036,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5037,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5038,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5039,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5040,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5041,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5042,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5043,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5044,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5045,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5046,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5047,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
5048,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5049,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5050,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5051,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5052,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5053,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5054,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5055,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5056,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
5057,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5058,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5059,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5060,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5061,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5062,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
5063,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
5068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5070,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5071,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5072,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5073,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5074,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5075,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5076,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5077,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
5078,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5079,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5080,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5081,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5082,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
5083,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5084,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5085,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5086,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5087,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5088,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5089,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
5090,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5091,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5092,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5093,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5094,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5095,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5096,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5097,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5098,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5099,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5100,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5101,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5102,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5103,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
5104,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
5105,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5106,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5107,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5108,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5109,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5110,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5111,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5112,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5113,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5114,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5115,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
5116,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5117,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
