Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHR_M_R
336,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
337,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
338,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
339,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
340,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
341,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
342,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
343,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
344,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
345,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
346,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
347,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
348,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
349,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
350,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
351,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
352,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
353,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
354,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
355,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
356,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
357,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
358,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
359,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
360,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
361,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
362,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
363,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
364,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
365,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
366,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
367,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
368,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
370,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
371,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
372,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
373,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
374,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
375,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
376,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
377,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
378,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
379,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
380,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
381,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
382,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
383,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
384,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
385,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
386,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
387,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
388,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
389,Grassland,NULL,Water,Water,Water,Water,Water,Water
390,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
391,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
392,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
393,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
394,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
395,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
396,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
397,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
398,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
399,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
400,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
401,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
402,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
403,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
404,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
405,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
406,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
407,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
408,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
409,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
410,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
411,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
412,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
413,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
414,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
415,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
416,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
417,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
418,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
419,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
420,Grassland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
421,Grassland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
422,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
423,Grassland,Cropland,Water,Water,Water,Water,Wetland,Grassland
424,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
425,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
426,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
427,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
429,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
430,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
431,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
432,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
433,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
434,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
435,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
436,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
437,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
438,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
439,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
440,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
441,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
442,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
443,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
444,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
446,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
448,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
449,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
450,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
451,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
452,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
453,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
454,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
455,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
456,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
457,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
458,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
459,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
460,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
461,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
462,Grassland,Water,Water,Water,Water,Water,Water,Water
463,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
464,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
465,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
466,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
467,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
468,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
469,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
470,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
471,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
472,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
473,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
474,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
475,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
476,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
477,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
478,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
479,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
480,Grassland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Forest
481,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
482,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
483,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
484,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
485,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
486,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
487,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
488,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
489,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
490,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
491,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
492,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
494,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
495,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
496,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
497,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
498,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
499,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
500,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
501,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
502,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
503,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
504,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
505,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
506,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
507,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
508,Cropland,NULL,Water,NULL,Water,Water,Grassland,Grassland
509,Cropland,NULL,Water,NULL,Water,Water,Grassland,Forest
510,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
511,Cropland,NULL,Water,Water,Water,Wetland,Water,Water
512,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
513,Cropland,NULL,Water,Water,Water,Water,Water,Water
514,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
515,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
517,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
518,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Forest
519,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
520,Cropland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
521,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
522,Cropland,Cropland,Water,Water,Water,Water,Water,Grassland
523,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
524,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
525,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
526,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
527,Cropland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
528,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
529,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
530,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
531,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
532,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
533,Cropland,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
534,Cropland,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
535,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
536,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
537,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
538,Cropland,Water,Water,Water,Water,Water,Water,Water
539,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
540,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
541,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
542,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
543,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
544,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
545,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
546,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
547,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
548,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
549,Wetland,NULL,Water,Water,Water,Water,Water,Water
550,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
551,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
552,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
553,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
554,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
555,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
556,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
557,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
558,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
559,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
560,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
561,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
562,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
563,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
564,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
565,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
566,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
567,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
568,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
569,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
570,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
571,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
572,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
573,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
574,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
575,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
576,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
577,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
578,Wetland,Wetland,Water,Water,Water,Water,Water,Water
579,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
580,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
581,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
582,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
583,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
584,Wetland,Water,Water,Water,Water,Water,Water,Grassland
585,Wetland,Water,Water,Water,Water,Water,Water,Water
586,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
587,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
588,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
589,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
590,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
591,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
592,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
593,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
594,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
595,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
596,Bareland,Bareland,Water,Water,Water,Water,Water,Water
597,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
598,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
599,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
600,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
601,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
602,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
603,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
604,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
605,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
606,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
607,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
608,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
609,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
610,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
611,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
612,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
613,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
614,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
615,Bareland,Water,Water,Water,Water,Water,Water,Grassland
616,Bareland,Water,Water,Water,Water,Water,Water,Water
617,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
618,Bareland,Forest,Water,Water,Water,Water,Water,Water
619,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
620,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
621,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
622,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
623,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
624,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
625,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
626,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
627,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
628,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
629,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
630,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
631,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
632,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
633,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
634,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
635,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
636,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
637,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
638,Water,NULL,Water,NULL,Water,Water,Water,Water
639,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
640,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
641,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
642,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
643,Water,NULL,Water,Water,Water,Wetland,Water,Water
644,Water,NULL,Water,Water,Water,Bareland,Water,Water
645,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
646,Water,NULL,Water,Water,Water,Water,Water,Grassland
647,Water,NULL,Water,Water,Water,Water,Water,Water
648,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
649,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
650,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
651,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
652,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
653,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
654,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
655,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
656,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
657,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
658,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
659,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
660,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
661,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
662,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
663,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
664,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
665,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
666,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
667,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
668,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
669,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
670,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
671,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
672,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
673,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
674,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
675,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
676,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
677,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
