Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNB_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Water
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
648,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
649,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
650,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
651,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
