Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R
340,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
341,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
342,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
343,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
346,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
348,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
349,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
351,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
354,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
355,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
357,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
358,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
359,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
360,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
362,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
364,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
365,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
366,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
367,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
368,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
369,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
370,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
371,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
372,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
373,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
374,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
375,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
376,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
379,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
380,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
381,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
382,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
384,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
386,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
387,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
388,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
389,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
390,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
391,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
392,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
395,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
396,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
397,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
398,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
399,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
400,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
401,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
402,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
403,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
404,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
405,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
406,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
407,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
409,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
411,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
413,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
414,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
415,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
416,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
417,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
418,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
419,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
420,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
421,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
422,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
423,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
424,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
425,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
426,NULL,Water,Wetland,Water,Wetland,NULL,NULL,NULL
427,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
428,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
429,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
430,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
431,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
432,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
433,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
435,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
436,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
437,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
438,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
439,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
440,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
441,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
442,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
443,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
444,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
445,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
446,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
447,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
450,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
451,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
452,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
453,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
454,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
457,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
458,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
460,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
462,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
464,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
465,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
466,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
467,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
468,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
469,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
470,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
471,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
472,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
473,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
474,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
475,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
476,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
477,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
478,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
479,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
480,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
481,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
482,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
483,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
484,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
485,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
486,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
487,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
489,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
490,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
491,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
492,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Water
493,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
494,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
495,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
497,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
498,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
499,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
500,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
502,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
503,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
504,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
505,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
506,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
507,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
508,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
509,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
510,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
512,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
513,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
514,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
522,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
524,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
526,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
527,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
528,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
529,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
530,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
531,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
533,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
534,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
535,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
536,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
538,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
540,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
541,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
542,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
543,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
544,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
545,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
546,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
549,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
550,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
551,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
552,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
553,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
554,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
555,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
556,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
557,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
558,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
559,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
560,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
568,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
569,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
571,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
572,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
573,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
574,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
575,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
576,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
577,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
578,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
579,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
580,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
581,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
582,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
583,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
584,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
585,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
586,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
587,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
588,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
589,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
590,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
591,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
592,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
593,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
594,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
595,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
596,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
598,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
600,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
601,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
602,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
603,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
605,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
606,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
607,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
608,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
609,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
610,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
611,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
612,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
613,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
614,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
615,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
616,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
617,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
618,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
619,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
620,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
623,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
624,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
625,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
626,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
627,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
628,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
629,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
630,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
631,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
632,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
633,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
634,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
635,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
636,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
637,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
638,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
639,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
640,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
641,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
642,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
643,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
645,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
646,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
647,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
648,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
649,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
651,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
652,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
653,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
654,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
655,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
656,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
657,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
658,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
659,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
660,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
661,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
662,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
664,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
666,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
668,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
669,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
670,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
671,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
672,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
674,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
675,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
676,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
678,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
679,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
680,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
681,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
682,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
685,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
686,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
687,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
688,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
