Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
557,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
560,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
577,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Wetland
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
622,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
