Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNT_M_R
4783,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4784,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4785,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4786,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4787,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
4788,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4789,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4790,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4791,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4792,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4793,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4794,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4795,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4796,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4797,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4798,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4799,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4800,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4801,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4802,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4803,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4804,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4805,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4806,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4807,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4808,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4809,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
4810,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4811,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4812,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
4813,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4814,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4815,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4816,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4817,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4818,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4819,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4820,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4821,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4822,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4823,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4824,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4825,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4826,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4827,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4828,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4829,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4830,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4831,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4832,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
4833,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
4834,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4835,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4836,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4837,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4838,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4839,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4840,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4841,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4842,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4843,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
4844,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4845,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4846,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4847,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4848,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4849,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4850,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4851,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4852,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
4853,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4854,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4855,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4856,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4857,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4858,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4859,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4860,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4861,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4862,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4863,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4864,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4865,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4866,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4867,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4868,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4869,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4870,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4871,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4872,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
4873,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4874,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4875,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4876,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4877,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
4878,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4879,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4880,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4881,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4882,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4883,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
4884,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4885,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4886,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4887,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4888,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
4889,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4890,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4891,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4892,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4893,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4894,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4895,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4896,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4897,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4898,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4899,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4900,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4901,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4902,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4903,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4904,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4905,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4906,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4907,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4908,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4909,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4910,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
4911,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4912,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4913,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4914,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4915,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
4916,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4917,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4918,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4919,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
4920,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
4921,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
4922,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4923,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
4924,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4925,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4926,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4927,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
4928,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4929,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4930,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
4931,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4932,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
4933,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4934,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4935,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4936,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4937,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4938,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4939,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4940,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4941,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4942,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
4943,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4944,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4945,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4946,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4947,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4948,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4949,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4950,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4951,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
4952,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4953,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Water
4954,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4955,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
4956,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4957,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4958,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4959,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4960,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
4961,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4962,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4963,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4964,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4965,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4966,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4967,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4968,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4969,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4970,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4971,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4972,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4973,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4974,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4975,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4976,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4977,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4978,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4979,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4980,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4981,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4982,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4983,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4984,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4985,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4986,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4987,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4988,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4989,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4990,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4991,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4992,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4993,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4994,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4995,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4996,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4997,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4998,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4999,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5000,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5001,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5002,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5003,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
5004,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
5005,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5006,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5007,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5008,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5009,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5010,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5011,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5012,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5013,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5014,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5015,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5016,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5017,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
5018,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5019,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5022,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5023,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5024,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5025,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5026,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5027,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5028,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5029,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5030,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5031,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
5032,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5033,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
5035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
5037,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
5038,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5039,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
5040,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5041,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5042,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
5043,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5044,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5045,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5046,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
5047,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5048,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5049,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5050,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5051,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5052,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5053,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
5054,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
5055,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5056,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5057,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5058,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5059,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5060,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
5061,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
5062,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
5063,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
5064,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
5065,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5066,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5067,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
5068,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5069,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
5070,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5071,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5072,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5073,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5074,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5075,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5076,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5077,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
5078,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5079,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
5080,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5081,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5082,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5083,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5084,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5085,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5086,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
5087,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
5088,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5089,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5090,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5091,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
5092,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5093,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5094,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
5095,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5096,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5097,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5098,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5099,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5100,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5101,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5102,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
5103,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5104,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
5105,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5106,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5107,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5108,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5109,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5110,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5111,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5112,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
5113,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
5114,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5115,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
5116,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5117,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
