Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCA_M_R
5036,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5037,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
5038,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
5039,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5040,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5041,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Water
5042,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5043,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
5044,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5045,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5046,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5047,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5048,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
5049,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5050,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5051,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
5052,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5053,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
5054,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
5055,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
5056,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
5057,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5058,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
5059,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5060,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5061,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5062,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5063,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
5064,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
5065,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5066,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
5067,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
5068,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
5069,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
5070,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
5071,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5072,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
5073,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
5074,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5075,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5076,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5077,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5078,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5079,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5080,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5081,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5082,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5083,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
5084,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5085,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
5086,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5087,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5088,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5089,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5090,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5091,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5092,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5093,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5094,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5095,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5096,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
5097,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
5098,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
5099,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5100,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5101,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5102,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5103,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5104,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5105,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5106,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
5107,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5108,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
5109,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
5110,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
5111,Forest,Wetland,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
5112,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5113,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
5114,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
5115,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
5116,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
5117,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5118,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
5119,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
5120,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
5121,Forest,Wetland,Water,NULL,Water,Water,Water,Water
5122,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
5123,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
5124,Forest,Wetland,Water,NULL,Water,Forest,Water,Water
5125,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
5126,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
5127,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Water
5128,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
5129,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
5130,Forest,Wetland,Water,Non_Water,Water,Grassland,Forest,Forest
5131,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
5132,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5133,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5134,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5135,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
5136,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
5137,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
5138,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
5139,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
5140,Forest,Wetland,Water,Water,Water,NULL,Water,Water
5141,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
5142,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
5143,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
5144,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
5145,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5146,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
5147,Forest,Wetland,Water,Water,Water,Wetland,Water,Bareland
5148,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
5149,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
5150,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
5151,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
5152,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
5153,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
5154,Forest,Wetland,Water,Water,Water,Water,Water,Water
5155,Forest,Wetland,Water,Water,Water,Water,Water,Forest
5156,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
5157,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
5158,Forest,Wetland,Water,Water,Water,Forest,Water,Water
5159,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
5160,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5161,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5162,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5163,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5164,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5165,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5166,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5167,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5168,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5169,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5170,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5171,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5172,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5173,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5174,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5175,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5176,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5177,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5178,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5179,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5180,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5181,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5182,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5183,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5184,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5185,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5186,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
5187,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5188,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5189,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5190,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5191,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5192,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5193,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5194,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5195,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5196,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5197,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5198,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5199,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5200,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5201,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5202,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5203,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5204,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5205,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
5206,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
5207,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5208,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Forest
5209,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5210,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5211,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5212,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
5213,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Water
5214,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5215,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
5216,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
5217,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5218,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5219,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5220,Forest,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5221,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5222,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5224,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5225,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5226,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5227,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5228,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5229,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5230,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5231,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5232,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5233,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5234,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5235,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5236,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5237,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5238,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5239,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5240,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5241,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
5242,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5243,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5244,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5245,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
5246,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5247,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5248,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5249,Forest,Built-up,Water,Water,Water,Grassland,Water,Forest
5250,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5251,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5252,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5253,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5254,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5255,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5256,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5257,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5258,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5259,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5260,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5261,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5262,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5263,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
5264,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5265,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5266,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5267,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5268,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5269,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
5270,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5271,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5272,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5273,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5274,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5275,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5276,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
5277,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5278,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5279,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5280,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5281,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5282,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5283,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5284,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5285,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5286,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5287,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5288,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5289,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5290,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5291,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5292,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5293,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5294,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
5295,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5296,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5297,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5298,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5299,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5300,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5301,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5302,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5303,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5304,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5305,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
5306,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5307,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5308,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5309,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5310,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5311,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5312,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5313,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5314,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5315,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5316,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5317,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5318,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5319,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
5320,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
5321,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5322,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
5323,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5324,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5325,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
5326,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
5327,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5328,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5329,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5330,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5331,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5332,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
5333,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
5334,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5335,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5336,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5337,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5338,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5339,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5340,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5341,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
5342,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5343,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5344,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5345,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5346,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5347,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
5348,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5349,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5350,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5351,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5352,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Water
5353,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
5354,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5355,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5356,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5357,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5358,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5359,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5360,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5361,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
5362,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5363,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5364,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5365,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5366,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5367,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
5368,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5369,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5370,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5371,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5372,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5373,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5374,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5375,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5376,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5377,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5378,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5379,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5380,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
5381,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5382,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
