Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBF_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
551,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
552,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
553,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
554,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
555,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
558,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
560,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
569,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
573,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
575,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
576,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
579,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
584,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
588,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
589,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
