Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEU_M_R
1114,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1115,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1116,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1117,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1118,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1119,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1120,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1121,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1122,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1123,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1124,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1125,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1126,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1127,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1128,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1129,Forest,Wetland,Water,Water,Water,Water,Water,Water
1130,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1131,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1132,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1133,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1134,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1135,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1136,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1137,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1138,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1139,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1140,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1141,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1142,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1143,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1144,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1145,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1146,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1147,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1148,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1149,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1150,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1151,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1152,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1153,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1154,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1155,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1156,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1157,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1158,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1159,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1160,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1161,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1162,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1163,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1164,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1165,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1166,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1167,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1168,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1169,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1170,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1171,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1172,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1173,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1174,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1175,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1176,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1177,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1178,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1179,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1180,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1181,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1182,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1183,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1184,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1185,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1186,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1187,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
1188,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1189,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1190,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1191,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1192,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1193,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1194,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1195,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1196,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1197,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1198,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1199,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1200,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1201,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1202,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
1203,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1204,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1205,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1206,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1207,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1208,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1209,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1210,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1211,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1212,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1213,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1214,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1215,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1216,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1217,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1218,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1219,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1220,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1221,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1222,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1223,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1224,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1225,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1226,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1227,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1228,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1229,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1230,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1231,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1232,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1233,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
1234,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1235,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1236,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1237,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1238,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1239,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1240,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
1241,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1242,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1243,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1244,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1245,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1246,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1247,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1248,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
1249,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1250,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1251,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1252,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1253,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1254,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1255,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1256,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1257,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1258,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1259,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1260,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1261,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1262,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1263,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1264,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1265,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1266,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1267,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1268,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1269,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
1270,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1271,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1272,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1273,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1274,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1275,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1276,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1277,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1278,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1279,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1280,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1281,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1282,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1283,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1284,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1285,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1286,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1287,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1288,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1289,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1290,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1291,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
1292,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1293,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1294,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1295,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1296,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1297,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1298,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1299,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1300,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
1301,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1302,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1303,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1304,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1305,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1306,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1307,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1308,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1309,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
1310,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1311,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1312,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1313,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1314,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1315,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1316,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1317,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1318,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1319,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1320,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1321,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1322,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1323,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1324,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1325,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1326,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1327,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1328,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1329,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
1330,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1331,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1332,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1333,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1334,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1335,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1336,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1337,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1338,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
1339,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1340,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1341,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1342,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1343,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1344,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1345,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1346,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1347,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1348,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1349,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1350,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1351,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1352,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1353,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1354,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1355,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1356,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1357,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
1358,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
1359,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1360,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1361,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1362,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1363,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
1364,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1365,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1366,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1367,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1368,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1369,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
1370,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
1371,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1372,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1373,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1374,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1375,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1376,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1377,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1378,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1379,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1380,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1381,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,Wetland,Forest
1382,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1383,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1384,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1385,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1386,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1387,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1388,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1389,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1390,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1391,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1392,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1393,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1394,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1395,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1396,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
1397,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1398,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1399,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1400,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1401,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1402,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1403,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1404,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1405,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1406,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1407,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1408,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1409,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1410,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1411,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1412,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1413,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1414,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1415,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1416,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1417,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
1418,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1419,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1420,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1421,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1422,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1423,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1424,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1425,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1426,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
1427,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1428,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1429,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1430,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1431,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1432,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1433,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1434,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1435,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1436,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1437,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1438,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1439,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1440,Forest,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
1441,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1442,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1443,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1444,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1445,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1446,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1447,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1448,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1449,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1450,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1451,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1452,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1453,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1454,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1455,Forest,Water,Water,NULL,Water,NULL,Bareland,Forest
1456,Forest,Water,Water,NULL,Water,NULL,Water,Water
1457,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1458,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1459,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1460,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1461,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1462,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
1463,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1464,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1465,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1466,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
1467,Forest,Water,Water,NULL,Water,Bareland,Water,Water
1468,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1469,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1470,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1471,Forest,Water,Water,NULL,Water,Water,Bareland,Water
1472,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
1473,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1474,Forest,Water,Water,NULL,Water,Water,Water,Water
1475,Forest,Water,Water,NULL,Water,Water,Water,Forest
1476,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
1477,Forest,Water,Water,NULL,Water,Water,Forest,Water
