Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHS_M_R
1341,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1342,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1343,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1344,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1345,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1346,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1347,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1348,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1349,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1350,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1351,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1352,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1353,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1354,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1355,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1356,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1357,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1358,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1359,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1360,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1361,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1362,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1364,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1366,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1367,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1368,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1369,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1370,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1372,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1373,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1374,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1375,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1376,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1377,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1378,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1379,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1380,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1381,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1382,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1383,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1384,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1385,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1386,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1387,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1388,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1389,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1390,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1391,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1392,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1393,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1394,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1395,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1396,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1397,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1398,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1399,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1400,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1401,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1402,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1403,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1405,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1406,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1407,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1408,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1409,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1410,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1411,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1412,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1413,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1414,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1415,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1416,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1417,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1418,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1419,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1420,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1421,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1422,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1423,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1424,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1425,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1426,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1427,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1428,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1429,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1430,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1431,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1433,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1434,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1435,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1436,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1437,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1438,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1439,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1440,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1441,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1442,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1443,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1444,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1445,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1446,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1447,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1448,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1449,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1450,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1451,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1452,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1453,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1454,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1456,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1457,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1458,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1459,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1460,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1461,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1462,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1463,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1464,Water,Water,Water,NULL,Water,NULL,NULL,Water
1465,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1466,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1467,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1468,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1469,Water,Water,Water,Water,Water,NULL,NULL,Water
1470,Water,Water,Water,Water,Water,NULL,NULL,Forest
1471,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1472,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1473,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1474,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1475,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1476,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1477,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1478,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1479,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1480,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1481,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1482,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1483,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1484,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1485,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1486,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1487,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1488,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1489,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1490,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1491,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1492,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1493,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1496,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1497,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1498,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1499,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1500,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1501,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1502,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1503,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1504,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1505,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1506,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1507,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1508,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Water
1509,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Bareland
1510,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1511,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1512,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1513,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1514,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1515,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1516,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1517,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1518,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1519,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1520,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1521,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1522,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1523,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1524,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1525,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
1526,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
1527,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Built-up
1528,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1529,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1530,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1531,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1532,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1533,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1534,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Bareland
1535,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Water
1536,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1537,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1539,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1540,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1541,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1542,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1543,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1544,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
1545,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1546,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
1547,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1548,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1549,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1550,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1551,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1552,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1553,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1554,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1555,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1556,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1557,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1558,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1559,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1560,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1561,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1562,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1563,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1564,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1565,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1566,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1567,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1568,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1569,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1570,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1572,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1573,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1574,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1575,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1576,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1577,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1578,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1579,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1580,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1581,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1582,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1583,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1584,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1585,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1586,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1587,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1588,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1590,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1591,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1592,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1593,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1594,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1595,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1596,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1597,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1598,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1599,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1600,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1601,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1602,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1603,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1604,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1605,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1606,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1607,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1608,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1609,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1610,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1611,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1612,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1613,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1614,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1615,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1616,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1617,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1618,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1619,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1620,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1621,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1622,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1623,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1624,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1625,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1626,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1627,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1628,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1629,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1630,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1631,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1632,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1633,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1634,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1635,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1636,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1637,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1638,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1639,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1640,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1641,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1642,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1644,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1646,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1647,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1648,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1649,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1650,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1651,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1652,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1653,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1654,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1655,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1656,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1657,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1659,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1660,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1661,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1664,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1665,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1666,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1667,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1668,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1669,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1670,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1671,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1672,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1674,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1675,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1676,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
