Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQC_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
591,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
593,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
594,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
595,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
596,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
597,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
598,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
599,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
601,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
602,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
605,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
612,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
613,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
633,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
634,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
635,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
636,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
637,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
639,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
640,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
642,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
645,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
649,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
651,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
