Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFT_M_R
10541,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10542,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10543,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
10544,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10545,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10546,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10547,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10548,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
10549,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10550,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10551,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10552,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10553,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10554,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10555,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
10556,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
10557,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10558,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10559,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10560,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10561,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10562,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10563,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
10564,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10565,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
10566,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10567,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10568,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10569,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10570,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10571,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10572,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
10573,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10574,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10575,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10576,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
10577,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10578,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10579,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
10580,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
10581,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
10582,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
10583,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10584,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10585,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10586,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
10587,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10588,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10589,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10590,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
10591,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10592,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10593,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10594,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10595,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10596,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
10597,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10598,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10599,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10600,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10601,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
10602,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10603,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
10604,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10605,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10606,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10607,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10608,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
10609,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10610,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10611,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
10612,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
10613,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
10614,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10615,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10616,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
10617,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
10618,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10619,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
10620,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
10621,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
10622,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
10623,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
10624,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10625,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
10626,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
10627,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
10628,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
10629,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
10630,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
10631,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
10632,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
10633,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
10634,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
10635,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
10636,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
10637,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
10638,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
10639,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10640,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10641,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
10642,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
10643,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10644,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
10645,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10646,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
10647,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10648,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10649,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10650,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10651,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10652,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
10653,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10654,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10655,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10656,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
10657,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10658,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10659,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10660,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10661,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10662,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10663,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10664,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10665,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10666,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10667,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10668,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10669,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10670,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10671,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
10672,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10673,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10674,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10675,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10676,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10677,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10678,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10679,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10680,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10681,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10682,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10683,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10684,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
10685,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10686,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10687,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10688,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10689,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10690,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
10691,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
10692,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10693,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10694,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10695,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
10696,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
10697,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10698,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
10699,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10700,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10701,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10702,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10703,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
10704,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10705,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10706,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10707,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10708,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
10709,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10710,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10711,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10712,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10713,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10714,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10715,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10716,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10717,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10718,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
10719,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10720,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
10721,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10722,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
10723,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10724,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
10725,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
10726,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10727,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
10728,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10729,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10730,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10731,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
10732,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
10733,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10734,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10735,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10736,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10737,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10738,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10739,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10740,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10741,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10742,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10743,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10744,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10745,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10746,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10747,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
10748,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
10749,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10750,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10751,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10752,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10753,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10754,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10755,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10756,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10757,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10758,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10759,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
10760,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
10761,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10762,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
10763,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10764,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10765,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
10766,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10767,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
10768,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10769,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
10770,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
10771,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
10772,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10773,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
10774,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
10775,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
10776,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
10777,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
10778,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
10779,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
10780,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
10781,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
10782,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10783,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10784,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10785,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10786,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10787,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10788,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10789,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10790,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10791,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10792,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
10793,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10794,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10795,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10796,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10797,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10798,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10799,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10800,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10801,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10802,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10803,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10804,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10805,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10806,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10807,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10808,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10809,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10810,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10811,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10812,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10813,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10814,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10815,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10816,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10817,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10818,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10819,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10820,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10821,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10822,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10823,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
10824,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10825,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
10826,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10827,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10828,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10829,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10830,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10831,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10832,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10833,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10834,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10835,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
10836,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10837,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10838,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10839,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10840,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10841,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10842,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10843,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10844,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10845,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10846,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10847,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10848,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10849,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10850,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10851,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10852,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10853,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10854,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10855,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
10856,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10857,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10858,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10859,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10860,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10861,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10862,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10863,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10864,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10865,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10866,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10867,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
10868,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10869,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10870,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10871,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
10872,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10873,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10874,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
