Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTT_M_R
1301,Water,Water,Water,Non_Water,Water,Forest
1302,Water,Water,Water,Water,Water,Grassland
1303,Water,Water,Water,Water,Water,Cropland
1304,Water,Water,Water,Water,Water,Bareland
1305,Water,Water,Water,Water,Water,Water
1306,Water,Water,Water,Water,Water,Forest
1307,Water,Water,Forest,NULL,Non_Wetland,Grassland
1308,Water,Water,Forest,NULL,Non_Wetland,Cropland
1309,Water,Water,Forest,NULL,Non_Wetland,Wetland
1310,Water,Water,Forest,NULL,Non_Wetland,Bareland
1311,Water,Water,Forest,NULL,Non_Wetland,Water
1312,Water,Water,Forest,NULL,Non_Wetland,Forest
1313,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1314,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1315,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1316,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1317,Water,Water,Forest,Non_Water,Non_Wetland,Water
1318,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1319,Water,Water,Forest,Water,Non_Wetland,Grassland
1320,Water,Water,Forest,Water,Non_Wetland,Bareland
1321,Water,Water,Forest,Water,Non_Wetland,Water
1322,Water,Water,Forest,Water,Non_Wetland,Forest
1323,Water,Forest,NULL,NULL,Non_Wetland,NULL
1324,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1325,Water,Forest,NULL,NULL,Non_Wetland,Forest
1326,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1327,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1328,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1329,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1330,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1331,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1332,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1333,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1334,Water,Forest,Cropland,NULL,Non_Wetland,Water
1335,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1336,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1337,Water,Forest,Wetland,NULL,Wetland,Forest
1338,Water,Forest,Wetland,Non_Water,Wetland,Forest
1339,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1340,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1341,Water,Forest,Built-up,NULL,Non_Wetland,Cropland
1342,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1343,Water,Forest,Water,NULL,Water,Water
1344,Water,Forest,Water,NULL,Water,Forest
1345,Water,Forest,Water,Non_Water,Water,Forest
1346,Water,Forest,Water,Water,Water,Water
1347,Water,Forest,Water,Water,Water,Forest
1348,Water,Forest,Forest,NULL,Non_Wetland,NULL
1349,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1350,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1351,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1352,Water,Forest,Forest,NULL,Non_Wetland,Water
1353,Water,Forest,Forest,NULL,Non_Wetland,Forest
1354,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1355,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1356,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1357,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1358,Water,Forest,Forest,Water,Non_Wetland,Forest
1359,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1360,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1361,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1362,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1363,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1364,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1365,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1366,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1367,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1368,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1369,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1370,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1371,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1372,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1373,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1374,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1375,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up
1376,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1377,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1378,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1379,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
1380,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1381,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Forest
1382,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
1383,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Forest
1384,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1385,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1386,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1387,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1388,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1389,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1390,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1391,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
1392,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
1393,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
1394,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Built-up
1395,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
1396,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1397,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1398,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
1399,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1400,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
1401,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1402,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
1403,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1404,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
1405,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1406,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1407,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1408,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Forest
1409,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL
1410,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1411,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1412,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1413,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1414,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1415,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1416,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1417,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1418,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
1419,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1420,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1421,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1422,Forest,NULL,NULL,NULL,Non_Wetland,Water
1423,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1424,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1425,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1426,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1427,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1428,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1429,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1430,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1431,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1432,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1433,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1434,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1435,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1436,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1437,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1438,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1439,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1440,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1441,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1442,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1443,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1444,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1445,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1446,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1447,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1448,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1449,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1450,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1451,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1452,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1453,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1454,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1455,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1456,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1457,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1458,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1459,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1460,Forest,NULL,Cropland,Water,Non_Wetland,Water
1461,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1462,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1463,Forest,NULL,Wetland,Water,Wetland,Grassland
1464,Forest,NULL,Wetland,Water,Wetland,Water
1465,Forest,NULL,Wetland,Water,Wetland,Forest
1466,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1467,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1468,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1469,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1470,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1471,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1472,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1473,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1474,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1475,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1476,Forest,NULL,Bareland,Water,Non_Wetland,Water
1477,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1478,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1479,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1480,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1481,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1482,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1483,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1484,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1485,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
1486,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1487,Forest,NULL,Water,NULL,Water,Grassland
1488,Forest,NULL,Water,NULL,Water,Bareland
1489,Forest,NULL,Water,NULL,Water,Water
1490,Forest,NULL,Water,NULL,Water,Forest
1491,Forest,NULL,Water,Non_Water,Water,Forest
1492,Forest,NULL,Water,Water,Water,Grassland
1493,Forest,NULL,Water,Water,Water,Bareland
1494,Forest,NULL,Water,Water,Water,Water
1495,Forest,NULL,Water,Water,Water,Forest
1496,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1497,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1498,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1499,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1500,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1501,Forest,NULL,Forest,NULL,Non_Wetland,Water
1502,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1503,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1504,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1505,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1506,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1507,Forest,NULL,Forest,Water,Non_Wetland,NULL
1508,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1509,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1510,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1511,Forest,NULL,Forest,Water,Non_Wetland,Water
1512,Forest,NULL,Forest,Water,Non_Wetland,Forest
1513,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1517,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1518,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1519,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1520,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1521,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1522,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1523,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1524,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1525,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1526,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1527,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1528,Forest,Cropland,Wetland,NULL,Wetland,Forest
1529,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1530,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1531,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1532,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1533,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1534,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1535,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1536,Forest,Cropland,Water,NULL,Water,Grassland
1537,Forest,Cropland,Water,NULL,Water,Bareland
1538,Forest,Cropland,Water,NULL,Water,Forest
1539,Forest,Cropland,Water,Water,Water,Forest
1540,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1541,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1542,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1543,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1544,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1545,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1546,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1547,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1548,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1549,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1550,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1551,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1552,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1553,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1554,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1555,Forest,Wetland,Water,Water,Water,Grassland
1556,Forest,Wetland,Water,Water,Water,Cropland
1557,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1558,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1559,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
1560,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
1561,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1562,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1563,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1564,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1565,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1566,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1567,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1568,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1569,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1570,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1571,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1572,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1573,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1574,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
1575,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1576,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1577,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1578,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1579,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1580,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1581,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1582,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Water
1583,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1584,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
1585,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1586,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1587,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1588,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
1589,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1590,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
1591,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
1592,Forest,Bareland,Water,NULL,Water,Bareland
1593,Forest,Bareland,Water,NULL,Water,Water
1594,Forest,Bareland,Water,Non_Water,Water,Water
1595,Forest,Bareland,Water,Water,Water,Water
1596,Forest,Bareland,Water,Water,Water,Forest
1597,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1598,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1599,Forest,Bareland,Forest,NULL,Non_Wetland,Cropland
1600,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1601,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
1602,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1603,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1604,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
1605,Forest,Bareland,Forest,Water,Non_Wetland,Water
1606,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1607,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1612,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1613,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1614,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1615,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1616,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1617,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1618,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1619,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1620,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1621,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1622,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
1623,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1624,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1625,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1626,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1627,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1628,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1629,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1630,Forest,Built-up,Water,Water,Water,Water
1631,Forest,Built-up,Water,Water,Water,Forest
1632,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1633,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1634,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1635,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1636,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1637,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1638,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1639,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1640,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1641,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1642,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1643,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1644,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1645,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1646,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1647,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1648,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1649,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1650,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1651,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1652,Forest,Water,Shrubland,Water,Non_Wetland,Water
1653,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1654,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1655,Forest,Water,Grassland,NULL,Non_Wetland,Water
1656,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1657,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1658,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1659,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1660,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1661,Forest,Water,Cropland,NULL,Non_Wetland,Built-up
1662,Forest,Water,Cropland,NULL,Non_Wetland,Water
1663,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1664,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1665,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1666,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1667,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1668,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1669,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1670,Forest,Water,Cropland,Water,Non_Wetland,Water
1671,Forest,Water,Cropland,Water,Non_Wetland,Forest
1672,Forest,Water,Wetland,NULL,Wetland,Water
1673,Forest,Water,Wetland,NULL,Wetland,Forest
1674,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1675,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1676,Forest,Water,Wetland,Non_Water,Wetland,Water
1677,Forest,Water,Wetland,Non_Water,Wetland,Forest
1678,Forest,Water,Wetland,Water,Wetland,Grassland
1679,Forest,Water,Wetland,Water,Wetland,Bareland
1680,Forest,Water,Wetland,Water,Wetland,Water
1681,Forest,Water,Wetland,Water,Wetland,Forest
1682,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1683,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1684,Forest,Water,Bareland,NULL,Non_Wetland,Water
1685,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1686,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1687,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1688,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1689,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1690,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1691,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1692,Forest,Water,Bareland,Water,Non_Wetland,Water
1693,Forest,Water,Bareland,Water,Non_Wetland,Forest
1694,Forest,Water,Water,NULL,Water,Grassland
1695,Forest,Water,Water,NULL,Water,Bareland
1696,Forest,Water,Water,NULL,Water,Water
1697,Forest,Water,Water,NULL,Water,Forest
1698,Forest,Water,Water,Non_Water,Water,Bareland
1699,Forest,Water,Water,Non_Water,Water,Water
1700,Forest,Water,Water,Non_Water,Water,Forest
1701,Forest,Water,Water,Water,Water,Grassland
1702,Forest,Water,Water,Water,Water,Bareland
1703,Forest,Water,Water,Water,Water,Water
1704,Forest,Water,Water,Water,Water,Forest
1705,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1706,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1707,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1708,Forest,Water,Forest,NULL,Non_Wetland,Water
1709,Forest,Water,Forest,NULL,Non_Wetland,Forest
1710,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1711,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1712,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1713,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1714,Forest,Water,Forest,Water,Non_Wetland,Grassland
1715,Forest,Water,Forest,Water,Non_Wetland,Bareland
1716,Forest,Water,Forest,Water,Non_Wetland,Water
1717,Forest,Water,Forest,Water,Non_Wetland,Forest
1718,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1719,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
