Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQG_M_R
8692,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8693,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8694,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8695,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8696,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8697,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8698,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8699,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8700,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8701,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
8702,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
8703,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8704,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8705,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8706,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8707,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8708,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8709,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8710,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
8711,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8712,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8713,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8714,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
8715,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
8716,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8717,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8718,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
8719,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8720,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8721,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
8722,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8723,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8724,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8725,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8726,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8727,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
8728,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8729,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8730,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8731,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
8732,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8733,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8734,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8735,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8736,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8737,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8738,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
8739,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8740,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8741,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8742,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8743,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8744,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8745,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8746,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8747,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8748,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8749,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8750,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8751,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8752,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8753,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8754,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8755,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8756,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8757,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8758,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8759,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8760,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8761,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8762,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8763,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8764,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8765,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8766,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8767,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8768,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
8769,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8770,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8771,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8772,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8773,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8774,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8775,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8776,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8777,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
8778,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8779,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
8780,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8781,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
8782,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8783,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8784,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8785,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8786,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8787,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
8788,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8789,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8790,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8791,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8792,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8793,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8794,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8795,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8796,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
8797,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8798,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8799,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8800,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8801,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8802,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8803,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8804,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8805,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8806,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8807,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8808,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8809,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8810,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8811,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8812,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8813,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8814,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8815,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8816,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
8817,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
8818,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8819,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8820,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
8821,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
8822,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8823,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8824,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
8825,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
8826,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8827,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8828,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8829,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
8830,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8831,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8832,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8833,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
8834,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
8835,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8836,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
8837,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8838,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8839,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8840,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8841,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
8842,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
8843,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
8844,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8845,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8846,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8847,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8848,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8849,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8850,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
8851,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8852,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8853,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8854,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
8855,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8856,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8857,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8858,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8859,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8860,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8861,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8862,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8863,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8864,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
8865,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8866,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8867,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
8868,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8869,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8870,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8871,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8872,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8873,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8874,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
8875,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8876,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
8877,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8878,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8879,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8880,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
8881,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8882,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8883,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
8884,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8885,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8886,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8887,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8888,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8889,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8890,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8891,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
8892,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8893,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8894,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8895,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8896,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8897,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8898,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8899,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8900,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
8901,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8902,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8903,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8904,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8905,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
8906,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8907,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
8908,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8909,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8910,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8911,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
8912,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8913,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8914,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
8915,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8916,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8917,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
8918,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8919,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8920,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8921,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8922,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8923,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8924,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
8925,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8926,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8927,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8928,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8929,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8930,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8931,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8932,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8933,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8934,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8935,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
8936,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
8937,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
8938,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
8939,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
8940,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
8941,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
8942,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
8943,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
8944,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
8945,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
8946,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
8947,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
8948,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
8949,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
8950,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
8951,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
8952,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
8953,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
8954,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
8955,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
8956,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
8957,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
8958,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
8959,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
8960,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
8961,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8962,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8963,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8964,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8965,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8966,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8967,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8968,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8969,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8970,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8971,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8972,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8973,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8974,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8975,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8976,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8977,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8978,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8979,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8980,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8981,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8982,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8983,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8984,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8985,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
8986,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
8987,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
8988,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
8989,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8990,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
8991,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
8992,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8993,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
8994,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
8995,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
8996,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
8997,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
8998,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
8999,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
9000,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
9001,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
9002,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
9003,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
9004,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9005,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
9006,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9007,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
9008,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9009,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9010,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
9011,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
9012,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9013,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
9014,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
9015,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
9016,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
9017,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9018,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Built-up
