Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZM_M_R
1088,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1089,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1090,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1091,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1092,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1093,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1094,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1095,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1096,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1097,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1098,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1099,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1100,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1101,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1102,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1103,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1104,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1105,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1106,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1107,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1108,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1109,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1110,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1111,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1112,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1113,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1114,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1115,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1116,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1118,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1119,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
1120,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1121,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1122,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1123,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1124,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1125,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1126,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1127,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1128,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1129,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1130,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1131,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1132,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1133,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
1134,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1135,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1136,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1137,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1138,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1139,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1140,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1141,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1142,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1143,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1144,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1145,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1146,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1147,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1148,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1149,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1150,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1151,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1152,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1153,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1154,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1155,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1156,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1157,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1158,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1159,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1160,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1161,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1162,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1163,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1164,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1165,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1166,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1167,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1168,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1169,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1170,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1171,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1172,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1173,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1174,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1175,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1176,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1177,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1178,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1179,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1180,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1181,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1182,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1183,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1184,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1185,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1186,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1187,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1188,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1189,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1190,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1191,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1192,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1193,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1194,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1195,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1196,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1197,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1198,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1199,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1200,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1201,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1202,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
1203,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1204,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1205,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1206,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1207,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1208,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1209,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1210,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1211,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1212,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1213,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1214,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1215,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1216,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1217,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1218,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1219,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1220,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1221,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1222,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1223,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1224,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1225,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
1226,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1227,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1228,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
1229,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1230,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1231,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1232,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1233,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1234,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1235,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1236,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1237,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1238,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1239,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1240,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1241,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1242,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1243,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1244,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1245,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1246,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1247,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1248,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1249,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1250,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1251,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1252,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1253,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1254,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1255,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1256,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1257,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1258,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1259,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1260,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1261,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
1262,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1263,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1264,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1265,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1266,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1267,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1268,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1269,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1270,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1271,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1272,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1273,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1274,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1275,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1276,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1277,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1278,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1279,Forest,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1280,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1281,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1282,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1283,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1284,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1285,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1286,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1287,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1288,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1289,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1290,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1291,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1292,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1293,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1294,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
1295,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
1296,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1297,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1298,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1299,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1300,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Forest
1301,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
1302,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1303,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1304,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1305,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1306,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1307,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1308,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1309,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1310,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1311,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1312,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1313,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1314,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1315,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1316,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1317,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1318,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1319,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1320,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1321,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1322,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1323,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1324,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1325,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1326,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1327,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1328,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1329,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1330,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1331,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1332,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1333,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1334,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1335,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1336,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1337,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1338,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1339,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1340,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1341,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1342,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1343,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1344,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1345,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1346,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1347,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1348,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1349,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1350,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1351,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1352,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1353,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1354,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1355,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1356,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1357,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1358,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1359,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1360,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1361,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1362,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1363,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1364,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1365,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1366,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1367,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1368,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1369,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1370,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1371,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1372,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1373,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1374,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1375,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1376,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1377,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1378,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1379,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1380,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1381,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1382,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1383,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1384,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1385,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1386,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1387,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1388,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1389,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1390,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1391,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1392,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1393,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
1394,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1395,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1396,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Bareland
1397,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
1398,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Forest
1399,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1400,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1401,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1402,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1403,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1404,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1405,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1406,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1407,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1408,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1409,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1410,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1411,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1412,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1413,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1414,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1415,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1416,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1417,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1418,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1419,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1420,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1421,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1422,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1423,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1424,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1425,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
