Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVM_M_R
321,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
323,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
324,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
328,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
330,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
349,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
352,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
353,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
355,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
359,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
362,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
375,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
378,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
379,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
380,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
381,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
382,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
383,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
384,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
386,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
387,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
388,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
389,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
390,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
391,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
392,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
395,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
396,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
397,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
398,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
412,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
413,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
414,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
415,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
422,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
430,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
431,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
434,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
435,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
438,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
439,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
440,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
441,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
443,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
447,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
448,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
450,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
451,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
452,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
453,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
454,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
455,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
457,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
458,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
459,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
460,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
461,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
462,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
463,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
464,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
465,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
466,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
467,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
468,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
469,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
470,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
471,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
472,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
473,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
474,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
475,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
478,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
479,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
480,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
481,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
483,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
484,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
485,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
486,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
487,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
488,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
489,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
490,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
491,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
492,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
493,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
494,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
496,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
497,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
498,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
499,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
500,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
501,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
502,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
503,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
504,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
505,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
507,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
511,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
512,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
513,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
514,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
515,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
517,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
518,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
519,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
520,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
521,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
522,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Forest
523,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
524,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
525,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
526,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
527,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
528,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
529,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
530,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
531,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
532,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
533,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
534,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
535,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
536,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
537,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
538,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Forest
539,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
540,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
541,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
542,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
543,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
544,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
545,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
546,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
547,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
548,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
549,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
550,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
551,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
552,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
553,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
554,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
557,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
558,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
559,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
560,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
561,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
562,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
563,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
564,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
565,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
566,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
567,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
568,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
569,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
570,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
572,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
574,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
577,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
578,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
579,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
580,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
581,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Water
582,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
583,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
584,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
585,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
586,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
587,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
588,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
589,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
590,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
591,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
592,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
593,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
594,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
595,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
597,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
599,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
601,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
602,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
605,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
606,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
607,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
608,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
609,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
610,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,NULL
611,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
612,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
613,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
614,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
615,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
616,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
617,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
618,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
619,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
620,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
621,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
622,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
623,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Wetland
624,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
625,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
626,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
627,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
628,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
629,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
630,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
631,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
632,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
633,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
634,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
635,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
636,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
637,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
638,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
639,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
643,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
645,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
647,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
648,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
650,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
651,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
653,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
655,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
656,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
657,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
658,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
659,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
660,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
661,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
662,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
663,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
