Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRS_M_R
2167,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
2168,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2169,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2170,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2171,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2172,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2173,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2174,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2175,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2176,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2177,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2178,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2179,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2180,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2181,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2182,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2183,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2184,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2185,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
2186,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2187,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2188,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
2189,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2190,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2191,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2192,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2193,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2194,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2195,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2196,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2197,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2198,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2199,Forest,Water,Water,NULL,Water,NULL,Water,Water
2200,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2201,Forest,Water,Water,NULL,Water,NULL,Forest,Water
2202,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2203,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2204,Forest,Water,Water,NULL,Water,Grassland,Water,Water
2205,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2206,Forest,Water,Water,NULL,Water,Grassland,Forest,Wetland
2207,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2208,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2209,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2210,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2211,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2212,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2213,Forest,Water,Water,NULL,Water,Water,Water,Water
2214,Forest,Water,Water,NULL,Water,Water,Water,Forest
2215,Forest,Water,Water,NULL,Water,Water,Forest,Water
2216,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2217,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2218,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2219,Forest,Water,Water,NULL,Water,Forest,Water,Water
2220,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2221,Forest,Water,Water,NULL,Water,Forest,Forest,Water
2222,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2223,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2224,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2225,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
2226,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2227,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2228,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2229,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2230,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2231,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2232,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
2233,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2234,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2235,Forest,Water,Water,Water,Water,NULL,Water,Water
2236,Forest,Water,Water,Water,Water,NULL,Water,Forest
2237,Forest,Water,Water,Water,Water,NULL,Forest,Water
2238,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2239,Forest,Water,Water,Water,Water,Grassland,Water,Water
2240,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2241,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2242,Forest,Water,Water,Water,Water,Bareland,Water,Forest
2243,Forest,Water,Water,Water,Water,Water,Wetland,Water
2244,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2245,Forest,Water,Water,Water,Water,Water,Water,Grassland
2246,Forest,Water,Water,Water,Water,Water,Water,Wetland
2247,Forest,Water,Water,Water,Water,Water,Water,Bareland
2248,Forest,Water,Water,Water,Water,Water,Water,Water
2249,Forest,Water,Water,Water,Water,Water,Water,Forest
2250,Forest,Water,Water,Water,Water,Water,Forest,Water
2251,Forest,Water,Water,Water,Water,Water,Forest,Forest
2252,Forest,Water,Water,Water,Water,Forest,Wetland,Water
2253,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2254,Forest,Water,Water,Water,Water,Forest,Water,Water
2255,Forest,Water,Water,Water,Water,Forest,Water,Forest
2256,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2257,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2258,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2259,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2260,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2261,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2262,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2263,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2264,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2265,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2266,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2267,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2268,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2269,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2270,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2271,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2272,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2273,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2274,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2275,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2276,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2277,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2278,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2279,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2280,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2281,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2282,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2283,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2284,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2285,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2286,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2287,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2288,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2289,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2290,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2291,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2292,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2293,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2294,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2295,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2296,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2297,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2298,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2299,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2300,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2301,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2302,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2303,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2304,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2305,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2306,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2307,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2308,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2309,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2310,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2311,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2312,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2313,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2314,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2315,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2316,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2317,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2318,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2319,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2320,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2321,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
2322,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2323,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2324,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2325,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2326,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2327,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2328,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2329,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2330,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2332,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
2333,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2334,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2335,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2336,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
2337,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2338,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2339,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2340,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2341,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2342,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2343,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2344,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2345,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2355,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2359,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2360,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2361,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2362,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2363,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2364,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2365,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2366,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2367,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2368,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2369,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2370,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2371,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2372,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2373,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2374,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
2375,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2376,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
2377,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2378,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2379,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2380,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2381,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2382,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2383,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2384,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2385,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2386,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2387,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
2388,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2389,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2390,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2391,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
2392,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2393,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2394,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2395,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2396,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2397,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2398,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2399,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2400,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2401,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2402,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2403,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2404,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2405,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2406,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2407,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
2408,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2409,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2410,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2411,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
2412,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2413,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
2414,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
2415,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
2416,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2417,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2418,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2419,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
2420,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2421,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
2422,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
2423,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
2424,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2425,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
2426,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
2427,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2428,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2429,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2430,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2431,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2432,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2433,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2434,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2435,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2436,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2437,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2438,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2439,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2440,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2441,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2442,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2443,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2444,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2445,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2446,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2447,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2448,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2449,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2450,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2451,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2452,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2453,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2454,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2455,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2456,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2457,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2458,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2461,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2462,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2463,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2464,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2465,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2466,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2467,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2468,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2469,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2471,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2472,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2473,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2474,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2475,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2476,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
2477,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2478,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2479,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2480,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
2481,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2482,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
2483,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2484,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2485,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2486,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2487,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2488,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2489,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2490,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
2491,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2492,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2493,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
2494,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2495,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2496,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2497,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2498,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2499,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2500,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2501,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2502,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2503,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2504,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2505,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2506,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2507,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2508,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2509,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2510,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
2511,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2512,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2513,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2514,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2515,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2516,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2517,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2518,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2519,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2520,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
