Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHR_M_R
1343,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1344,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1346,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1347,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1348,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1349,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1351,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1352,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1353,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1354,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1355,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1356,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1357,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1358,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1361,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1362,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1363,Water,Water,Water,NULL,Water,NULL,NULL,Water
1364,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1365,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1366,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1367,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1368,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1369,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1370,Water,Water,Water,Water,Water,NULL,NULL,Water
1371,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1372,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1373,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1374,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1375,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1376,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1378,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1379,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1380,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1381,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1382,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1383,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1384,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1385,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1386,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1387,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1388,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1389,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1392,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1393,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1394,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1395,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1396,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1397,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1399,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1400,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1401,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1404,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1406,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1407,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1408,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1409,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1410,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1411,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1413,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1414,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1415,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1416,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1417,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1418,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1419,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1420,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1421,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1422,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1423,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1424,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1425,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1426,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1427,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1428,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1429,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1430,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1431,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1432,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1433,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1434,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1435,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1436,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1437,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1438,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1439,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1440,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1441,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1442,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1443,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1444,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1445,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1446,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1447,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1448,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1449,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1450,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1451,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1452,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1453,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1454,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1455,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1456,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1457,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1458,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1459,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1460,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1461,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1462,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1463,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1464,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1465,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1466,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1467,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1468,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1469,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1471,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1472,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1473,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1474,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1475,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1476,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1477,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1478,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1479,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1480,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1481,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1482,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1483,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1484,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1485,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1486,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1487,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1488,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1489,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1490,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1491,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1492,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1493,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1494,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1496,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1497,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1498,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1499,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1500,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1501,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1502,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1503,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1504,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1505,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1506,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1507,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1509,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1510,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1511,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1512,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1513,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1514,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1515,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1517,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1518,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1519,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1520,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1521,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1522,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1523,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1524,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1525,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1526,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1528,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1529,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1530,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1531,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1532,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1533,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1534,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1535,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1536,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1537,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1538,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1539,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1540,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1541,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1542,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1543,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1544,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1546,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1548,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1550,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1551,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1552,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1554,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1555,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1556,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1557,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1558,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1559,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1560,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1561,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1562,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1563,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1564,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1565,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1566,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1567,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1568,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1569,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1570,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1571,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1572,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1573,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1574,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1575,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1576,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1577,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1578,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1579,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1580,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1581,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1582,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1583,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1584,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1585,Forest,Water,Water,Water,Water,NULL,NULL,Water
1586,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1587,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1588,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1589,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1590,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1591,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1592,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1593,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1594,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1595,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1596,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1598,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1599,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1600,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1601,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1602,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1603,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1604,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1605,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
