Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTH_M_R
323,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
324,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
325,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
326,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
327,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
328,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
329,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
330,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
331,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
332,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
333,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
335,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
336,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
338,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
339,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
340,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
342,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
344,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
345,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
346,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
347,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
348,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
349,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
351,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
363,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
364,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
376,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
377,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
378,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
380,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
382,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
384,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
387,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
388,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
389,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
390,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
392,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
395,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
396,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
398,NULL,NULL,Water,NULL,Water,Shrubland,Forest,NULL
399,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
400,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
401,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
402,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
403,NULL,NULL,Water,NULL,Water,Bareland,NULL,Cropland
404,NULL,NULL,Water,NULL,Water,Bareland,Grassland,NULL
405,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
406,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
407,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
408,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
409,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
410,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
411,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
412,NULL,NULL,Water,NULL,Water,Bareland,Forest,Grassland
413,NULL,NULL,Water,NULL,Water,Bareland,Forest,Forest
414,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
415,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
416,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
417,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
424,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
425,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
426,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
430,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
432,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
434,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
436,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
437,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
439,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
440,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
441,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
442,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
445,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
446,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
447,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
448,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
449,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
452,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
453,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
458,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
460,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
462,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
464,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
465,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
466,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
470,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
472,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
473,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
475,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
476,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
477,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
478,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
482,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
483,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
484,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
487,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
489,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
491,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
492,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
496,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
497,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
499,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
502,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
503,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
504,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
505,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
506,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
507,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
512,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
514,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
515,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
516,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
517,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
518,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
519,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
520,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
521,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
522,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
523,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
524,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
525,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
526,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
527,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
528,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
529,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
530,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
531,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
533,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
534,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
535,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
537,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
538,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
539,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
540,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
541,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
542,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
543,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
544,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
545,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
547,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
589,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
590,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
591,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
592,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
593,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
598,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
599,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
600,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
605,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
606,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
611,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
612,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
613,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
614,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
615,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
616,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
617,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
618,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
619,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
620,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
621,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
623,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
624,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
625,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
626,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
627,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
628,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
629,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
630,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
631,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
632,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
633,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
634,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
635,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
636,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
637,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
638,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
639,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
640,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
641,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
642,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
643,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
644,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
645,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
646,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
647,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
648,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
649,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
650,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
651,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
652,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
653,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
