Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUP_M_R
1277,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1278,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1279,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1280,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1281,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1282,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1283,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1284,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1285,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1286,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1287,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1288,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1289,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1290,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1291,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1292,Wetland,Water,Cropland,Water,Non_Wetland,Water
1293,Wetland,Water,Wetland,NULL,Wetland,Grassland
1294,Wetland,Water,Wetland,NULL,Wetland,Wetland
1295,Wetland,Water,Wetland,NULL,Wetland,Water
1296,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1297,Wetland,Water,Wetland,Non_Water,Wetland,Water
1298,Wetland,Water,Wetland,Water,Wetland,Grassland
1299,Wetland,Water,Wetland,Water,Wetland,Wetland
1300,Wetland,Water,Wetland,Water,Wetland,Water
1301,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1302,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1303,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1304,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1305,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1306,Wetland,Water,Bareland,Water,Non_Wetland,Water
1307,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1308,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
1309,Wetland,Water,Water,NULL,Water,Wetland
1310,Wetland,Water,Water,NULL,Water,Water
1311,Wetland,Water,Water,Non_Water,Water,Wetland
1312,Wetland,Water,Water,Water,Water,Wetland
1313,Wetland,Water,Water,Water,Water,Water
1314,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1315,Wetland,Water,Forest,NULL,Non_Wetland,Water
1316,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1317,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1318,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1319,Wetland,Water,Forest,Water,Non_Wetland,Water
1320,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1321,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1322,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water
1323,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1324,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1325,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1326,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1327,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1328,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1329,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1330,Bareland,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1331,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1332,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1333,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1334,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1335,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1336,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1337,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1338,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1339,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1340,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1341,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1342,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1343,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
1344,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1345,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1346,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1347,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1348,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1349,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1350,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1351,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1352,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1353,Bareland,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1354,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1355,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1356,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1357,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1358,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1359,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1360,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1361,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1362,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1363,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1364,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1365,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1366,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1367,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1368,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1369,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1370,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1371,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1372,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1373,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1374,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1375,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1376,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1377,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1378,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
1379,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1380,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1381,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1382,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1383,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up
1384,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1385,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1386,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1387,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1388,Bareland,NULL,Wetland,NULL,Wetland,Built-up
1389,Bareland,NULL,Wetland,NULL,Wetland,Water
1390,Bareland,NULL,Wetland,NULL,Wetland,Forest
1391,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1392,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1393,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1394,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1395,Bareland,NULL,Wetland,Water,Wetland,NULL
1396,Bareland,NULL,Wetland,Water,Wetland,Grassland
1397,Bareland,NULL,Wetland,Water,Wetland,Wetland
1398,Bareland,NULL,Wetland,Water,Wetland,Bareland
1399,Bareland,NULL,Wetland,Water,Wetland,Built-up
1400,Bareland,NULL,Wetland,Water,Wetland,Water
1401,Bareland,NULL,Wetland,Water,Wetland,Forest
1402,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1403,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1404,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1405,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1406,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1407,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1408,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1409,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1410,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1411,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1412,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1413,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1414,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1415,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
1416,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1417,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1418,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1419,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1420,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1421,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1422,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
1423,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1424,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1425,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1426,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1427,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1428,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1429,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1430,Bareland,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1431,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1432,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1433,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1434,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1435,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1436,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1437,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1438,Bareland,NULL,Water,NULL,NULL,Grassland
1439,Bareland,NULL,Water,NULL,NULL,Bareland
1440,Bareland,NULL,Water,NULL,NULL,Water
1441,Bareland,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1442,Bareland,NULL,Water,NULL,Water,Grassland
1443,Bareland,NULL,Water,NULL,Water,Wetland
1444,Bareland,NULL,Water,NULL,Water,Bareland
1445,Bareland,NULL,Water,NULL,Water,Water
1446,Bareland,NULL,Water,NULL,Water,Permanent_ice_and_snow
1447,Bareland,NULL,Water,Non_Water,Water,Grassland
1448,Bareland,NULL,Water,Non_Water,Water,Wetland
1449,Bareland,NULL,Water,Non_Water,Water,Bareland
1450,Bareland,NULL,Water,Non_Water,Water,Water
1451,Bareland,NULL,Water,Water,NULL,Grassland
1452,Bareland,NULL,Water,Water,NULL,Bareland
1453,Bareland,NULL,Water,Water,Water,Grassland
1454,Bareland,NULL,Water,Water,Water,Wetland
1455,Bareland,NULL,Water,Water,Water,Bareland
1456,Bareland,NULL,Water,Water,Water,Built-up
1457,Bareland,NULL,Water,Water,Water,Water
1458,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1459,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1460,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1461,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1462,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1463,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1464,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1465,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1466,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1467,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1468,Bareland,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1469,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1470,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1471,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1472,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1473,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1474,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1475,Bareland,NULL,Forest,Water,Non_Wetland,NULL
1476,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1477,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1478,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1479,Bareland,NULL,Forest,Water,Non_Wetland,Water
1480,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1481,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1482,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1483,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1485,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1486,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1487,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1488,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1489,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1490,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1491,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1492,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1493,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1494,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1495,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1496,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1497,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1498,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1499,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1500,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1501,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1502,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1503,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1504,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1505,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1506,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
1507,Bareland,Cropland,Wetland,Non_Water,Wetland,Water
1508,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1509,Bareland,Cropland,Wetland,Water,Wetland,Water
1510,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1511,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1512,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1513,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1514,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1515,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1516,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1517,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1518,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1519,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1520,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1521,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1522,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1523,Bareland,Cropland,Water,NULL,Water,Wetland
1524,Bareland,Cropland,Water,Water,Water,Wetland
1525,Bareland,Cropland,Water,Water,Water,Water
1526,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1527,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1528,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1529,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1530,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1531,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1532,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1533,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1534,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1535,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1536,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1537,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1538,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1539,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1540,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1541,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1542,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1543,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1544,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1545,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1546,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
1547,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1548,Bareland,Wetland,Wetland,NULL,Wetland,Water
1549,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1550,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1551,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1552,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1553,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1554,Bareland,Wetland,Wetland,Water,Wetland,Water
1555,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1556,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1557,Bareland,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1558,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1559,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1560,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1561,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1562,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1563,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1564,Bareland,Wetland,Water,NULL,Water,Bareland
1565,Bareland,Wetland,Water,Non_Water,Water,Wetland
1566,Bareland,Wetland,Water,Water,Water,Wetland
1567,Bareland,Wetland,Water,Water,Water,Bareland
1568,Bareland,Wetland,Water,Water,Water,Water
1569,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1570,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1571,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1572,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
1573,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1574,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1575,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1576,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1577,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1578,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1579,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1580,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1581,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1582,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1583,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1584,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1585,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1586,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1587,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1588,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1589,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1590,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up
1591,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1592,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1593,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1594,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1595,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1596,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1597,Bareland,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1598,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1599,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1600,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1601,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1602,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1603,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1604,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1605,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1606,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1607,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1608,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1609,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1610,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1611,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1612,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1613,Bareland,Bareland,Wetland,NULL,Wetland,Water
1614,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1615,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1616,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1617,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1618,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1619,Bareland,Bareland,Wetland,Water,Wetland,Water
1620,Bareland,Bareland,Wetland,Water,Wetland,Permanent_ice_and_snow
1621,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1622,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1623,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1624,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1625,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1626,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1627,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1628,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1629,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1630,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1631,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
1632,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1633,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1634,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1635,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1636,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1637,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1638,Bareland,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1639,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1640,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1641,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1642,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1643,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1644,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
1645,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1646,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1647,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1648,Bareland,Bareland,Water,NULL,NULL,Grassland
1649,Bareland,Bareland,Water,NULL,NULL,Bareland
1650,Bareland,Bareland,Water,NULL,NULL,Water
1651,Bareland,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1652,Bareland,Bareland,Water,NULL,Water,Grassland
1653,Bareland,Bareland,Water,NULL,Water,Wetland
1654,Bareland,Bareland,Water,NULL,Water,Bareland
1655,Bareland,Bareland,Water,NULL,Water,Water
1656,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1657,Bareland,Bareland,Water,Non_Water,Water,Bareland
1658,Bareland,Bareland,Water,Non_Water,Water,Water
1659,Bareland,Bareland,Water,Water,NULL,Bareland
1660,Bareland,Bareland,Water,Water,NULL,Water
1661,Bareland,Bareland,Water,Water,Water,Grassland
1662,Bareland,Bareland,Water,Water,Water,Wetland
1663,Bareland,Bareland,Water,Water,Water,Bareland
1664,Bareland,Bareland,Water,Water,Water,Water
1665,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1666,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1667,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1668,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1669,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1670,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1671,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1672,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1673,Bareland,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1674,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1675,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1676,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1677,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1678,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1679,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1680,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1681,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1682,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1683,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1684,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1685,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1686,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1687,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
