Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R
1278,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1279,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1280,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1281,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1282,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1283,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1284,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1285,Bareland,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1286,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1287,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1288,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1289,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
1290,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
1291,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1292,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1293,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1294,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1295,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1296,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1297,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1298,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1299,Bareland,Bareland,Cropland,NULL,Non_Wetland,Permanent_ice_and_snow
1300,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1301,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1302,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1303,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1304,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1305,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1306,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1307,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1308,Bareland,Bareland,Wetland,NULL,Wetland,Water
1309,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1310,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1311,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1312,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1313,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1314,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1315,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1316,Bareland,Bareland,Wetland,Water,Wetland,Water
1317,Bareland,Bareland,Wetland,Water,Wetland,Forest
1318,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1319,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1320,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1321,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1322,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1323,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1324,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1325,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1326,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1327,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1328,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1329,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1330,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1331,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1332,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1333,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1334,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1335,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1336,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1337,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1338,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1339,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1340,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Forest
1341,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1342,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1343,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1344,Bareland,Bareland,Built-up,Water,Non_Wetland,Forest
1345,Bareland,Bareland,Water,NULL,NULL,Bareland
1346,Bareland,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1347,Bareland,Bareland,Water,NULL,Water,Grassland
1348,Bareland,Bareland,Water,NULL,Water,Cropland
1349,Bareland,Bareland,Water,NULL,Water,Bareland
1350,Bareland,Bareland,Water,NULL,Water,Built-up
1351,Bareland,Bareland,Water,NULL,Water,Water
1352,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1353,Bareland,Bareland,Water,NULL,Water,Forest
1354,Bareland,Bareland,Water,Non_Water,Water,Grassland
1355,Bareland,Bareland,Water,Non_Water,Water,Bareland
1356,Bareland,Bareland,Water,Non_Water,Water,Water
1357,Bareland,Bareland,Water,Non_Water,Water,Forest
1358,Bareland,Bareland,Water,Water,Water,Grassland
1359,Bareland,Bareland,Water,Water,Water,Bareland
1360,Bareland,Bareland,Water,Water,Water,Water
1361,Bareland,Bareland,Water,Water,Water,Forest
1362,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1363,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1364,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1365,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1366,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1367,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1368,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1369,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1370,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1371,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1372,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1373,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1374,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1375,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1376,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1377,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1378,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1379,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1380,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1381,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1382,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1383,Bareland,Built-up,NULL,NULL,Non_Wetland,Water
1384,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1385,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1386,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Water
1387,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Forest
1388,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1389,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1390,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1391,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1392,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1393,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1394,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1395,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1396,Bareland,Built-up,Shrubland,Water,Non_Wetland,Forest
1397,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1398,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1399,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1400,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1401,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1402,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1403,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1404,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1405,Bareland,Built-up,Grassland,Water,Non_Wetland,Forest
1406,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1407,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1408,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1409,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1410,Bareland,Built-up,Wetland,NULL,Wetland,Water
1411,Bareland,Built-up,Wetland,Non_Water,Wetland,Water
1412,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1413,Bareland,Built-up,Wetland,Water,Wetland,Forest
1414,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1415,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1416,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1417,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1418,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1419,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1420,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1421,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1422,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1423,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1424,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1425,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1426,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1427,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1428,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1429,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1430,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Water
1431,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
1432,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1433,Bareland,Built-up,Water,NULL,Water,Grassland
1434,Bareland,Built-up,Water,NULL,Water,Bareland
1435,Bareland,Built-up,Water,NULL,Water,Built-up
1436,Bareland,Built-up,Water,NULL,Water,Water
1437,Bareland,Built-up,Water,NULL,Water,Forest
1438,Bareland,Built-up,Water,Non_Water,Water,Grassland
1439,Bareland,Built-up,Water,Non_Water,Water,Bareland
1440,Bareland,Built-up,Water,Non_Water,Water,Water
1441,Bareland,Built-up,Water,Non_Water,Water,Forest
1442,Bareland,Built-up,Water,Water,Water,Grassland
1443,Bareland,Built-up,Water,Water,Water,Bareland
1444,Bareland,Built-up,Water,Water,Water,Water
1445,Bareland,Built-up,Water,Water,Water,Forest
1446,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1447,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1448,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1449,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1450,Bareland,Built-up,Forest,NULL,Non_Wetland,Water
1451,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1452,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1453,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1454,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Water
1455,Bareland,Built-up,Forest,Water,Non_Wetland,Grassland
1456,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1457,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1458,Bareland,Water,NULL,NULL,Non_Wetland,Water
1459,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1460,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1461,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1462,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1463,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1464,Bareland,Water,NULL,Water,Non_Wetland,Forest
1465,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1466,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1467,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1468,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1469,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1470,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1471,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1472,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1473,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1474,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1475,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1476,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1477,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1478,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1479,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1480,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1481,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1482,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1483,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1484,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1485,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1486,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1487,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1488,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1489,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1490,Bareland,Water,Grassland,Water,Non_Wetland,Water
1491,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1492,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1493,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1494,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1495,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1496,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1497,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1498,Bareland,Water,Cropland,Water,Non_Wetland,Water
1499,Bareland,Water,Wetland,NULL,Wetland,Bareland
1500,Bareland,Water,Wetland,NULL,Wetland,Water
1501,Bareland,Water,Wetland,NULL,Wetland,Forest
1502,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1503,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1504,Bareland,Water,Wetland,Non_Water,Wetland,Water
1505,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1506,Bareland,Water,Wetland,Water,Wetland,Grassland
1507,Bareland,Water,Wetland,Water,Wetland,Bareland
1508,Bareland,Water,Wetland,Water,Wetland,Water
1509,Bareland,Water,Wetland,Water,Wetland,Forest
1510,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1511,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1512,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1513,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1514,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1515,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1516,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1517,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1518,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1519,Bareland,Water,Bareland,Water,Non_Wetland,Water
1520,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1521,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1522,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1523,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1524,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1525,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1526,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1527,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1528,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1529,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1530,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1531,Bareland,Water,Built-up,Water,Non_Wetland,Water
1532,Bareland,Water,Water,NULL,Water,Grassland
1533,Bareland,Water,Water,NULL,Water,Cropland
1534,Bareland,Water,Water,NULL,Water,Bareland
1535,Bareland,Water,Water,NULL,Water,Water
1536,Bareland,Water,Water,NULL,Water,Forest
1537,Bareland,Water,Water,Non_Water,Water,Grassland
1538,Bareland,Water,Water,Non_Water,Water,Bareland
1539,Bareland,Water,Water,Non_Water,Water,Water
1540,Bareland,Water,Water,Non_Water,Water,Forest
1541,Bareland,Water,Water,Water,Water,Grassland
1542,Bareland,Water,Water,Water,Water,Bareland
1543,Bareland,Water,Water,Water,Water,Water
1544,Bareland,Water,Water,Water,Water,Forest
1545,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1546,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1547,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1548,Bareland,Water,Forest,NULL,Non_Wetland,Water
1549,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1550,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1551,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1552,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1553,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1554,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1555,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1556,Bareland,Water,Forest,Water,Non_Wetland,Water
1557,Bareland,Water,Forest,Water,Non_Wetland,Forest
1558,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1559,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1560,Bareland,Forest,NULL,Non_Water,Non_Wetland,Water
1561,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1562,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1563,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1564,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1565,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1566,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1567,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1568,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland
1569,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1570,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1571,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1572,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
1573,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1574,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water
1575,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1576,Bareland,Forest,Grassland,Water,Non_Wetland,Water
1577,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1578,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1579,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1580,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1581,Bareland,Forest,Wetland,Water,Wetland,Water
1582,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1583,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1584,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1585,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1586,Bareland,Forest,Built-up,Water,Non_Wetland,Water
1587,Bareland,Forest,Water,NULL,Water,Water
1588,Bareland,Forest,Water,NULL,Water,Forest
1589,Bareland,Forest,Water,Water,Water,Bareland
1590,Bareland,Forest,Water,Water,Water,Water
1591,Bareland,Forest,Water,Water,Water,Forest
1592,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1593,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1594,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1595,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1596,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1597,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1598,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1599,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1600,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
1601,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1602,Bareland,Forest,Forest,Water,Non_Wetland,Water
1603,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1604,Water,NULL,NULL,NULL,Non_Wetland,NULL
1605,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1606,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1607,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1608,Water,NULL,NULL,NULL,Non_Wetland,Water
1609,Water,NULL,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
1610,Water,NULL,NULL,NULL,Non_Wetland,Forest
1611,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1612,Water,NULL,NULL,Water,Non_Wetland,Grassland
1613,Water,NULL,NULL,Water,Non_Wetland,Bareland
1614,Water,NULL,NULL,Water,Non_Wetland,Water
1615,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1616,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1617,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1618,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1619,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1620,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1621,Water,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1622,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1623,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1624,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1625,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1626,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1627,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1628,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1629,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1630,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1631,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1632,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1633,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1634,Water,NULL,Grassland,NULL,Non_Wetland,Water
1635,Water,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1636,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1637,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1638,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1639,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1640,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1641,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1642,Water,NULL,Grassland,Water,Non_Wetland,Water
1643,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1644,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1645,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1646,Water,NULL,Cropland,NULL,Non_Wetland,Water
1647,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1648,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1649,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1650,Water,NULL,Cropland,Water,Non_Wetland,Forest
1651,Water,NULL,Wetland,NULL,Wetland,Grassland
1652,Water,NULL,Wetland,NULL,Wetland,Water
1653,Water,NULL,Wetland,NULL,Wetland,Forest
1654,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1655,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1656,Water,NULL,Wetland,Non_Water,Wetland,Water
1657,Water,NULL,Wetland,Non_Water,Wetland,Forest
1658,Water,NULL,Wetland,Water,Wetland,Grassland
1659,Water,NULL,Wetland,Water,Wetland,Bareland
1660,Water,NULL,Wetland,Water,Wetland,Water
1661,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1662,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1663,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1664,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1665,Water,NULL,Bareland,NULL,Non_Wetland,Water
1666,Water,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1667,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1668,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1669,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1670,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1671,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1672,Water,NULL,Bareland,Water,Non_Wetland,Water
1673,Water,NULL,Bareland,Water,Non_Wetland,Forest
1674,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1675,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1676,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1677,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1678,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1679,Water,NULL,Built-up,Water,Non_Wetland,Water
1680,Water,NULL,Water,NULL,NULL,Grassland
1681,Water,NULL,Water,NULL,NULL,Bareland
1682,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1683,Water,NULL,Water,NULL,NULL,Forest
1684,Water,NULL,Water,NULL,Water,NULL
1685,Water,NULL,Water,NULL,Water,Grassland
1686,Water,NULL,Water,NULL,Water,Bareland
1687,Water,NULL,Water,NULL,Water,Water
1688,Water,NULL,Water,NULL,Water,Permanent_ice_and_snow
1689,Water,NULL,Water,NULL,Water,Forest
1690,Water,NULL,Water,Non_Water,Water,Grassland
1691,Water,NULL,Water,Non_Water,Water,Bareland
1692,Water,NULL,Water,Non_Water,Water,Water
1693,Water,NULL,Water,Non_Water,Water,Forest
1694,Water,NULL,Water,Water,Water,Grassland
1695,Water,NULL,Water,Water,Water,Bareland
1696,Water,NULL,Water,Water,Water,Water
1697,Water,NULL,Water,Water,Water,Forest
1698,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1699,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1700,Water,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1701,Water,NULL,Forest,NULL,Non_Wetland,NULL
1702,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1703,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1704,Water,NULL,Forest,NULL,Non_Wetland,Bareland
