Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYA_M_R
1096,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1097,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1098,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1099,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1100,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1101,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1102,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1103,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1104,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1105,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1106,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1107,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1108,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1109,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1110,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1111,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1112,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1113,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1114,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1115,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1116,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1117,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1118,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1119,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1120,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1121,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1122,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1123,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1124,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1125,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1126,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1127,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1128,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1129,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1130,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1131,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1132,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1133,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1134,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1135,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1136,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1137,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1138,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1139,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1140,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1141,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1142,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1143,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1144,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1145,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1146,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1147,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1148,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1149,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1150,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1151,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1152,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1153,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1154,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1155,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1156,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1157,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1158,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1159,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1160,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1164,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1165,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1166,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1167,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1168,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1169,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1170,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1171,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1172,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1173,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1174,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1175,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1176,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1177,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1178,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1179,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1180,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1181,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1182,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1183,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1184,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1185,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1186,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1187,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1188,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1189,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1190,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1191,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1192,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1193,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
1194,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1195,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1196,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1197,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1198,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
1199,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
1200,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1201,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1202,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1203,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1204,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1205,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1206,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1207,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1208,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1209,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1210,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1211,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1212,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1213,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
1214,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1215,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1216,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1217,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1218,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1219,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1220,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
1221,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1222,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1223,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1224,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1225,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1226,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1227,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1228,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1229,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1230,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1231,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1232,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1233,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1234,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1235,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1236,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1237,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1238,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1239,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1240,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1241,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1242,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1243,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1244,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1245,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1246,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1247,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1248,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1249,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1250,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1251,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1252,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1253,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1254,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1255,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1256,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1257,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1258,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1259,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1260,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1261,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1262,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1263,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1264,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1265,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1266,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1267,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1268,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1269,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1270,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1271,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1272,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1273,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1274,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1275,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1276,Forest,Water,Water,NULL,Water,Water,Water,Water
1277,Forest,Water,Water,NULL,Water,Water,Water,Forest
1278,Forest,Water,Water,NULL,Water,Water,Forest,Water
1279,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1280,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1281,Forest,Water,Water,NULL,Water,Forest,Water,Water
1282,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1283,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1284,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1285,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1286,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1287,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1288,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1289,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1290,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1291,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1292,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1293,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1294,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1295,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1296,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1297,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1298,Forest,Water,Water,Water,Water,NULL,Water,Water
1299,Forest,Water,Water,Water,Water,NULL,Water,Forest
1300,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1301,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1302,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1303,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1304,Forest,Water,Water,Water,Water,Wetland,Water,Water
1305,Forest,Water,Water,Water,Water,Water,Wetland,Water
1306,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1307,Forest,Water,Water,Water,Water,Water,Water,Grassland
1308,Forest,Water,Water,Water,Water,Water,Water,Bareland
1309,Forest,Water,Water,Water,Water,Water,Water,Water
1310,Forest,Water,Water,Water,Water,Water,Water,Forest
1311,Forest,Water,Water,Water,Water,Water,Forest,Bareland
1312,Forest,Water,Water,Water,Water,Water,Forest,Water
1313,Forest,Water,Water,Water,Water,Water,Forest,Forest
