Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMT_M_R
3025,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3026,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3027,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3028,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3029,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3030,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
3031,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3032,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3033,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3034,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3035,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3036,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3037,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3038,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3039,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3040,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3041,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3042,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3043,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3044,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3045,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
3046,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3047,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3048,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3049,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3050,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3051,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3052,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3053,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3054,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3055,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3056,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
3057,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3058,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3059,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3060,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3061,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3062,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3063,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3064,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3065,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3066,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3067,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3068,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3069,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3070,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3071,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3072,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3073,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3074,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3075,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3076,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3077,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3078,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3079,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3080,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3081,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3082,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
3083,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3084,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
3085,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3086,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3087,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3088,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3089,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3090,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3091,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3092,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
3093,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
3094,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
3095,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
3096,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3097,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3098,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3099,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
3100,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3101,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3102,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
3103,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3104,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
3105,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3106,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
3107,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3108,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3109,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3110,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
3111,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3112,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3113,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3114,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3115,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3116,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3117,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3118,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3119,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3120,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3121,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3122,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3123,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3124,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3125,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3126,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3127,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3128,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3129,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
3130,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3131,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
3132,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3133,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3134,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3135,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
3136,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3137,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
3138,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
3139,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
3140,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
3141,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3142,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3143,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3144,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3145,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3146,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3147,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3148,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3149,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3150,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3151,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3152,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
3153,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3154,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
3155,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
3156,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
3157,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
3158,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
3159,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
3160,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3161,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3162,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
3163,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3164,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
3165,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3166,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3167,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3168,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
3169,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3170,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3171,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
3172,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3173,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3174,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3175,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3176,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3177,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3178,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
3179,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3180,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3181,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3182,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3183,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3184,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3185,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3186,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3187,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3188,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3189,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3190,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3191,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3192,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3193,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3194,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3195,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3196,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3197,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3198,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3199,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3200,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3201,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3202,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3203,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3204,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3205,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3206,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3207,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3208,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3209,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3210,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3211,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3212,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3213,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3214,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3215,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3216,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3217,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3218,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3219,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3220,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3221,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3222,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3223,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3224,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3225,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3226,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3227,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3228,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3229,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3230,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3231,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3232,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3233,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3234,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3235,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3236,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3237,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3238,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3239,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3240,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3241,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3242,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3243,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3244,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3245,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3246,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3247,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3248,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3249,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3250,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3251,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3252,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3253,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3254,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3255,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3256,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3257,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3258,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3259,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3260,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3261,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3262,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3263,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3264,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3265,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3266,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3267,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3268,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3269,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3270,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
3271,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,Wetland,Forest
3272,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3273,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3274,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3275,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3276,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3277,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3278,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3279,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3280,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3281,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3282,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3283,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3284,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3285,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3286,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3287,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3288,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3289,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3290,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3291,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3292,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3293,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3294,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3295,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3296,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3297,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3298,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3299,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3300,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3301,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3302,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
3303,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3304,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3305,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
3306,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3307,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3308,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3309,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3310,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3311,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3312,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3313,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3314,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3315,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3316,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3317,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3318,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3319,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3320,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3321,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3322,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3323,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
3324,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
3325,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3326,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3327,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3328,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3329,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3330,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3331,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3332,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3333,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3334,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3335,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3336,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3337,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3338,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3339,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3340,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3341,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
3342,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3343,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3344,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
3345,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
3346,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
3347,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3348,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3349,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
3350,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3351,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3352,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3353,Forest,Water,Water,NULL,Water,NULL,Water,Water
3354,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3355,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3356,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3357,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3358,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3359,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3360,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3361,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3362,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3363,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3364,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3365,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3366,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3367,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
3368,Forest,Water,Water,NULL,Water,Bareland,Water,Water
3369,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3370,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3371,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3372,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3373,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3374,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3375,Forest,Water,Water,NULL,Water,Water,Water,Water
3376,Forest,Water,Water,NULL,Water,Water,Water,Forest
3377,Forest,Water,Water,NULL,Water,Water,Forest,Water
3378,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3379,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3380,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3381,Forest,Water,Water,NULL,Water,Forest,Water,Water
3382,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3383,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
