Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGE_M_R
3762,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
3763,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
3764,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
3765,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3766,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3767,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3768,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3769,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3770,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
3771,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
3772,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3773,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3774,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
3775,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3776,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
3777,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3778,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
3779,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,NULL
3780,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3781,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3782,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
3783,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
3784,Forest,Cropland,Wetland,NULL,Wetland,Cropland,NULL,NULL
3785,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,NULL
3786,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
3787,Forest,Cropland,Wetland,NULL,Wetland,Cropland,Bareland,NULL
3788,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3789,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3790,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
3791,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
3792,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,NULL
3793,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
3794,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
3795,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3796,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
3797,Forest,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,NULL
3798,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
3799,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
3800,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,NULL
3801,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,NULL
3802,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
3803,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3804,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3805,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,Wetland,NULL
3806,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3807,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3808,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
3809,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
3810,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
3811,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
3812,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3813,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
3814,Forest,Cropland,Water,NULL,Water,Wetland,Water,NULL
3815,Forest,Cropland,Water,NULL,Water,Water,Wetland,NULL
3816,Forest,Cropland,Water,NULL,Water,Water,Water,NULL
3817,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3818,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3819,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3820,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3821,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3822,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3823,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3824,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
3825,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3826,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3827,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
3828,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3829,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3830,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3831,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3832,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
3833,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3834,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3835,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3836,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3837,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3838,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3839,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3840,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3841,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3842,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3843,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3844,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
3845,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3846,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3847,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3848,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3849,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3850,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3851,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3852,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3853,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3854,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
3855,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3856,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3857,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
3858,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3859,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3860,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3861,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
3862,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3863,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
3864,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3865,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3866,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
3867,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3868,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
3869,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3870,Forest,Wetland,Wetland,NULL,NULL,Water,Water,NULL
3871,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
3872,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
3873,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
3874,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
3875,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3876,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3877,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
3878,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
3879,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3880,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3881,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
3882,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
3883,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
3884,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
3885,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
3886,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,NULL
3887,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
3888,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
3889,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
3890,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
3891,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
3892,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
3893,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3894,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
3895,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3896,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3897,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3898,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3899,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
3900,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
3901,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
3902,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
3903,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
3904,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
3905,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3906,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
3907,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
3908,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
3909,Forest,Wetland,Water,NULL,Water,Grassland,Water,NULL
3910,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,NULL
3911,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
3912,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
3913,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
3914,Forest,Wetland,Water,NULL,Water,Bareland,Water,NULL
3915,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
3916,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
3917,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
3918,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
3919,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3920,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
3921,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3922,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3923,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3924,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3925,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
3926,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3927,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3928,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3929,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
3930,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
3931,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3932,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3933,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
3934,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3935,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3936,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3937,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3938,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
3939,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3940,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
3941,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
3942,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Forest,NULL
3943,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
3944,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
3945,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3946,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3947,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3948,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3949,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3950,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3951,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3952,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3953,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3954,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
3955,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,NULL
3956,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3957,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3958,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3959,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3960,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
3961,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3962,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3963,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3964,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
3965,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
3966,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3967,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
3968,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3969,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3970,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
3971,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
3972,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3973,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
3983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3988,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3989,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
3990,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
3991,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
3996,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3997,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3998,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
3999,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
4000,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4001,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4002,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4003,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
4004,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
4005,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
4006,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4007,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4008,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4009,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
4010,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
4011,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
4012,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
4013,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
4014,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4015,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
4016,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
4017,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
4018,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
4019,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
4020,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
4021,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
4022,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
4023,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
4024,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
4025,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
4026,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
4027,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4028,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
4029,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
4030,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
4031,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4032,Forest,Built-up,Wetland,NULL,NULL,Grassland,Built-up,NULL
4033,Forest,Built-up,Wetland,NULL,NULL,Wetland,Bareland,NULL
4034,Forest,Built-up,Wetland,NULL,NULL,Bareland,Water,NULL
4035,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,NULL
4036,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
4037,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
4038,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4039,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4040,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
4041,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
4042,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
4043,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,NULL
4044,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4045,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4046,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
4047,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
4048,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
4049,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
4050,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
4051,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
4052,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
4053,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,NULL
4054,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
4055,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,NULL
4056,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
4057,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
4058,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
4059,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
4060,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
4061,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,NULL
4062,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
4063,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,NULL
4064,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
4065,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
4066,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,NULL
4067,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,NULL
4068,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
4069,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
4070,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
4071,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
4072,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
4073,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
4074,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
4075,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
4076,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4077,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
4078,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
4079,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
4080,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
4081,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
4082,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
4083,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
4084,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
4085,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4086,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
4087,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
4088,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
4089,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
4090,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
4091,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
4092,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
4093,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
4094,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4095,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
