Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRR_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
330,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
331,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
332,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
334,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
335,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
336,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
337,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
338,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
340,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Water
341,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
342,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
345,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
348,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
351,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
354,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Water,Water
355,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
356,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
357,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
359,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
360,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
361,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
