Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMA_M_R
7663,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
7664,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
7665,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
7666,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
7667,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
7668,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
7669,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
7670,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
7671,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Forest
7672,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
7673,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Wetland,Forest
7674,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
7675,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7676,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7677,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
7678,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7679,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
7680,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
7681,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
7682,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7683,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7684,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7685,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
7686,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7687,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
7688,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7689,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7690,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7691,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
7692,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7693,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7694,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7695,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
7696,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
7697,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
7698,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
7699,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
7700,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
7701,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
7702,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
7703,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Forest
7704,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7705,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7706,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
7707,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7708,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7709,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
7710,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
7711,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
7712,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7713,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7714,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7715,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
7716,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
7717,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
7718,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7719,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7720,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
7721,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7722,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7723,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7724,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7725,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
7726,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7727,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7728,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7729,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7730,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7731,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7732,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
7733,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7734,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7735,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
7736,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
7737,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
7738,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7739,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7740,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7741,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7742,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
7743,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
7744,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
7745,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
7746,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
7747,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
7748,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
7749,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
7750,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
7751,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7752,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7753,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
7754,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
7755,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
7756,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
7757,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
7758,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7759,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
7760,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
7761,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
7762,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
7763,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
7764,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
7765,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
7766,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7767,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
7768,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
7769,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
7770,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7771,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7772,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7773,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7774,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
7775,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
7776,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
7777,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
7778,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
7779,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
7780,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
7781,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7782,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
7783,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
7784,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
7785,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7786,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7787,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
7788,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
7789,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
7790,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
7791,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
7792,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
7793,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
7794,Forest,Water,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
7795,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
7796,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
7797,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
7798,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
7799,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
7800,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
7801,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7802,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
7803,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
7804,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
7805,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7806,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
7807,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
7808,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
7809,Forest,Water,Water,NULL,Water,NULL,Water,Water
7810,Forest,Water,Water,NULL,Water,NULL,Water,Forest
7811,Forest,Water,Water,NULL,Water,Grassland,Bareland,Grassland
7812,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7813,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
7814,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
7815,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
7816,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
7817,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
7818,Forest,Water,Water,NULL,Water,Wetland,Water,Water
7819,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
7820,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
7821,Forest,Water,Water,NULL,Water,Built-up,Water,Forest
7822,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
7823,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
7824,Forest,Water,Water,NULL,Water,Water,Wetland,Water
7825,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
7826,Forest,Water,Water,NULL,Water,Water,Water,Grassland
7827,Forest,Water,Water,NULL,Water,Water,Water,Wetland
7828,Forest,Water,Water,NULL,Water,Water,Water,Water
7829,Forest,Water,Water,NULL,Water,Water,Water,Forest
7830,Forest,Water,Water,NULL,Water,Water,Forest,Forest
7831,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
7832,Forest,Water,Water,NULL,Water,Forest,Water,Water
7833,Forest,Water,Water,NULL,Water,Forest,Water,Forest
7834,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
7835,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
7836,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
7837,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
7838,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7839,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
7840,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
7841,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7842,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
7843,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
7844,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
7845,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
7846,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
7847,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
7848,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
7849,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
7850,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
7851,Forest,Water,Water,Non_Water,Water,Water,Water,Water
7852,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
7853,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
7854,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
7855,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
7856,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
7857,Forest,Water,Water,Water,Water,NULL,Wetland,Water
7858,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
7859,Forest,Water,Water,Water,Water,NULL,Water,Wetland
7860,Forest,Water,Water,Water,Water,NULL,Water,Water
7861,Forest,Water,Water,Water,Water,NULL,Water,Forest
7862,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
7863,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
7864,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
7865,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
7866,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
7867,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
7868,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
7869,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
7870,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
7871,Forest,Water,Water,Water,Water,Wetland,Water,Water
7872,Forest,Water,Water,Water,Water,Wetland,Water,Forest
7873,Forest,Water,Water,Water,Water,Wetland,Forest,Water
7874,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
7875,Forest,Water,Water,Water,Water,Bareland,Wetland,Wetland
7876,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
7877,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
7878,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
7879,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
7880,Forest,Water,Water,Water,Water,Water,Wetland,Bareland
7881,Forest,Water,Water,Water,Water,Water,Wetland,Water
7882,Forest,Water,Water,Water,Water,Water,Wetland,Forest
7883,Forest,Water,Water,Water,Water,Water,Water,Grassland
7884,Forest,Water,Water,Water,Water,Water,Water,Wetland
7885,Forest,Water,Water,Water,Water,Water,Water,Bareland
7886,Forest,Water,Water,Water,Water,Water,Water,Water
7887,Forest,Water,Water,Water,Water,Water,Water,Forest
7888,Forest,Water,Water,Water,Water,Water,Forest,Water
7889,Forest,Water,Water,Water,Water,Water,Forest,Forest
7890,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
7891,Forest,Water,Water,Water,Water,Forest,Water,Water
7892,Forest,Water,Water,Water,Water,Forest,Water,Forest
7893,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7894,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7895,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7896,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7897,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7898,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
7899,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7900,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7901,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7902,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7903,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7904,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7905,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7906,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7907,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7908,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7909,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7910,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7911,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7912,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7913,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
7914,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7915,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7916,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7917,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7918,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
7919,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7920,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7921,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7922,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7923,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7924,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
7925,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
7926,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7927,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7928,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7929,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7930,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7931,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7932,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7933,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7934,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7935,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7936,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7937,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7938,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7939,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
7940,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7941,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7942,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7943,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7944,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7945,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7946,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7947,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7948,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7949,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7950,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7951,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
7952,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7953,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7954,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7955,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7956,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7957,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7958,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
7959,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7960,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
7961,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7962,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7963,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7964,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7965,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7966,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7967,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7968,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7969,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
7970,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7971,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
7972,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
7973,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
7974,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
7975,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7976,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
7977,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7978,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7979,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7980,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7981,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
7982,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7983,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7984,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7985,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7986,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
7987,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
7988,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
7989,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
7990,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
7991,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
7992,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
7993,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
7994,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
7995,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7996,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
7997,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7998,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
7999,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8000,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
8001,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8002,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8003,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8004,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8005,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8006,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8007,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8008,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8009,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
8010,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8012,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8013,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8014,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8015,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8016,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8017,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8018,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8019,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
8020,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8021,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8022,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8023,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8024,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
