Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUV_M_R
1361,Forest,Water,Wetland,NULL,Wetland,Bareland
1362,Forest,Water,Wetland,NULL,Wetland,Water
1363,Forest,Water,Wetland,NULL,Wetland,Forest
1364,Forest,Water,Wetland,Non_Water,Wetland,NULL
1365,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1366,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1367,Forest,Water,Wetland,Non_Water,Wetland,Water
1368,Forest,Water,Wetland,Non_Water,Wetland,Forest
1369,Forest,Water,Wetland,Water,Wetland,Grassland
1370,Forest,Water,Wetland,Water,Wetland,Wetland
1371,Forest,Water,Wetland,Water,Wetland,Bareland
1372,Forest,Water,Wetland,Water,Wetland,Water
1373,Forest,Water,Wetland,Water,Wetland,Forest
1374,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1375,Forest,Water,Bareland,NULL,Non_Wetland,Water
1376,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1377,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1378,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1379,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1380,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1381,Forest,Water,Bareland,Water,Non_Wetland,Water
1382,Forest,Water,Bareland,Water,Non_Wetland,Forest
1383,Forest,Water,Built-up,NULL,Non_Wetland,Water
1384,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1385,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
1386,Forest,Water,Built-up,Water,Non_Wetland,Water
1387,Forest,Water,Water,NULL,Water,Grassland
1388,Forest,Water,Water,NULL,Water,Wetland
1389,Forest,Water,Water,NULL,Water,Water
1390,Forest,Water,Water,NULL,Water,Forest
1391,Forest,Water,Water,Non_Water,Water,Grassland
1392,Forest,Water,Water,Non_Water,Water,Water
1393,Forest,Water,Water,Non_Water,Water,Forest
1394,Forest,Water,Water,Water,Water,NULL
1395,Forest,Water,Water,Water,Water,Grassland
1396,Forest,Water,Water,Water,Water,Wetland
1397,Forest,Water,Water,Water,Water,Water
1398,Forest,Water,Water,Water,Water,Forest
1399,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1400,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1401,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1402,Forest,Water,Forest,NULL,Non_Wetland,Water
1403,Forest,Water,Forest,NULL,Non_Wetland,Forest
1404,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1405,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1406,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1407,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1408,Forest,Water,Forest,Water,Non_Wetland,Grassland
1409,Forest,Water,Forest,Water,Non_Wetland,Wetland
1410,Forest,Water,Forest,Water,Non_Wetland,Bareland
1411,Forest,Water,Forest,Water,Non_Wetland,Water
1412,Forest,Water,Forest,Water,Non_Wetland,Forest
1413,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1414,Forest,Forest,NULL,NULL,Non_Wetland,Water
1415,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1416,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1417,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1418,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1419,Forest,Forest,NULL,Water,Non_Wetland,Water
1420,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1421,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1422,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1423,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1424,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1425,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1426,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1427,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1428,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1429,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1430,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1431,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1432,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1433,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1434,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1435,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1436,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1437,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1438,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1439,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1440,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1441,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1442,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1443,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1444,Forest,Forest,Grassland,Water,Non_Wetland,Water
1445,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1446,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1447,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1448,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1449,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1450,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1451,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1452,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1453,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1454,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1455,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1456,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1457,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1458,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1459,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1460,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1461,Forest,Forest,Cropland,Water,Non_Wetland,Water
1462,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1463,Forest,Forest,Wetland,NULL,Wetland,NULL
1464,Forest,Forest,Wetland,NULL,Wetland,Grassland
1465,Forest,Forest,Wetland,NULL,Wetland,Wetland
1466,Forest,Forest,Wetland,NULL,Wetland,Bareland
1467,Forest,Forest,Wetland,NULL,Wetland,Water
1468,Forest,Forest,Wetland,NULL,Wetland,Forest
1469,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1470,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1471,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1472,Forest,Forest,Wetland,Non_Water,Wetland,Water
1473,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1474,Forest,Forest,Wetland,Water,Wetland,NULL
1475,Forest,Forest,Wetland,Water,Wetland,Grassland
1476,Forest,Forest,Wetland,Water,Wetland,Cropland
1477,Forest,Forest,Wetland,Water,Wetland,Wetland
1478,Forest,Forest,Wetland,Water,Wetland,Bareland
1479,Forest,Forest,Wetland,Water,Wetland,Water
1480,Forest,Forest,Wetland,Water,Wetland,Forest
1481,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1482,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1483,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1484,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1485,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1486,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1487,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1488,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1489,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1490,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1491,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
1492,Forest,Forest,Bareland,Water,Non_Wetland,Water
1493,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1494,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1495,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1496,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1497,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1498,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1499,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1500,Forest,Forest,Built-up,Water,Non_Wetland,Water
1501,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1502,Forest,Forest,Water,NULL,Water,Grassland
1503,Forest,Forest,Water,NULL,Water,Wetland
1504,Forest,Forest,Water,NULL,Water,Bareland
1505,Forest,Forest,Water,NULL,Water,Water
1506,Forest,Forest,Water,NULL,Water,Forest
1507,Forest,Forest,Water,Non_Water,Water,NULL
1508,Forest,Forest,Water,Non_Water,Water,Grassland
1509,Forest,Forest,Water,Non_Water,Water,Cropland
1510,Forest,Forest,Water,Non_Water,Water,Wetland
1511,Forest,Forest,Water,Non_Water,Water,Water
1512,Forest,Forest,Water,Non_Water,Water,Forest
1513,Forest,Forest,Water,Water,Water,NULL
1514,Forest,Forest,Water,Water,Water,Grassland
1515,Forest,Forest,Water,Water,Water,Cropland
1516,Forest,Forest,Water,Water,Water,Wetland
1517,Forest,Forest,Water,Water,Water,Bareland
1518,Forest,Forest,Water,Water,Water,Water
1519,Forest,Forest,Water,Water,Water,Forest
1520,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1521,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1522,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1523,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1524,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1525,Forest,Forest,Forest,NULL,Non_Wetland,Water
1526,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1527,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1528,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1529,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1530,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1531,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1532,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1533,Forest,Forest,Forest,Water,Non_Wetland,NULL
1534,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1535,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1536,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1537,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1538,Forest,Forest,Forest,Water,Non_Wetland,Water
1539,Forest,Forest,Forest,Water,Non_Wetland,Forest
