Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R
1279,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1280,Water,NULL,Forest,NULL,Non_Wetland,Water
1281,Water,NULL,Forest,NULL,Non_Wetland,Forest
1282,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1283,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1284,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1285,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1286,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1287,Water,NULL,Forest,Water,Non_Wetland,Grassland
1288,Water,NULL,Forest,Water,Non_Wetland,Cropland
1289,Water,NULL,Forest,Water,Non_Wetland,Wetland
1290,Water,NULL,Forest,Water,Non_Wetland,Bareland
1291,Water,NULL,Forest,Water,Non_Wetland,Water
1292,Water,NULL,Forest,Water,Non_Wetland,Forest
1293,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1294,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1295,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1296,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1297,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1298,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1299,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1300,Water,Wetland,Wetland,Water,Wetland,Grassland
1301,Water,Wetland,Water,Water,Water,Grassland
1302,Water,Wetland,Water,Water,Water,Water
1303,Water,Wetland,Forest,NULL,Non_Wetland,Water
1304,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1305,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1306,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1307,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1308,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1309,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1310,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1311,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1312,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1313,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1314,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1315,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1316,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1317,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1318,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1319,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1320,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1321,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1322,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
1323,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1324,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1325,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1326,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1327,Water,Bareland,Cropland,Water,Non_Wetland,Water
1328,Water,Bareland,Wetland,NULL,Wetland,Bareland
1329,Water,Bareland,Wetland,NULL,Wetland,Water
1330,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1331,Water,Bareland,Wetland,Non_Water,Wetland,Water
1332,Water,Bareland,Wetland,Water,Wetland,Grassland
1333,Water,Bareland,Wetland,Water,Wetland,Bareland
1334,Water,Bareland,Wetland,Water,Wetland,Water
1335,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1336,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1337,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1338,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
1339,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1340,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1341,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1342,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1343,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1344,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1345,Water,Bareland,Bareland,Water,Non_Wetland,NULL
1346,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1347,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1348,Water,Bareland,Bareland,Water,Non_Wetland,Water
1349,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1350,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1351,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1352,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1353,Water,Bareland,Built-up,Water,Non_Wetland,Water
1354,Water,Bareland,Water,NULL,Water,Bareland
1355,Water,Bareland,Water,NULL,Water,Water
1356,Water,Bareland,Water,NULL,Water,Forest
1357,Water,Bareland,Water,Non_Water,Water,Cropland
1358,Water,Bareland,Water,Non_Water,Water,Bareland
1359,Water,Bareland,Water,Non_Water,Water,Water
1360,Water,Bareland,Water,Water,Water,Bareland
1361,Water,Bareland,Water,Water,Water,Water
1362,Water,Bareland,Water,Water,Water,Forest
1363,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1364,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1365,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1366,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1367,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1368,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1369,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1370,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1371,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1372,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1373,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1374,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1375,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1376,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1377,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1378,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
1379,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1380,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1381,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1382,Water,Built-up,Water,Water,Water,Grassland
1383,Water,Built-up,Water,Water,Water,Water
1384,Water,Built-up,Water,Water,Water,Forest
1385,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1386,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1387,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1388,Water,Water,NULL,NULL,Non_Wetland,Forest
1389,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1390,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1391,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1392,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1393,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1394,Water,Water,Shrubland,NULL,Non_Wetland,Water
1395,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1396,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1397,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1398,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1399,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1400,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1401,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1402,Water,Water,Shrubland,Water,Non_Wetland,NULL
1403,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1404,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1405,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1406,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1407,Water,Water,Shrubland,Water,Non_Wetland,Water
1408,Water,Water,Shrubland,Water,Non_Wetland,Forest
1409,Water,Water,Grassland,NULL,Non_Wetland,NULL
1410,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1411,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1412,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1413,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1414,Water,Water,Grassland,NULL,Non_Wetland,Water
1415,Water,Water,Grassland,NULL,Non_Wetland,Forest
1416,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1417,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1418,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1419,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1420,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1421,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1422,Water,Water,Grassland,Water,Non_Wetland,NULL
1423,Water,Water,Grassland,Water,Non_Wetland,Grassland
1424,Water,Water,Grassland,Water,Non_Wetland,Bareland
1425,Water,Water,Grassland,Water,Non_Wetland,Water
1426,Water,Water,Grassland,Water,Non_Wetland,Forest
1427,Water,Water,Cropland,NULL,Non_Wetland,NULL
1428,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1429,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1430,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1431,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1432,Water,Water,Cropland,NULL,Non_Wetland,Water
1433,Water,Water,Cropland,NULL,Non_Wetland,Forest
1434,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1435,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1436,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1437,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1438,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1439,Water,Water,Cropland,Water,Non_Wetland,Grassland
1440,Water,Water,Cropland,Water,Non_Wetland,Cropland
1441,Water,Water,Cropland,Water,Non_Wetland,Bareland
1442,Water,Water,Cropland,Water,Non_Wetland,Water
1443,Water,Water,Cropland,Water,Non_Wetland,Forest
1444,Water,Water,Wetland,NULL,Wetland,NULL
1445,Water,Water,Wetland,NULL,Wetland,Grassland
1446,Water,Water,Wetland,NULL,Wetland,Cropland
1447,Water,Water,Wetland,NULL,Wetland,Bareland
1448,Water,Water,Wetland,NULL,Wetland,Water
1449,Water,Water,Wetland,NULL,Wetland,Forest
1450,Water,Water,Wetland,Non_Water,Wetland,Grassland
1451,Water,Water,Wetland,Non_Water,Wetland,Cropland
1452,Water,Water,Wetland,Non_Water,Wetland,Bareland
1453,Water,Water,Wetland,Non_Water,Wetland,Water
1454,Water,Water,Wetland,Non_Water,Wetland,Forest
1455,Water,Water,Wetland,Water,Wetland,NULL
1456,Water,Water,Wetland,Water,Wetland,Grassland
1457,Water,Water,Wetland,Water,Wetland,Cropland
1458,Water,Water,Wetland,Water,Wetland,Bareland
1459,Water,Water,Wetland,Water,Wetland,Water
1460,Water,Water,Wetland,Water,Wetland,Forest
1461,Water,Water,Bareland,NULL,Non_Wetland,NULL
1462,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1463,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1464,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1465,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1466,Water,Water,Bareland,NULL,Non_Wetland,Water
1467,Water,Water,Bareland,NULL,Non_Wetland,Forest
1468,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1469,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1470,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1471,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1472,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1473,Water,Water,Bareland,Water,Non_Wetland,NULL
1474,Water,Water,Bareland,Water,Non_Wetland,Grassland
1475,Water,Water,Bareland,Water,Non_Wetland,Cropland
1476,Water,Water,Bareland,Water,Non_Wetland,Bareland
1477,Water,Water,Bareland,Water,Non_Wetland,Built-up
1478,Water,Water,Bareland,Water,Non_Wetland,Water
1479,Water,Water,Bareland,Water,Non_Wetland,Forest
1480,Water,Water,Built-up,NULL,Non_Wetland,NULL
1481,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1482,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1483,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1484,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1485,Water,Water,Built-up,NULL,Non_Wetland,Water
1486,Water,Water,Built-up,NULL,Non_Wetland,Forest
1487,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1488,Water,Water,Built-up,Water,Non_Wetland,Cropland
1489,Water,Water,Built-up,Water,Non_Wetland,Bareland
1490,Water,Water,Built-up,Water,Non_Wetland,Water
1491,Water,Water,Built-up,Water,Non_Wetland,Forest
1492,Water,Water,Water,NULL,Water,NULL
1493,Water,Water,Water,NULL,Water,Grassland
1494,Water,Water,Water,NULL,Water,Cropland
1495,Water,Water,Water,NULL,Water,Bareland
1496,Water,Water,Water,NULL,Water,Water
1497,Water,Water,Water,NULL,Water,Forest
1498,Water,Water,Water,Non_Water,Water,Grassland
1499,Water,Water,Water,Non_Water,Water,Cropland
1500,Water,Water,Water,Non_Water,Water,Bareland
1501,Water,Water,Water,Non_Water,Water,Water
1502,Water,Water,Water,Non_Water,Water,Forest
1503,Water,Water,Water,Water,Water,NULL
1504,Water,Water,Water,Water,Water,Grassland
1505,Water,Water,Water,Water,Water,Cropland
1506,Water,Water,Water,Water,Water,Wetland
1507,Water,Water,Water,Water,Water,Bareland
1508,Water,Water,Water,Water,Water,Built-up
1509,Water,Water,Water,Water,Water,Water
1510,Water,Water,Water,Water,Water,Forest
1511,Water,Water,Forest,NULL,Non_Wetland,NULL
1512,Water,Water,Forest,NULL,Non_Wetland,Grassland
1513,Water,Water,Forest,NULL,Non_Wetland,Cropland
1514,Water,Water,Forest,NULL,Non_Wetland,Wetland
1515,Water,Water,Forest,NULL,Non_Wetland,Bareland
1516,Water,Water,Forest,NULL,Non_Wetland,Built-up
1517,Water,Water,Forest,NULL,Non_Wetland,Water
1518,Water,Water,Forest,NULL,Non_Wetland,Forest
1519,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1520,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1521,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1522,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1523,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1524,Water,Water,Forest,Non_Water,Non_Wetland,Water
1525,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1526,Water,Water,Forest,Water,Non_Wetland,Grassland
1527,Water,Water,Forest,Water,Non_Wetland,Cropland
1528,Water,Water,Forest,Water,Non_Wetland,Bareland
1529,Water,Water,Forest,Water,Non_Wetland,Water
1530,Water,Water,Forest,Water,Non_Wetland,Forest
1531,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1532,Water,Forest,NULL,NULL,Non_Wetland,Forest
1533,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1534,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1535,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1536,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1537,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1538,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1539,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1540,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1541,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1542,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1543,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1544,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1545,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1546,Water,Forest,Bareland,NULL,Non_Wetland,Water
1547,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1548,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
1549,Water,Forest,Water,NULL,Water,Forest
1550,Water,Forest,Water,Non_Water,Water,Grassland
1551,Water,Forest,Water,Water,Water,Forest
1552,Water,Forest,Forest,NULL,Non_Wetland,NULL
1553,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1554,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1555,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1556,Water,Forest,Forest,NULL,Non_Wetland,Water
1557,Water,Forest,Forest,NULL,Non_Wetland,Forest
1558,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1559,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1560,Water,Forest,Forest,Water,Non_Wetland,Grassland
1561,Water,Forest,Forest,Water,Non_Wetland,Cropland
1562,Water,Forest,Forest,Water,Non_Wetland,Forest
1563,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1564,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1565,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1566,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1567,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1568,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1569,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1570,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
1571,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1572,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1573,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1574,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1575,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1576,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1577,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1578,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1579,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1580,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1581,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1582,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
1583,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1584,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1585,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1586,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1587,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
1588,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1589,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1590,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1591,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1592,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1593,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1594,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1595,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1596,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1597,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1598,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1599,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1600,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1601,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1602,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1603,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1604,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1605,Forest,NULL,NULL,NULL,Non_Wetland,Water
1606,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1607,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1608,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1609,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1610,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1611,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1612,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1613,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1614,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1615,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1618,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1619,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1620,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1621,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1622,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1623,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1624,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1625,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1626,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1627,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1628,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1629,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1630,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1631,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1632,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1633,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1634,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1635,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1636,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1637,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1638,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1639,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1640,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1641,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1642,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1643,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1644,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1645,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1646,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1647,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1648,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1649,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1650,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1651,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1652,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1653,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1654,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1655,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1656,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1657,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1658,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1659,Forest,NULL,Cropland,Water,Non_Wetland,Water
1660,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1661,Forest,NULL,Wetland,NULL,Wetland,Bareland
1662,Forest,NULL,Wetland,NULL,Wetland,Forest
1663,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1664,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1665,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1666,Forest,NULL,Wetland,Water,Wetland,Grassland
1667,Forest,NULL,Wetland,Water,Wetland,Water
1668,Forest,NULL,Wetland,Water,Wetland,Forest
1669,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1670,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1671,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1672,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1673,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1674,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1675,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1676,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1677,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1678,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1679,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1680,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1681,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1682,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1683,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1684,Forest,NULL,Bareland,Water,Non_Wetland,Water
1685,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1686,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1687,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1688,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1689,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1690,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1691,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1692,Forest,NULL,Water,NULL,Water,Grassland
1693,Forest,NULL,Water,NULL,Water,Cropland
1694,Forest,NULL,Water,NULL,Water,Wetland
1695,Forest,NULL,Water,NULL,Water,Bareland
1696,Forest,NULL,Water,NULL,Water,Water
1697,Forest,NULL,Water,NULL,Water,Forest
1698,Forest,NULL,Water,Non_Water,Water,Grassland
1699,Forest,NULL,Water,Non_Water,Water,Cropland
1700,Forest,NULL,Water,Non_Water,Water,Forest
1701,Forest,NULL,Water,Water,Water,Grassland
1702,Forest,NULL,Water,Water,Water,Bareland
1703,Forest,NULL,Water,Water,Water,Water
1704,Forest,NULL,Water,Water,Water,Forest
1705,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1706,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1707,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1708,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1709,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1710,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1711,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1712,Forest,NULL,Forest,NULL,Non_Wetland,Water
1713,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1714,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
