Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPT_M_R
22716,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
22717,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
22718,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
22719,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
22720,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
22721,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
22722,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
22723,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
22724,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
22725,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
22726,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
22727,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
22728,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
22729,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
22730,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
22731,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
22732,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
22733,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
22734,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
22735,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
22736,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
22737,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
22738,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
22739,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
22740,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
22741,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
22742,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Bareland
22743,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
22744,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
22745,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,Wetland
22746,Forest,Water,Wetland,NULL,Wetland,Forest,Built-up,Forest
22747,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
22748,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
22749,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
22750,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
22751,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
22752,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
22753,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
22754,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
22755,Forest,Water,Wetland,Non_Water,NULL,NULL,Wetland,Wetland
22756,Forest,Water,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
22757,Forest,Water,Wetland,Non_Water,NULL,Wetland,Water,Wetland
22758,Forest,Water,Wetland,Non_Water,NULL,Wetland,Forest,Wetland
22759,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
22760,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
22761,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
22762,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
22763,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
22764,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
22765,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
22766,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Bareland
22767,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
22768,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
22769,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
22770,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
22771,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
22772,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
22773,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
22774,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
22775,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
22776,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
22777,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
22778,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
22779,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
22780,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
22781,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
22782,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
22783,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
22784,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
22785,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
22786,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
22787,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
22788,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
22789,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
22790,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
22791,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
22792,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
22793,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
22794,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
22795,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
22796,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
22797,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
22798,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
22799,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
22800,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
22801,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
22802,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
22803,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
22804,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
22805,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
22806,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
22807,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
22808,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
22809,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
22810,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
22811,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
22812,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
22813,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
22814,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
22815,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
22816,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
22817,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
22818,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
22819,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
22820,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
22821,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
22822,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
22823,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
22824,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
22825,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
22826,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
22827,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
22828,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
22829,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
22830,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
22831,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
22832,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
22833,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
22834,Forest,Water,Wetland,Non_Water,Wetland,Forest,Built-up,Wetland
22835,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
22836,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
22837,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
22838,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
22839,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
22840,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
22841,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
22842,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
22843,Forest,Water,Wetland,Water,NULL,Wetland,Water,Wetland
22844,Forest,Water,Wetland,Water,NULL,Bareland,Water,Grassland
22845,Forest,Water,Wetland,Water,NULL,Bareland,Forest,Grassland
22846,Forest,Water,Wetland,Water,NULL,Bareland,Forest,Forest
22847,Forest,Water,Wetland,Water,NULL,Water,Water,Water
22848,Forest,Water,Wetland,Water,NULL,Forest,Water,Wetland
22849,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
22850,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
22851,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
22852,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
22853,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
22854,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
22855,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
22856,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
22857,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
22858,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
22859,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
22860,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
22861,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
22862,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
22863,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Wetland
22864,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
22865,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
22866,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Wetland
22867,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
22868,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
22869,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
22870,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
22871,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
22872,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
22873,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
22874,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
22875,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
22876,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
22877,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
22878,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
22879,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
22880,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
22881,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
22882,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
22883,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
22884,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
22885,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
22886,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
22887,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
22888,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
22889,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
22890,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
22891,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
22892,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
22893,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
22894,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
22895,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Wetland
22896,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
22897,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
22898,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
22899,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
22900,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
22901,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
22902,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
22903,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
22904,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
22905,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
22906,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
22907,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
22908,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
22909,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
22910,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
22911,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
22912,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
22913,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
22914,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
22915,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
22916,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
22917,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
22918,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
22919,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
22920,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
22921,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
22922,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
22923,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
22924,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
22925,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
22926,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
22927,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
22928,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
22929,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
22930,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
22931,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
22932,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Forest,Forest
22933,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
22934,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
22935,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
22936,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22937,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
22938,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
22939,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
22940,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
22941,Forest,Water,Water,NULL,Water,Wetland,NULL,Wetland
22942,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
22943,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
22944,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
22945,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
22946,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
22947,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
22948,Forest,Water,Water,NULL,Water,Forest,Water,Wetland
22949,Forest,Water,Water,NULL,Water,Forest,Water,Water
22950,Forest,Water,Water,NULL,Water,Forest,Water,Forest
22951,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
22952,Forest,Water,Water,Non_Water,NULL,Forest,Water,Wetland
22953,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
22954,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
22955,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
22956,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
22957,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Grassland
22958,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Wetland
22959,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
22960,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
22961,Forest,Water,Water,Non_Water,Water,Forest,Forest,Wetland
22962,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
22963,Forest,Water,Water,Water,NULL,Wetland,Wetland,Wetland
22964,Forest,Water,Water,Water,NULL,Wetland,Water,Wetland
22965,Forest,Water,Water,Water,NULL,Wetland,Water,Water
22966,Forest,Water,Water,Water,NULL,Bareland,Water,Grassland
22967,Forest,Water,Water,Water,NULL,Bareland,Forest,Grassland
22968,Forest,Water,Water,Water,NULL,Water,Water,Wetland
22969,Forest,Water,Water,Water,NULL,Forest,Wetland,Wetland
22970,Forest,Water,Water,Water,NULL,Forest,Water,Wetland
22971,Forest,Water,Water,Water,NULL,Forest,Forest,Wetland
22972,Forest,Water,Water,Water,Water,Shrubland,Forest,Forest
22973,Forest,Water,Water,Water,Water,Grassland,NULL,Wetland
22974,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
22975,Forest,Water,Water,Water,Water,Grassland,Water,Forest
22976,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
22977,Forest,Water,Water,Water,Water,Wetland,NULL,Wetland
22978,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
22979,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
22980,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
22981,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
22982,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
22983,Forest,Water,Water,Water,Water,Wetland,Water,Water
22984,Forest,Water,Water,Water,Water,Wetland,Water,Forest
22985,Forest,Water,Water,Water,Water,Wetland,Forest,Wetland
22986,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
22987,Forest,Water,Water,Water,Water,Bareland,Forest,Grassland
22988,Forest,Water,Water,Water,Water,Water,NULL,Wetland
22989,Forest,Water,Water,Water,Water,Water,NULL,Water
22990,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
22991,Forest,Water,Water,Water,Water,Water,Water,Wetland
22992,Forest,Water,Water,Water,Water,Water,Water,Water
22993,Forest,Water,Water,Water,Water,Water,Forest,Wetland
22994,Forest,Water,Water,Water,Water,Water,Forest,Forest
22995,Forest,Water,Water,Water,Water,Forest,Wetland,Wetland
22996,Forest,Water,Water,Water,Water,Forest,Water,Wetland
22997,Forest,Water,Water,Water,Water,Forest,Water,Water
22998,Forest,Water,Water,Water,Water,Forest,Water,Forest
22999,Forest,Water,Water,Water,Water,Forest,Forest,Wetland
23000,Forest,Water,Water,Water,Water,Forest,Forest,Forest
23001,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
23002,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
23003,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
23004,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
23005,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
23006,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23007,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
23008,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
23009,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
23010,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
23011,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
23012,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
23013,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
23014,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
23015,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
23016,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
23017,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
23018,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
23019,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
23020,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
23021,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
23022,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
23023,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
23024,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
23025,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
23026,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
23027,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
23028,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
23029,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
23030,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
23031,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
23032,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
23033,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
23034,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
23035,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
23036,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
23037,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
23038,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
23039,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
23040,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
23041,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
23042,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
23043,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
23044,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
23045,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
23046,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
23047,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
23048,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
23049,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
23050,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
23051,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
23052,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
23053,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
23054,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
23055,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
23056,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
23057,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
23058,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
23059,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
23060,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
23061,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
23062,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
23063,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
23064,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
23065,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
23066,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
23067,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
23068,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
23069,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
23070,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Bareland
23071,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
23072,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
23073,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
23074,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
23075,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
23076,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
23077,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
23078,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
23079,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
