Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNN_M_R
1553,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1554,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1555,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
1556,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1557,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland
1558,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1559,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
1560,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest
1561,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1562,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
1563,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
1564,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1565,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1566,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1567,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water
1568,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
1569,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1570,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
1571,Water,Water,Water,NULL,Water,NULL,Grassland
1572,Water,Water,Water,NULL,Water,NULL,Wetland
1573,Water,Water,Water,NULL,Water,NULL,Bareland
1574,Water,Water,Water,NULL,Water,NULL,Water
1575,Water,Water,Water,NULL,Water,NULL,Forest
1576,Water,Water,Water,Non_Water,Water,NULL,Grassland
1577,Water,Water,Water,Non_Water,Water,NULL,Wetland
1578,Water,Water,Water,Non_Water,Water,NULL,Bareland
1579,Water,Water,Water,Non_Water,Water,NULL,Water
1580,Water,Water,Water,Non_Water,Water,NULL,Forest
1581,Water,Water,Water,Water,Water,NULL,NULL
1582,Water,Water,Water,Water,Water,NULL,Grassland
1583,Water,Water,Water,Water,Water,NULL,Wetland
1584,Water,Water,Water,Water,Water,NULL,Bareland
1585,Water,Water,Water,Water,Water,NULL,Water
1586,Water,Water,Water,Water,Water,NULL,Forest
1587,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1588,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1589,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1590,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
1591,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
1592,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1593,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1594,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1595,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1596,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1597,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
1598,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
1599,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
1600,Water,Water,Forest,Water,Non_Wetland,NULL,Water
1601,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
1602,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1603,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1604,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1605,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1606,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1607,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1608,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1609,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1610,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1611,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
1612,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1613,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1614,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1615,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1616,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1617,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1618,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1619,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1620,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1621,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1622,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1623,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1624,Water,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1625,Water,Forest,Cropland,Water,Non_Wetland,NULL,Water
1626,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1627,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
1628,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1629,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1630,Water,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1631,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1632,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
1633,Water,Forest,Wetland,Water,Wetland,NULL,Forest
1634,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1635,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1636,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1637,Water,Forest,Water,NULL,Water,NULL,Grassland
1638,Water,Forest,Water,NULL,Water,NULL,Water
1639,Water,Forest,Water,NULL,Water,NULL,Forest
1640,Water,Forest,Water,Non_Water,Water,NULL,Water
1641,Water,Forest,Water,Non_Water,Water,NULL,Forest
1642,Water,Forest,Water,Water,Water,NULL,Grassland
1643,Water,Forest,Water,Water,Water,NULL,Bareland
1644,Water,Forest,Water,Water,Water,NULL,Water
1645,Water,Forest,Water,Water,Water,NULL,Forest
1646,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1647,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1648,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1649,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1650,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1651,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1652,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1653,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1654,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1655,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1656,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1657,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
1658,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1659,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1660,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1661,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1662,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1663,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1664,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1665,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1666,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1667,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1668,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1669,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Water
1670,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
1671,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Forest
1672,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1673,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1674,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Forest
1675,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1676,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1677,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
1678,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1679,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1680,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1681,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1682,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Water
1683,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
1684,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Forest
1685,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Bareland
1686,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,Water
1687,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1688,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1689,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1690,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1691,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1692,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1693,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,Water
1694,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Grassland
1695,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,Water
1696,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1697,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1698,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1699,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1700,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1701,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Water
1702,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1703,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1704,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Water
1705,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest
1706,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Bareland
1707,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Water
1708,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,Forest
1709,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Water
1710,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,Forest
1711,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Bareland
1712,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Water
1713,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,Forest
1714,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Wetland
1715,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Bareland
1716,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Water
1717,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,Forest
1718,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Water
1719,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest
1720,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Bareland
1721,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Water
1722,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,Forest
1723,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1724,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1725,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1726,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1727,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest
1728,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,Forest
1729,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1730,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1731,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1732,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Water
1733,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1734,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1735,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL
1736,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1737,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1738,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1739,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1740,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1741,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest
1742,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1743,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1744,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1745,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1746,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1747,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1748,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1749,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1753,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1754,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1755,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1756,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1757,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1758,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1759,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1760,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1761,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1762,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1763,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1764,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1765,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1766,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
1767,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1768,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1769,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1770,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1771,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1772,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1773,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Water
1774,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1775,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
1776,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1777,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1778,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1779,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1780,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1781,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1782,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1783,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1784,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water
1785,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1786,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL
1787,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland
1788,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland
1789,Forest,NULL,Wetland,NULL,Wetland,NULL,Water
1790,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest
1791,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1792,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1793,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water
1794,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1795,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland
1796,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland
1797,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland
1798,Forest,NULL,Wetland,Water,Wetland,NULL,Water
1799,Forest,NULL,Wetland,Water,Wetland,NULL,Forest
1800,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1801,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1802,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1803,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1804,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1805,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1806,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1807,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1808,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1809,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1810,Forest,NULL,Water,NULL,Water,NULL,Grassland
1811,Forest,NULL,Water,NULL,Water,NULL,Wetland
1812,Forest,NULL,Water,NULL,Water,NULL,Bareland
1813,Forest,NULL,Water,NULL,Water,NULL,Water
1814,Forest,NULL,Water,NULL,Water,NULL,Forest
1815,Forest,NULL,Water,Non_Water,Water,NULL,Grassland
1816,Forest,NULL,Water,Non_Water,Water,NULL,Wetland
1817,Forest,NULL,Water,Non_Water,Water,NULL,Water
1818,Forest,NULL,Water,Non_Water,Water,NULL,Forest
1819,Forest,NULL,Water,Water,Water,NULL,NULL
1820,Forest,NULL,Water,Water,Water,NULL,Grassland
1821,Forest,NULL,Water,Water,Water,NULL,Wetland
1822,Forest,NULL,Water,Water,Water,NULL,Bareland
1823,Forest,NULL,Water,Water,Water,NULL,Water
1824,Forest,NULL,Water,Water,Water,NULL,Forest
1825,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1826,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1827,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1828,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1829,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
1830,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1831,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
1832,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1833,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1834,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1835,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1836,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1837,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1838,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1839,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
1840,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
1841,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1842,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1843,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1844,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1845,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1846,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1847,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1848,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
1849,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1850,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1851,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1852,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
1853,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1854,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest
1855,Forest,Cropland,Wetland,Water,Wetland,NULL,Water
1856,Forest,Cropland,Water,Water,Water,NULL,Grassland
1857,Forest,Cropland,Water,Water,Water,NULL,Wetland
1858,Forest,Cropland,Water,Water,Water,NULL,Forest
1859,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1860,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water
1861,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1862,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1863,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
1864,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1865,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1866,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1867,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1868,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
1869,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
1870,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1871,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1872,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1873,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1874,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1875,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1876,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1877,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1878,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1879,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1880,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1881,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1882,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1883,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1884,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1885,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1886,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1887,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1888,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1889,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1890,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1891,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1892,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1893,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1894,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1895,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1896,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1897,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1898,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1899,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1900,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
1901,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1902,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1903,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1904,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1905,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1906,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1907,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1908,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1909,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1910,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1911,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL
1912,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1913,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1914,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1915,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
1916,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
1917,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1918,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1919,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1920,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1921,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1922,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
1923,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
1924,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland
1925,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
1926,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
1927,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
