Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R
8776,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8777,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8778,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
8779,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
8780,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
8781,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
8782,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
8783,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8784,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8785,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
8786,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8787,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8788,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8789,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
8790,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
8791,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
8792,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8793,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8794,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
8795,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
8796,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
8797,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Forest,Forest
8798,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8799,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
8800,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
8801,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
8802,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
8803,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
8804,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8805,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8806,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8807,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8808,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8809,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8810,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8811,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8812,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
8813,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
8814,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
8815,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
8816,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
8817,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8818,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8819,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8820,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8821,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8822,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8823,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
8824,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
8825,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
8826,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
8827,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8828,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8829,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8830,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8831,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8832,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8833,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8834,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8835,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
8836,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
8837,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
8838,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
8839,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
8840,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
8841,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
8842,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
8843,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
8844,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8845,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8846,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8847,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
8848,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8849,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8850,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8851,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8852,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
8853,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8854,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
8855,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
8856,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
8857,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
8858,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8859,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8860,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8861,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
8862,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8863,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8864,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8865,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8866,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8867,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
8868,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
8869,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
8870,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Wetland
8871,Forest,NULL,Water,NULL,Water,NULL,Grassland,Wetland
8872,Forest,NULL,Water,NULL,Water,NULL,Wetland,Wetland
8873,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
8874,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8875,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
8876,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
8877,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
8878,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
8879,Forest,NULL,Water,NULL,Water,Grassland,Water,Water
8880,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8881,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
8882,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
8883,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
8884,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
8885,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Wetland
8886,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
8887,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
8888,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
8889,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
8890,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
8891,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
8892,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Wetland
8893,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
8894,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
8895,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
8896,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
8897,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
8898,Forest,NULL,Water,NULL,Water,Forest,Wetland,Wetland
8899,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
8900,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
8901,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
8902,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
8903,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
8904,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
8905,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8906,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
8907,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
8908,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
8909,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
8910,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
8911,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
8912,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
8913,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
8914,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
8915,Forest,NULL,Water,Water,Water,Wetland,NULL,Wetland
8916,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
8917,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
8918,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
8919,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8920,Forest,NULL,Water,Water,Water,Wetland,Wetland,Bareland
8921,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
8922,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
8923,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
8924,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
8925,Forest,NULL,Water,Water,Water,Wetland,Water,Water
8926,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
8927,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
8928,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
8929,Forest,NULL,Water,Water,Water,Water,Wetland,Water
8930,Forest,NULL,Water,Water,Water,Water,Water,Grassland
8931,Forest,NULL,Water,Water,Water,Water,Water,Wetland
8932,Forest,NULL,Water,Water,Water,Water,Water,Water
8933,Forest,NULL,Water,Water,Water,Forest,Wetland,Wetland
8934,Forest,NULL,Water,Water,Water,Forest,Water,Water
8935,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8936,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8937,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8938,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8939,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8940,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8941,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
8942,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8943,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8944,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8945,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8946,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8947,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8948,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8949,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8950,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8951,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
8952,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8955,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8956,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8957,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8958,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8959,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8960,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8961,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8962,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8963,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8964,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8965,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8966,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8967,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8968,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8969,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8970,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
8971,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8972,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8973,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8974,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8975,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8976,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8977,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8978,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8979,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8980,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8981,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8982,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8983,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
8984,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8985,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8986,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8987,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8988,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8989,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8990,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8991,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8992,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8993,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8994,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8995,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8996,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8997,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8998,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8999,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9000,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9001,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9002,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9003,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9004,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9005,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
9006,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9007,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9008,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9009,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9010,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9011,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9012,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9013,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9014,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9015,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
9016,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9017,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9018,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9019,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9020,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9021,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9022,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9023,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9024,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9025,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9026,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9027,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9028,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9029,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9030,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9031,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9032,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9033,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9034,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9035,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9036,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9037,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9038,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9039,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9040,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9041,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9042,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9043,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9044,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9045,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9046,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9047,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9048,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9049,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9050,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9051,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9052,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9053,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9054,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9055,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9056,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9057,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9058,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9059,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9060,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9061,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9062,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9063,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9064,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9065,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9066,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9067,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9068,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9069,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9070,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9071,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9072,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9073,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9074,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9075,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9076,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9077,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
9078,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9079,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9080,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9081,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9082,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9083,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9084,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9085,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9086,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
9087,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9088,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9089,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9090,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9091,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9092,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9093,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9094,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9095,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9096,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9097,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9098,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Forest
9099,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9100,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9101,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9102,Forest,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
9103,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9104,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
9105,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9106,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
9107,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9108,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9109,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9110,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9111,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9112,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
9113,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
