Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRK_M_R
8840,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
8841,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
8842,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8843,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8844,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8845,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
8846,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8847,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
8848,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8849,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
8850,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
8851,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8852,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8853,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
8854,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
8855,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
8856,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8857,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
8858,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8859,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
8860,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
8861,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8862,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8863,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
8864,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8865,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8866,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8867,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8868,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8869,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8870,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
8871,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8872,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8873,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8874,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8875,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8876,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8877,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8878,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8879,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
8880,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
8881,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8882,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
8883,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
8884,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8885,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8886,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
8887,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8888,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8889,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
8890,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8891,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8892,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8893,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
8894,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8895,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8896,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
8897,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
8898,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8899,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8900,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
8901,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8902,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8903,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
8904,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
8905,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8906,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Water
8907,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8908,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8909,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
8910,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8911,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8912,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
8913,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8914,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
8915,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8916,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8917,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8918,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8919,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
8920,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
8921,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
8922,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
8923,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8924,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8925,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
8926,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8927,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8928,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
8929,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
8930,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
8931,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
8932,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
8933,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
8934,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8935,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
8936,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
8937,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8938,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
8939,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
8940,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
8941,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8942,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
8943,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8944,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8945,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
8946,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
8947,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
8948,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8949,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
8950,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8951,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
8952,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8953,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8954,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
8955,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8956,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8957,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
8958,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
8959,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8960,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
8961,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
8962,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8963,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8964,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
8965,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
8966,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
8967,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
8968,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
8969,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8970,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
8971,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
8972,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8973,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
8974,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
8975,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
8976,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
8977,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
8978,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8979,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8980,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8981,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8982,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
8983,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8984,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
8985,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
8986,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
8987,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
8988,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
8989,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
8990,Water,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Water
8991,Water,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
8992,Water,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
8993,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8994,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8995,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8996,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8997,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8998,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
8999,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9000,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9001,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9002,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
9003,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9004,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
9005,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
9006,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
9007,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9008,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9009,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9010,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
9011,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9012,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
9013,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9014,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9015,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9016,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
9017,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9018,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
9019,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9020,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
9021,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
9022,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
9023,Water,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
9024,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9025,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
9026,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
9027,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
9028,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
9029,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
9030,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
9031,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
9032,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
9033,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
9034,Water,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
9035,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
9036,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9037,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9038,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
9039,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9040,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
9041,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9042,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9043,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
9044,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
9045,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
9046,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
9047,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
9048,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
9049,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
9050,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
9051,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
9052,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
9053,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
9054,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
9055,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
9056,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9057,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Bareland
9058,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
9059,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
9060,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
9061,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9062,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9063,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9064,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9065,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
9066,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
9067,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
9068,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
9069,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9070,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
9071,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
9072,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9073,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9074,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
9075,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9076,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9077,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9078,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9079,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9080,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
9081,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9082,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9083,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9084,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
9085,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
9086,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
9087,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
9088,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
9089,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
9090,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
9091,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
9092,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9093,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
9094,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
9095,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9096,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9097,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
9098,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9099,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9100,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9101,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9102,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
9103,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
9104,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
9105,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
9106,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
9107,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9108,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
9109,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
9110,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
9111,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
9112,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
9113,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9114,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9115,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9116,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9117,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9118,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
9119,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9120,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
9121,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9122,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9123,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9124,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9125,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9126,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9127,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9128,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
9129,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
9130,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
9131,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9132,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9133,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9134,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9135,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9136,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
9137,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9138,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9139,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9140,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
9141,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9142,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9143,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
9144,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9145,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9146,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9147,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9148,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9149,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9150,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9151,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9152,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9153,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9154,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9155,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9156,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
9157,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
9158,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
9159,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9160,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9161,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9162,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
9163,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9164,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9165,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9166,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9167,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9168,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9169,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
9170,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9171,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9172,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9173,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9174,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9175,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
9176,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
9177,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9178,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
9179,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9180,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9181,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9182,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9183,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9184,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
9185,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9186,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
9187,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
9188,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
9189,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
9190,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
9191,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
9192,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
9193,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
9194,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
9195,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
9196,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
9197,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
