Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPL_M_R
2123,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2124,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2125,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2126,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2127,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2128,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2129,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2130,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2131,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2132,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2133,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2134,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2135,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2136,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2137,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2138,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2139,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2140,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2141,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2142,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2143,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2144,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2145,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2146,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2147,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2148,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2149,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2150,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2151,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2152,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2153,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2154,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2155,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2156,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2157,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2158,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2159,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2160,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2161,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2162,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2163,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2164,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2165,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2166,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2167,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2168,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2169,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2170,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2171,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2172,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2173,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2174,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2175,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2176,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2177,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2178,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2179,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2180,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2181,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2182,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2183,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2184,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2185,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2186,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2187,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2188,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2189,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2190,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2191,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2192,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2193,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2194,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2195,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2196,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2197,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2198,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2199,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2200,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2201,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2202,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2203,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2204,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2205,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2206,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2207,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2208,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2209,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2210,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2211,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2212,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2213,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2214,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2215,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2216,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2217,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2218,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2219,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2220,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2221,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2222,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2223,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2224,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2225,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2226,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2227,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2228,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2229,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2230,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2231,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2232,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2233,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
2234,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2235,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2236,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2237,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2238,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2239,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2240,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2241,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2242,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2243,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2244,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2245,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2246,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2247,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2248,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2249,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2250,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2251,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2252,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2253,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2254,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2255,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2256,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2257,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2258,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2259,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2260,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2261,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2262,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2263,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2264,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2265,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2266,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2267,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2268,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2269,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2270,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2271,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2272,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2273,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2274,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2275,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2276,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2277,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2278,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
2279,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2280,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2281,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2282,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2283,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2284,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2285,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2286,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2287,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2288,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2289,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2290,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2291,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2292,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2293,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2294,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2295,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2296,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2297,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2298,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2299,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2300,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2301,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2302,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2303,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2304,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2305,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2306,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2307,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2308,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2309,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2310,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2311,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2312,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2313,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2314,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2315,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2316,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2317,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2318,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2319,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2320,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2321,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2322,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2323,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2324,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2325,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2326,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2327,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2328,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2329,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2330,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2331,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2332,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2333,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2334,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2335,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2336,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2337,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2338,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2339,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2340,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2341,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2342,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2343,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2344,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2345,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2346,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2347,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2348,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2349,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2350,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2351,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2352,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2353,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2354,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2355,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2356,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2357,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2358,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2359,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2360,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2361,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2362,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2363,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2364,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2365,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2366,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2367,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2368,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2369,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2370,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2371,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2372,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2373,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2374,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2375,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2376,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2377,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2378,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2379,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2380,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2381,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2382,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2383,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2384,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2385,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2386,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2387,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2388,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2389,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2390,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2391,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2392,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2393,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2394,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2395,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2396,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2397,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2398,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2399,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2400,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2401,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2402,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2403,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2404,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2405,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2406,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2407,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2408,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2409,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2410,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2411,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2412,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2413,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2414,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2415,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2416,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2417,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2418,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2419,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2420,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2421,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
2422,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2423,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2424,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2425,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2426,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2427,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2428,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2429,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2430,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2431,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
