Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZG_M_R
1038,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1039,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1042,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1043,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1044,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1045,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1046,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1048,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1049,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1052,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1053,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1055,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1056,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1057,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1058,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1060,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1061,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1063,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1064,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1065,Water,Wetland,Wetland,NULL,NULL,NULL,NULL,Wetland
1066,Water,Wetland,Wetland,NULL,NULL,NULL,NULL,Water
1067,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1068,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1069,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1070,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1071,Water,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1072,Water,Wetland,Wetland,Non_Water,NULL,NULL,NULL,Water
1073,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1074,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1075,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1076,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1077,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Water
1078,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1079,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1080,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1081,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1082,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1083,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1084,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1085,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1086,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1087,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1088,Water,Wetland,Water,NULL,NULL,NULL,NULL,Water
1089,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1090,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1091,Water,Wetland,Water,Non_Water,NULL,NULL,NULL,Wetland
1092,Water,Wetland,Water,Non_Water,NULL,NULL,NULL,Water
1093,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1094,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1095,Water,Wetland,Water,Water,NULL,NULL,NULL,Wetland
1096,Water,Wetland,Water,Water,NULL,NULL,NULL,Water
1097,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1098,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1099,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1100,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1102,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1103,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1104,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1106,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1109,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1110,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1111,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1112,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1113,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1114,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1115,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1116,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1117,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1118,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1119,Water,Bareland,Water,Water,NULL,NULL,NULL,Water
1120,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1123,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1124,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1126,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1127,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1128,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1129,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1130,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1131,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1132,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1133,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1134,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1135,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1136,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1137,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1140,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1141,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1142,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1143,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1144,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1145,Water,Built-up,Water,Water,NULL,NULL,NULL,Forest
1146,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1147,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1148,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1149,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1150,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1152,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1153,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1155,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1157,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1160,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1161,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1162,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1163,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1164,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1166,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1167,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1168,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1169,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1170,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1171,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1172,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1173,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1174,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1175,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1176,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1177,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1178,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1179,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1180,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1181,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1183,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1185,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1186,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1188,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1189,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1190,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1191,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1192,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1193,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1194,Water,Water,Wetland,NULL,NULL,NULL,NULL,Wetland
1195,Water,Water,Wetland,NULL,NULL,NULL,NULL,Water
1196,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1197,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1198,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1199,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1200,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1201,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Grassland
1202,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1203,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
1204,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1205,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1206,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1207,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1208,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1209,Water,Water,Wetland,Water,NULL,NULL,NULL,Wetland
1210,Water,Water,Wetland,Water,NULL,NULL,NULL,Bareland
1211,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
1212,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1213,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1214,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1215,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1216,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1217,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1218,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1219,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1220,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1221,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1223,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1224,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1225,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1226,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1227,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1228,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1229,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1232,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1233,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1235,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1236,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1237,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1238,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1239,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1240,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1241,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1242,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1243,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1244,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1245,Water,Water,Water,NULL,NULL,NULL,NULL,Wetland
1246,Water,Water,Water,NULL,NULL,NULL,NULL,Bareland
1247,Water,Water,Water,NULL,NULL,NULL,NULL,Water
1248,Water,Water,Water,NULL,NULL,NULL,NULL,Forest
1249,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1250,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1251,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1252,Water,Water,Water,NULL,Water,NULL,NULL,Water
1253,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1254,Water,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
1255,Water,Water,Water,Non_Water,NULL,NULL,NULL,Bareland
1256,Water,Water,Water,Non_Water,NULL,NULL,NULL,Water
1257,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1258,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1259,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1260,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1261,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1262,Water,Water,Water,Water,NULL,NULL,NULL,Grassland
1263,Water,Water,Water,Water,NULL,NULL,NULL,Wetland
1264,Water,Water,Water,Water,NULL,NULL,NULL,Bareland
1265,Water,Water,Water,Water,NULL,NULL,NULL,Water
1266,Water,Water,Water,Water,NULL,NULL,NULL,Forest
1267,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1268,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1269,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1270,Water,Water,Water,Water,Water,NULL,NULL,Built-up
1271,Water,Water,Water,Water,Water,NULL,NULL,Water
1272,Water,Water,Water,Water,Water,NULL,NULL,Forest
1273,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1275,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1277,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1278,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1279,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1280,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1282,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1283,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1284,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1285,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1286,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1287,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1288,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1289,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1291,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1292,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1293,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1294,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1295,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1296,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1297,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1298,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1299,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1300,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1301,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1302,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1303,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1304,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1305,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
1306,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1307,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1308,Water,Forest,Water,Water,NULL,NULL,NULL,Wetland
1309,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1310,Water,Forest,Water,Water,Water,NULL,NULL,Water
1311,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1312,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1314,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1316,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1317,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1318,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1319,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1320,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1322,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1323,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1324,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1326,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1327,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1328,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1329,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1332,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1333,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1335,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1336,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1338,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1339,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1340,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1343,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1344,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1345,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1347,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1348,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1351,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1353,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1355,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1356,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1357,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1358,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1359,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1360,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1361,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1362,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1363,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1364,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1365,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1366,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1367,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1369,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1370,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1371,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1372,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1373,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1375,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1376,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1378,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1379,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1380,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1381,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1382,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1383,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1384,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1385,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1386,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1387,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1388,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1389,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1390,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
