Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRU_M_R
2848,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2849,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2850,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2851,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2852,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2853,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
2854,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2855,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2856,Forest,Water,Built-up,Water,Non_Wetland,Water,Grassland,Forest
2857,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2858,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2859,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2860,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2861,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
2862,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2863,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
2864,Forest,Water,Water,NULL,Water,NULL,Water,Wetland
2865,Forest,Water,Water,NULL,Water,NULL,Water,Water
2866,Forest,Water,Water,NULL,Water,NULL,Water,Forest
2867,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
2868,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
2869,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2870,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2871,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2872,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2873,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2874,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2875,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2876,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2877,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2878,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2879,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
2880,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2881,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2882,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2883,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2884,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2885,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2886,Forest,Water,Water,NULL,Water,Water,Water,Water
2887,Forest,Water,Water,NULL,Water,Water,Water,Forest
2888,Forest,Water,Water,NULL,Water,Water,Forest,Water
2889,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2890,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
2891,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
2892,Forest,Water,Water,NULL,Water,Forest,Water,Water
2893,Forest,Water,Water,NULL,Water,Forest,Water,Forest
2894,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
2895,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
2896,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2897,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
2898,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2899,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2900,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2901,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2902,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2903,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2904,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2905,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2906,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2907,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2908,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2909,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2910,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2911,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2912,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
2913,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2914,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2915,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2916,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
2917,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
2918,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
2919,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
2920,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2921,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2922,Forest,Water,Water,Water,Water,NULL,Water,Grassland
2923,Forest,Water,Water,Water,Water,NULL,Water,Wetland
2924,Forest,Water,Water,Water,Water,NULL,Water,Water
2925,Forest,Water,Water,Water,Water,NULL,Water,Forest
2926,Forest,Water,Water,Water,Water,NULL,Forest,Forest
2927,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
2928,Forest,Water,Water,Water,Water,Grassland,Water,Forest
2929,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
2930,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2931,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
2932,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2933,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2934,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2935,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2936,Forest,Water,Water,Water,Water,Wetland,Water,Water
2937,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2938,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
2939,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2940,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2941,Forest,Water,Water,Water,Water,Water,Wetland,Water
2942,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2943,Forest,Water,Water,Water,Water,Water,Water,Grassland
2944,Forest,Water,Water,Water,Water,Water,Water,Wetland
2945,Forest,Water,Water,Water,Water,Water,Water,Water
2946,Forest,Water,Water,Water,Water,Water,Water,Forest
2947,Forest,Water,Water,Water,Water,Water,Forest,Water
2948,Forest,Water,Water,Water,Water,Water,Forest,Forest
2949,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2950,Forest,Water,Water,Water,Water,Forest,Water,Grassland
2951,Forest,Water,Water,Water,Water,Forest,Water,Wetland
2952,Forest,Water,Water,Water,Water,Forest,Water,Water
2953,Forest,Water,Water,Water,Water,Forest,Water,Forest
2954,Forest,Water,Water,Water,Water,Forest,Forest,Forest
2955,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2956,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2957,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2958,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2959,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2960,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
2961,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2962,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2963,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2964,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2965,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2966,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2967,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2968,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2969,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2970,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2971,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2972,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2973,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2974,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2975,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2976,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2977,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2978,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2979,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2980,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2981,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2982,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2983,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2984,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2985,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2986,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2987,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2988,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2989,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2990,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2991,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2992,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2993,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2994,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2995,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2996,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2997,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2998,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2999,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3000,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3001,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3002,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3003,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3004,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3005,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3006,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
3007,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3008,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3009,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3010,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3011,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3012,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3013,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3014,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3015,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3016,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3017,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3018,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3019,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3020,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3021,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3022,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3023,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3024,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3025,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3026,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3027,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3028,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3029,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3030,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3031,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3032,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3033,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3034,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3035,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3036,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
3037,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3038,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3039,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3040,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3041,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3042,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3043,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3044,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3045,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3046,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3047,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3048,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3049,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3050,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3051,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3052,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3053,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3054,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3055,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
3056,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3057,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3058,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3059,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3060,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3061,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3062,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3063,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3064,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3065,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3066,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3067,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3068,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3069,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3070,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3071,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3072,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3073,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3074,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3075,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3076,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3077,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3078,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3079,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3080,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3081,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3082,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3083,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3084,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3085,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3086,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3087,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
3088,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3089,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3090,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3091,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3092,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3093,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3094,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3095,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3096,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3097,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3098,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3099,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3100,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3101,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3102,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3103,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3104,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3105,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3106,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3107,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3108,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3109,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3110,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3111,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3112,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3113,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3114,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3115,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3116,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3117,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
3118,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3119,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3120,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3121,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3122,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3123,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3124,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
3125,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3126,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3127,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3128,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3129,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3130,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3131,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3132,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3133,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3134,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3135,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3136,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3137,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3138,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3139,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3140,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3141,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3142,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3143,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3144,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3145,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3146,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3147,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3148,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3149,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3150,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3151,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3152,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
3153,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3154,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3155,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3156,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3157,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3158,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3159,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
3160,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3161,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3162,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3163,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
3164,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3165,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
3166,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
3167,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3168,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3169,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
3170,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
3171,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3172,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3173,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3174,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3175,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
3176,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
3177,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3178,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
3179,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
3180,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3181,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
3182,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3183,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
3184,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3185,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3186,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3188,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3189,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3190,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3191,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3192,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3193,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3194,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3195,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3196,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3197,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3198,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3199,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3200,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3201,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3202,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3203,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3204,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3205,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3206,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3207,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3208,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3209,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
