Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXV_M_R
7023,Forest,Water,Water,NULL,Water,Wetland,Water,Water
7024,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
7025,Forest,Water,Water,NULL,Water,Water,Grassland,Water
7026,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
7027,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
7028,Forest,Water,Water,NULL,Water,Water,Wetland,Water
7029,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
7030,Forest,Water,Water,NULL,Water,Water,Water,Wetland
7031,Forest,Water,Water,NULL,Water,Water,Water,Water
7032,Forest,Water,Water,NULL,Water,Water,Water,Forest
7033,Forest,Water,Water,NULL,Water,Water,Forest,Water
7034,Forest,Water,Water,NULL,Water,Water,Forest,Forest
7035,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
7036,Forest,Water,Water,NULL,Water,Forest,Water,Water
7037,Forest,Water,Water,NULL,Water,Forest,Water,Forest
7038,Forest,Water,Water,NULL,Water,Forest,Forest,Water
7039,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
7040,Forest,Water,Water,Non_Water,Water,Shrubland,Grassland,Wetland
7041,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
7042,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Water
7043,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
7044,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
7045,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
7046,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
7047,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
7048,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Water
7049,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
7050,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
7051,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7052,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
7053,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
7054,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
7055,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
7056,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Wetland
7057,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
7058,Forest,Water,Water,Non_Water,Water,Water,Grassland,Wetland
7059,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
7060,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
7061,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
7062,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
7063,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
7064,Forest,Water,Water,Non_Water,Water,Water,Water,Water
7065,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
7066,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
7067,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
7068,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Wetland
7069,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Water
7070,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
7071,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
7072,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
7073,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
7074,Forest,Water,Water,Water,Water,Grassland,Grassland,Wetland
7075,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
7076,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
7077,Forest,Water,Water,Water,Water,Grassland,Water,Water
7078,Forest,Water,Water,Water,Water,Grassland,Water,Forest
7079,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
7080,Forest,Water,Water,Water,Water,Wetland,Grassland,Wetland
7081,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
7082,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
7083,Forest,Water,Water,Water,Water,Wetland,Water,Water
7084,Forest,Water,Water,Water,Water,Wetland,Water,Forest
7085,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
7086,Forest,Water,Water,Water,Water,Water,Grassland,Water
7087,Forest,Water,Water,Water,Water,Water,Grassland,Forest
7088,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
7089,Forest,Water,Water,Water,Water,Water,Wetland,Water
7090,Forest,Water,Water,Water,Water,Water,Water,Wetland
7091,Forest,Water,Water,Water,Water,Water,Water,Water
7092,Forest,Water,Water,Water,Water,Water,Water,Forest
7093,Forest,Water,Water,Water,Water,Water,Forest,Wetland
7094,Forest,Water,Water,Water,Water,Water,Forest,Water
7095,Forest,Water,Water,Water,Water,Water,Forest,Forest
7096,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
7097,Forest,Water,Water,Water,Water,Forest,Water,Wetland
7098,Forest,Water,Water,Water,Water,Forest,Water,Water
7099,Forest,Water,Water,Water,Water,Forest,Water,Forest
7100,Forest,Water,Water,Water,Water,Forest,Forest,Forest
7101,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7102,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7103,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
7104,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
7105,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7106,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
7107,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
7108,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7109,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7110,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7111,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7112,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7113,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7114,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7115,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7116,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
7117,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7118,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
7119,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7120,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7121,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7122,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7123,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7124,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7125,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7126,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7127,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7128,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7129,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7130,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7131,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
7132,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7133,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7134,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7135,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7136,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7137,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7138,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7139,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7140,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7141,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7142,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
7143,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7144,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7145,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7146,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7147,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
7148,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7149,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7150,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7151,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7152,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7153,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7154,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7155,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7156,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7157,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
7158,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7159,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7160,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7161,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7162,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7163,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7164,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7165,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7166,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
7167,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
7168,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
7169,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
7170,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7171,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7172,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7173,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7174,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
7175,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
7176,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
7177,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Water
7178,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7179,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
7180,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7181,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
7182,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7183,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
7184,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
7185,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
7186,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7187,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
7188,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
7189,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
7190,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
7191,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
7192,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7193,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7194,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
7195,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
7196,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
7197,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
7198,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
7199,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
7200,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
7201,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7202,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
7203,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7204,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
7205,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
7206,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
7207,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
7208,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
7209,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
7210,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
7211,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
7212,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7213,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7214,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7215,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7216,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7217,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7218,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7219,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7220,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7221,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7222,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7223,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7224,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7225,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7226,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7227,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7228,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
7229,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
7230,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
7231,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
7232,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
7233,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
7234,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7235,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7236,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7237,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7238,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7239,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7240,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7241,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7242,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7243,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7244,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7245,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7246,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7247,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7248,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
7249,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7250,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7251,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7252,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7253,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7254,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
7255,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7256,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
7257,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7258,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
7259,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
7260,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7261,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7262,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
7263,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7264,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
7265,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7266,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7267,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7268,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7269,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7270,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7271,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7272,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7273,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7274,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7275,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7276,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7277,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
7278,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7279,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
7280,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
7281,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7282,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
7283,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
7284,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7285,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7286,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7287,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
7288,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
7289,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
7290,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
7291,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7292,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7293,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
7294,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7295,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7296,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
7297,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7298,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
7299,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7300,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
7301,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
7302,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
7303,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
7304,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
7305,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
7306,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
7307,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7308,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7309,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7310,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7311,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7312,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7313,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7314,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7315,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
7316,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7317,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7318,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7319,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
7320,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7321,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7322,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
7323,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
7324,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7325,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7326,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
7327,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7328,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
7329,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7330,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7331,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7332,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7333,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
7334,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
7335,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7336,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7337,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7338,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
7339,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
7340,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7341,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7342,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7343,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
7344,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
7345,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
7346,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
7347,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Wetland
7348,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
7349,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Water
7350,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
7351,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
7352,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7353,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
7354,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
7355,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
7356,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Wetland
7357,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
7358,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
7359,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
7360,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Water
7361,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
7362,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
7363,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
7364,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7365,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7366,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7367,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7368,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7369,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7370,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7371,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7372,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7373,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
7374,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
7375,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7376,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
7377,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
