Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KED_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
488,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
492,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
502,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
506,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
509,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
510,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
