Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTK_M_R
333,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
334,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
335,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,NULL
336,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
338,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
340,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
341,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
342,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
343,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
344,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
346,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
347,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
348,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
349,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
350,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Cropland
351,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
352,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
354,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
355,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
356,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
358,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
359,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
360,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
361,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
362,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Water
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Wetland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
658,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
