Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEU_M_R
10101,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10102,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10103,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10104,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10105,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10106,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
10107,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
10108,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10109,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10110,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10111,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10112,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10113,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10114,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
10115,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10116,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
10117,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10118,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10119,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
10120,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10121,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
10122,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
10123,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10124,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10125,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10126,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10127,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10128,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
10129,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10130,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10131,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10132,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10133,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
10134,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10135,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
10136,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10137,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10138,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10139,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10140,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
10141,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
10142,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10143,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10144,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10145,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10146,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10147,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10148,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10149,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10150,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10151,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10152,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
10153,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
10154,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
10155,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10156,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
10157,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10160,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10165,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10166,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10167,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10171,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10172,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10173,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
10174,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
10175,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
10176,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10177,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10178,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10179,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10180,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
10181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
10187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10190,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10191,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
10192,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10193,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10194,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10195,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
10196,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
10197,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10198,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10199,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10200,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10201,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10202,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10203,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10204,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10205,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
10206,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10207,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10208,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10209,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10210,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10211,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10212,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
10213,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10214,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10215,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10216,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10217,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10218,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10219,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10220,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10221,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10222,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10223,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
10224,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10225,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10226,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10227,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10228,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
10229,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10230,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10231,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10232,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
10233,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
10234,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10235,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10236,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
10237,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
10238,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10239,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10240,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
10241,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
10242,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10243,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10244,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10245,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10246,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10247,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10248,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10249,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10250,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10251,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10252,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10253,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10254,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10255,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10256,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
10257,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10258,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10259,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10260,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10261,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10262,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
10263,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10264,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10265,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
10266,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10267,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10268,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10269,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10270,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10271,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10272,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10273,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
10274,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10275,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10276,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10277,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10278,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
10279,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10280,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10281,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
10282,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
10283,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
10284,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
10285,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
10286,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10287,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10288,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10289,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10290,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10291,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
10292,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
10293,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
10294,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
10295,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Forest,Forest
10296,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10297,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10298,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10299,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10300,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10301,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
10302,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
10303,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
10304,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
10305,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
10306,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
10307,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
10308,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
10309,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Water
10310,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10311,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10312,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10313,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
10314,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10315,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10316,Forest,Built-up,Cropland,Water,Non_Wetland,Water,Water,Water
10317,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
10318,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
10319,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Built-up
10320,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
10321,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10322,Forest,Built-up,Wetland,Water,Wetland,Forest,NULL,Forest
10323,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
10324,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10325,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Forest
10326,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10327,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
10328,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10329,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10330,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10331,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10332,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10333,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10334,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10335,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10336,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10337,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
10338,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10339,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
10340,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
10341,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
10342,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10343,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
10344,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10345,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
10346,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
10347,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
10348,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
10349,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10350,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
10351,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10352,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10353,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10354,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10355,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10356,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10357,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
10358,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10359,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10360,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10361,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
10362,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
10363,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
10364,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
10365,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
10366,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
10367,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10368,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10369,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10370,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10371,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10372,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10373,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10374,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10375,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10376,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10377,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10378,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10379,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10380,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
10381,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10382,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10383,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
10384,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
10385,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10386,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
10387,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
10388,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
10389,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10390,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10391,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10392,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10393,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
10394,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
10395,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
10396,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
10397,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
10398,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10399,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
10400,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
10401,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
10402,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
10403,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
10404,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
10405,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
10406,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10407,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
10408,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
10409,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
10410,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
10411,Forest,Built-up,Water,NULL,Water,NULL,NULL,Cropland
10412,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
10413,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
10414,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
10415,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
10416,Forest,Built-up,Water,NULL,Water,Wetland,Forest,Forest
10417,Forest,Built-up,Water,NULL,Water,Forest,Built-up,Grassland
10418,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
10419,Forest,Built-up,Water,Water,Water,Water,Water,Water
10420,Forest,Built-up,Water,Water,Water,Forest,Water,Forest
10421,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10422,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10423,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10424,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
