Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLK_M_R
1078,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
1079,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1080,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1081,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1082,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1083,Forest,Water,Water,Water,Water,NULL,NULL,Water
1084,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1085,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1086,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1087,Forest,Water,Water,Water,Water,NULL,Water,Water
1088,Forest,Water,Water,Water,Water,NULL,Water,Forest
1089,Forest,Water,Water,Water,Water,NULL,Forest,Grassland
1090,Forest,Water,Water,Water,Water,NULL,Forest,Water
1091,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1092,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1093,Forest,Water,Water,Water,Water,Grassland,Water,Water
1094,Forest,Water,Water,Water,Water,Bareland,Water,Water
1095,Forest,Water,Water,Water,Water,Water,Wetland,Water
1096,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1097,Forest,Water,Water,Water,Water,Water,Water,Bareland
1098,Forest,Water,Water,Water,Water,Water,Water,Water
1099,Forest,Water,Water,Water,Water,Water,Water,Forest
1100,Forest,Water,Water,Water,Water,Water,Forest,Bareland
1101,Forest,Water,Water,Water,Water,Water,Forest,Water
1102,Forest,Water,Water,Water,Water,Water,Forest,Forest
1103,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1104,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1105,Forest,Water,Water,Water,Water,Forest,Water,Grassland
1106,Forest,Water,Water,Water,Water,Forest,Water,Water
1107,Forest,Water,Water,Water,Water,Forest,Water,Forest
1108,Forest,Water,Water,Water,Water,Forest,Forest,Water
1109,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1110,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1113,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1114,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1115,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1116,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1117,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1118,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1119,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1120,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1121,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1122,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1123,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1124,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1125,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1126,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1127,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1128,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1129,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1130,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1131,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1132,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1133,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1134,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1135,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1136,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1137,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1138,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1139,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1140,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1141,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1142,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1143,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1144,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1145,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1146,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1147,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1148,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1149,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1150,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1151,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1152,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1153,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1154,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1155,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1156,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1157,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1158,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1159,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1160,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1161,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1162,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1163,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1164,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1165,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1166,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1167,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1168,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1169,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1170,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1171,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1172,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1173,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1174,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1175,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1176,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1177,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1178,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1179,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1180,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1181,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1182,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1183,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1184,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1185,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1186,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1187,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1188,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1189,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1190,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1191,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1192,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1193,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1194,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1195,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1196,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1197,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1198,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1199,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1200,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1201,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1202,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1204,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1205,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1206,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1207,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1208,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1209,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1210,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1211,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1212,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1213,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1214,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1215,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1216,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1217,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1218,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1219,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1220,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1221,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1222,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1223,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1224,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1225,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1226,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1227,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1228,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1229,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1230,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1231,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1232,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1233,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1234,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1235,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
1236,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1237,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1238,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1239,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1240,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1241,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1242,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1243,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1244,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1245,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1247,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1248,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1249,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1250,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1251,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1252,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
1253,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1254,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1255,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1256,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1257,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1258,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1259,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1260,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1261,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1262,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1263,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1264,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1265,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1266,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1267,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1268,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1269,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1270,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1271,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1272,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1273,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1274,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1275,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1276,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1277,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1278,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1279,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1280,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
1281,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
1282,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1285,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1286,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1287,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1288,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1289,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1290,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1291,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1292,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1293,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1294,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1295,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1296,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1297,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1298,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1299,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1300,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1301,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1302,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1303,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1304,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1305,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1306,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1307,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1308,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1309,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1310,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1311,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1312,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1313,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1314,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1315,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1316,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1317,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1318,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1319,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1320,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1321,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1322,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1323,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1324,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1325,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1326,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1327,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1328,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1329,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1330,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1331,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1332,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1333,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1334,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1335,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1336,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1337,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1338,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1339,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1340,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1341,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1343,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1344,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1345,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1347,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1348,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1349,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1350,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1351,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1352,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1353,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1354,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1355,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1356,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1357,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1358,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1359,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1360,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1361,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1362,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1363,Forest,Forest,Water,NULL,Water,Water,Water,Water
1364,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1365,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1366,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1367,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1368,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1369,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1370,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1371,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1372,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1373,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1374,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1375,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1376,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1377,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1378,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1379,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1380,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1381,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1382,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1383,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1384,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1385,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1386,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1387,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1388,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1389,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1390,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1391,Forest,Forest,Water,Water,Water,NULL,Water,Water
1392,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1393,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1394,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1395,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1396,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1397,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1398,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1399,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1400,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1401,Forest,Forest,Water,Water,Water,Water,Water,Water
1402,Forest,Forest,Water,Water,Water,Water,Water,Forest
1403,Forest,Forest,Water,Water,Water,Water,Forest,Water
1404,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1405,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1406,Forest,Forest,Water,Water,Water,Forest,Water,Water
1407,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1408,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1409,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1410,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1411,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1412,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1413,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1414,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1415,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1416,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1417,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1418,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1419,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1420,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1421,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1422,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1423,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1424,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1425,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1426,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1427,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1428,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1429,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1430,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1431,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1432,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1433,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1434,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1435,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1436,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1437,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1438,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1439,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1440,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1441,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1442,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
