Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNQ_M_R
8390,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
8391,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8392,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
8393,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
8394,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
8395,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8396,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
8397,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8398,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
8399,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8400,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
8401,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
8402,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8403,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
8404,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8405,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
8406,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8407,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8408,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
8409,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
8410,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8411,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8412,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8413,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8414,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8415,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8416,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
8417,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8418,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8419,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8420,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8421,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8422,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
8423,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8424,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8425,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
8426,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8427,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8428,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8429,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8430,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8431,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8432,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8433,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8434,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8435,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8436,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8437,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8438,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
8439,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8440,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8441,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8442,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8443,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8444,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8445,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
8446,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8447,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8448,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8449,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8450,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8451,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8452,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8453,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8454,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
8455,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8456,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
8457,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8458,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
8459,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
8460,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
8461,Forest,Water,Cropland,Water,Non_Wetland,NULL,Forest,Bareland
8462,Forest,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
8463,Forest,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
8464,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8465,Forest,Water,Wetland,NULL,NULL,NULL,NULL,Grassland
8466,Forest,Water,Wetland,NULL,NULL,NULL,NULL,Wetland
8467,Forest,Water,Wetland,NULL,NULL,NULL,NULL,Water
8468,Forest,Water,Wetland,NULL,NULL,NULL,NULL,Forest
8469,Forest,Water,Wetland,NULL,NULL,NULL,Water,Grassland
8470,Forest,Water,Wetland,NULL,NULL,NULL,Water,Forest
8471,Forest,Water,Wetland,NULL,NULL,Wetland,Water,Water
8472,Forest,Water,Wetland,NULL,NULL,Bareland,NULL,Forest
8473,Forest,Water,Wetland,NULL,NULL,Built-up,Water,Forest
8474,Forest,Water,Wetland,NULL,NULL,Water,Water,Water
8475,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
8476,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
8477,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
8478,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
8479,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
8480,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
8481,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8482,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8483,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8484,Forest,Water,Wetland,NULL,Wetland,NULL,Built-up,Forest
8485,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
8486,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
8487,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
8488,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Built-up
8489,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
8490,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
8491,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
8492,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
8493,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
8494,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8495,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
8496,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
8497,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8498,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
8499,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
8500,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8501,Forest,Water,Wetland,NULL,Wetland,Wetland,Built-up,Forest
8502,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8503,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8504,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8505,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8506,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
8507,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
8508,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8509,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8510,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
8511,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
8512,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
8513,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8514,Forest,Water,Wetland,NULL,Wetland,Built-up,NULL,Forest
8515,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
8516,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
8517,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
8518,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
8519,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8520,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8521,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8522,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
8523,Forest,Water,Wetland,NULL,Wetland,Water,Water,Built-up
8524,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
8525,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
8526,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
8527,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8528,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
8529,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
8530,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
8531,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
8532,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8533,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
8534,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8535,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8536,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Grassland
8537,Forest,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
8538,Forest,Water,Wetland,Non_Water,NULL,NULL,Water,Wetland
8539,Forest,Water,Wetland,Non_Water,NULL,NULL,Water,Water
8540,Forest,Water,Wetland,Non_Water,NULL,NULL,Water,Forest
8541,Forest,Water,Wetland,Non_Water,NULL,NULL,Forest,Forest
8542,Forest,Water,Wetland,Non_Water,NULL,Wetland,NULL,Wetland
8543,Forest,Water,Wetland,Non_Water,NULL,Wetland,Water,Wetland
8544,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8545,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
8546,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8547,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8548,Forest,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
8549,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8550,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8551,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8552,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8553,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8554,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8557,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8558,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8559,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8560,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8561,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8562,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
8563,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8564,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
8565,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8566,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8567,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
8568,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
8569,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8570,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8571,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8572,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8573,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8574,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8575,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8576,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8577,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8578,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
8579,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8580,Forest,Water,Wetland,Water,NULL,NULL,NULL,Water
8581,Forest,Water,Wetland,Water,NULL,NULL,Water,Grassland
8582,Forest,Water,Wetland,Water,NULL,NULL,Water,Water
8583,Forest,Water,Wetland,Water,NULL,NULL,Water,Forest
8584,Forest,Water,Wetland,Water,NULL,Water,Water,Water
8585,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
8586,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
8587,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
8588,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
8589,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
8590,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
8591,Forest,Water,Wetland,Water,Wetland,NULL,Water,Bareland
8592,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
8593,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
8594,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
8595,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
8596,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
8597,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
8598,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
8599,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8600,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8601,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
8602,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8603,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
8604,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8605,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
8606,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
8607,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
8608,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
8609,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
8610,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
8611,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
8612,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
8613,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
8614,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
8615,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
8616,Forest,Water,Wetland,Water,Wetland,Water,Water,Built-up
8617,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
8618,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
8619,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
8620,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
8621,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
8622,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
8623,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
8624,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8625,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
8626,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8627,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
8628,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
8629,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8630,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
8631,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
8632,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Built-up
8633,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8634,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8635,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8636,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
8637,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8638,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
8639,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Built-up
8640,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8641,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8642,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
8643,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8644,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
8645,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8646,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8647,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Built-up
8648,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8649,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8650,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
8651,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
8652,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
8653,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
8654,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
8655,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8656,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8657,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8658,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
8659,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8660,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
8661,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8662,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8663,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
8664,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8665,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8666,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8667,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8668,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
8669,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8670,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
8671,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
8672,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Water
8673,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8674,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
8675,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
8676,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
8677,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
8678,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
8679,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
8680,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8681,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8682,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8683,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
8684,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8685,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8686,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
8687,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8688,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8689,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8690,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8691,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8692,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
8693,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8694,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
8695,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8696,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8697,Forest,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
8698,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
8699,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
8700,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
8701,Forest,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
8702,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8703,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
8704,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
8705,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8706,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8707,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
8708,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
8709,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
8710,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8711,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
8712,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
8713,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
8714,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
8715,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
8716,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8717,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
8718,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8719,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
8720,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
8721,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
8722,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
8723,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8724,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
8725,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8726,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8727,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
8728,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
8729,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
8730,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
8731,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
8732,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
8733,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Water
8734,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
8735,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
8736,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
8737,Forest,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
8738,Forest,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Forest
8739,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
8740,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
8741,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
8742,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
8743,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
8744,Forest,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
8745,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8746,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
8747,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
8748,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
8749,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
