Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKU_M_R
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
342,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,NULL
345,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
347,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
348,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
349,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
350,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
351,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,NULL
353,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
