Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXP_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
562,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
563,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
564,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
566,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
568,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
569,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
575,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
576,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
577,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
578,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
579,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
582,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
585,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
589,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
591,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
593,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
594,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
596,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
601,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
602,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
603,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
604,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
605,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
609,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
624,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
625,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
626,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
627,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
628,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
629,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
635,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
638,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
642,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
643,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
647,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
648,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
650,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
651,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
652,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
653,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
