Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHQ_M_R
1071,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1072,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1073,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1074,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1075,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1076,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1077,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1078,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1079,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1080,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1081,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1082,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1083,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1084,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1085,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1086,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1087,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1088,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1089,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1090,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1091,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1092,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1093,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1094,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1095,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1096,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1097,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1098,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1099,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1100,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1101,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1102,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1103,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1104,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1105,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1106,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1107,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1108,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1109,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1110,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1111,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1112,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1113,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1114,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1115,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1116,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1117,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1118,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1119,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1120,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1121,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1122,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1123,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1124,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1125,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1126,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1127,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1128,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1129,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1130,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1131,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1132,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1133,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1134,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1135,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1136,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1137,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1138,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1139,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1140,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1141,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1142,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1143,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1144,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1145,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1146,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1147,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1148,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1149,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1150,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1151,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1152,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1153,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1154,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1155,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1156,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1157,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1158,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1159,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1160,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1161,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1162,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1163,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1164,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1165,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1166,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
1167,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1168,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1169,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1170,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1171,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1172,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1173,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1174,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1175,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1176,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1177,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1178,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1179,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1180,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1181,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1182,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1183,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1184,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1185,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1186,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1187,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1188,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1189,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1190,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1191,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1192,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1193,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1194,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1195,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1196,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1197,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1198,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1199,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1200,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1201,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1202,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1203,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1204,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1205,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1206,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1207,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1208,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1209,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1210,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1211,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1212,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1213,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1214,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1215,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1216,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1217,Forest,Forest,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1218,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1219,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1220,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1221,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1222,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1223,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1224,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1225,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1226,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
1227,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1228,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1229,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1230,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1231,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
1232,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1233,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1234,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1235,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1236,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1237,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1238,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1239,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1240,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1241,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1242,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1243,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1244,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1245,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1246,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1247,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1248,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1249,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1250,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1251,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1252,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1253,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1254,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1255,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1256,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1257,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1258,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1259,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1260,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1261,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1262,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1263,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1264,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1265,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1266,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1267,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1268,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1269,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1270,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1271,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1272,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1273,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1274,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1275,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1276,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1277,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1278,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1279,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1280,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1281,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1282,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1283,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1284,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1285,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1286,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1287,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1288,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1289,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1290,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1291,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1292,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1293,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1294,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1295,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1296,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1297,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1298,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1299,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1300,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1301,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1302,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1303,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1304,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1305,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
1306,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1307,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1308,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1309,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1310,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1311,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1312,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1313,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1314,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1315,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1316,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1317,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1318,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1319,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
1320,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1321,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1322,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1323,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1324,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1325,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1326,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Forest,Forest
1327,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1328,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1329,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1330,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1331,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1332,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1333,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1334,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1335,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1336,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1337,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1338,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1339,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1340,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1341,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1342,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1343,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1344,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1345,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1346,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1347,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1348,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1349,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1350,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1351,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1352,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1353,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1354,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
1355,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1356,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1357,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1358,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1359,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1360,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1361,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1362,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1363,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1364,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1365,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1366,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1367,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1368,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1369,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1370,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1371,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1372,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1373,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1374,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1375,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1376,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1377,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1378,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1379,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1380,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1381,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1382,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1383,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1384,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1385,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1386,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1387,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1388,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1389,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1390,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1391,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1392,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1393,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1394,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1395,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1396,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1397,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1398,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1399,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1400,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1401,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1402,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1403,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1404,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1405,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1406,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1407,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
