Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R
1159,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1160,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1161,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1162,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
1163,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1164,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1165,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1166,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1167,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1168,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1169,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1170,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1171,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1172,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1173,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1174,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1175,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1176,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1177,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1178,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1179,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1180,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1181,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1182,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1183,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1184,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1185,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1186,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1187,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1188,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1189,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1190,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1191,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1192,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
1193,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1194,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1195,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1196,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1197,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1198,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water
1199,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1200,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1201,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1202,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1203,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1204,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1205,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1206,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1207,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1208,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1209,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1210,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1211,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1212,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1213,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1214,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1215,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1216,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1217,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1218,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1219,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1220,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1221,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1222,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1223,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1224,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
1225,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1226,Bareland,NULL,Water,NULL,Water,NULL,Grassland
1227,Bareland,NULL,Water,NULL,Water,NULL,Bareland
1228,Bareland,NULL,Water,NULL,Water,NULL,Water
1229,Bareland,NULL,Water,NULL,Water,NULL,Forest
1230,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1231,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
1232,Bareland,NULL,Water,Non_Water,Water,NULL,Water
1233,Bareland,NULL,Water,Water,Water,NULL,Grassland
1234,Bareland,NULL,Water,Water,Water,NULL,Bareland
1235,Bareland,NULL,Water,Water,Water,NULL,Water
1236,Bareland,NULL,Water,Water,Water,NULL,Forest
1237,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1238,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1239,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1240,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1241,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1242,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1243,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1244,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland
1245,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1246,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1247,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1248,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
1249,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1250,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1251,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1252,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1253,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
1254,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1255,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1256,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
1257,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1258,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
1259,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
1260,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1261,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
1262,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1263,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1264,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water
1265,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
1266,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
1267,Bareland,Cropland,Water,NULL,Water,NULL,Grassland
1268,Bareland,Cropland,Water,NULL,Water,NULL,Water
1269,Bareland,Cropland,Water,Non_Water,Water,NULL,Grassland
1270,Bareland,Cropland,Water,Non_Water,Water,NULL,Bareland
1271,Bareland,Cropland,Water,Non_Water,Water,NULL,Water
1272,Bareland,Cropland,Water,Water,Water,NULL,Forest
1273,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1274,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
1275,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
1276,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
1277,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1278,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1279,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
1280,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
1281,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1282,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1283,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1284,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1285,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1286,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1287,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1288,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1289,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1290,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1291,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1292,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1293,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1294,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1295,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1296,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
1297,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1298,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1299,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1300,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1301,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
1302,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
1303,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1304,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1305,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1306,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
1307,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
1308,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
1309,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
1310,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
1311,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1312,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1313,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1314,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1315,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1316,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1317,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1318,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1319,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1320,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1321,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1322,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
1323,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
1324,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1325,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1326,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1327,Bareland,Wetland,Water,NULL,Water,NULL,Grassland
1328,Bareland,Wetland,Water,NULL,Water,NULL,Bareland
1329,Bareland,Wetland,Water,NULL,Water,NULL,Water
1330,Bareland,Wetland,Water,NULL,Water,NULL,Forest
1331,Bareland,Wetland,Water,Non_Water,Water,NULL,Grassland
1332,Bareland,Wetland,Water,Non_Water,Water,NULL,Bareland
1333,Bareland,Wetland,Water,Non_Water,Water,NULL,Water
1334,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1335,Bareland,Wetland,Water,Water,Water,NULL,Bareland
1336,Bareland,Wetland,Water,Water,Water,NULL,Water
1337,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1338,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1339,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
1340,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1341,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1342,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1343,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1344,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1345,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1346,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1347,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
1348,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1349,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1350,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1351,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1352,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1353,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1354,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1355,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1356,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1357,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1358,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1359,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1360,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1361,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1362,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1363,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1364,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1365,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1366,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1367,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1368,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1369,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1370,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1371,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1372,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1373,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1374,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1375,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1376,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1377,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1378,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1379,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1380,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1381,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1382,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1383,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1384,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1385,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1386,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1387,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
1388,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1389,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1390,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1391,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1392,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1393,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1394,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1395,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1396,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1397,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1398,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1399,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1400,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1401,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Forest
1402,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1403,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1404,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1405,Bareland,Bareland,Water,NULL,Water,NULL,Wetland
1406,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1407,Bareland,Bareland,Water,NULL,Water,NULL,Water
1408,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1409,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1410,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1411,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1412,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1413,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1414,Bareland,Bareland,Water,Water,Water,NULL,Water
1415,Bareland,Bareland,Water,Water,Water,NULL,Forest
1416,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1417,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1418,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1419,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1420,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1421,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1422,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1423,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1424,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1425,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1426,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1427,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1428,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1429,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1430,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1431,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1432,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1433,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1434,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1435,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1436,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
1437,Bareland,Built-up,Wetland,Water,Wetland,NULL,Forest
1438,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1439,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1440,Bareland,Built-up,Water,NULL,Water,NULL,Water
1441,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1442,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1443,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
1444,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1445,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1446,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest
1447,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1448,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Water
1449,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water
1450,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1451,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1452,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1453,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1454,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1455,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1456,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1457,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1458,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1459,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1460,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1461,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1462,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1463,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1464,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1465,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1466,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water
1467,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1468,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1469,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1470,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1471,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water
1472,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Forest
1473,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1474,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1475,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1476,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1477,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1478,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1479,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1480,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1481,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1482,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Forest
1483,Bareland,Water,Water,NULL,Water,NULL,Grassland
1484,Bareland,Water,Water,NULL,Water,NULL,Water
1485,Bareland,Water,Water,NULL,Water,NULL,Forest
1486,Bareland,Water,Water,Non_Water,Water,NULL,Grassland
1487,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
1488,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1489,Bareland,Water,Water,Water,Water,NULL,Grassland
1490,Bareland,Water,Water,Water,Water,NULL,Bareland
1491,Bareland,Water,Water,Water,Water,NULL,Water
1492,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1493,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1494,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1495,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1496,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1497,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1498,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1499,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1500,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1501,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1502,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1503,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1504,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1505,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1506,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1507,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1508,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1509,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1510,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1511,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1512,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1513,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1514,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1515,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1516,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1517,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1518,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1519,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1520,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland
1521,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland
1522,Bareland,Forest,Wetland,NULL,Wetland,NULL,Water
1523,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1524,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1525,Bareland,Forest,Water,NULL,Water,NULL,Forest
1526,Bareland,Forest,Water,Non_Water,Water,NULL,Forest
1527,Bareland,Forest,Water,Water,Water,NULL,Forest
1528,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1529,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1530,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1531,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1532,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1533,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
