Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCK_M_R
5010,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5011,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5012,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5013,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
5014,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
5015,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
5016,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5017,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5018,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5019,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5020,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
5021,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5022,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5023,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5024,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
5025,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5026,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5027,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5028,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
5029,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5030,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5031,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
5032,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5033,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5034,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5035,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5036,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5037,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5038,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5039,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5040,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5041,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5042,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5043,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
5044,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5045,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5046,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5047,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5048,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5049,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5050,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5051,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5052,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
5053,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
5054,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5055,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5056,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
5057,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5058,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5059,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5060,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
5061,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5062,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5063,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
5064,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5065,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5066,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
5067,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5068,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5069,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
5070,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
5071,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5072,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
5073,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
5074,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5075,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
5076,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5077,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5078,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5079,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
5080,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5081,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5082,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
5083,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
5084,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
5085,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5086,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
5087,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5088,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5089,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5090,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5091,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
5092,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5093,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5094,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
5095,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
5096,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
5097,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5098,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5099,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5100,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5101,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
5102,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
5103,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5104,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
5105,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
5106,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5107,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
5108,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5109,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
5110,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
5111,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
5112,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5113,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
5114,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
5115,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
5116,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
5117,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
5118,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
5119,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5120,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
5121,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5122,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
5123,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5124,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5125,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5126,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
5127,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5128,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5129,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
5130,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
5131,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5132,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5133,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
5134,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5135,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
5136,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5137,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5138,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
5139,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5140,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5141,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5142,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5143,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5144,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5145,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5146,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5147,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5148,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5149,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5150,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5151,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5152,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5153,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5154,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5155,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5156,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5157,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5158,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
5159,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Water
5160,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5161,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5162,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
5163,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5164,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5165,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5166,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5167,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5168,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5169,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5170,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5171,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5172,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5173,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
5174,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5175,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Bareland
5176,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
5177,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
5178,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5179,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5180,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
5181,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5182,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5183,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
5184,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
5185,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
5186,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5187,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5188,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
5189,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
5190,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5191,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5192,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
5193,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5194,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5195,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5196,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5197,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5198,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5199,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5200,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5201,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5202,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
5203,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5204,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5205,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
5206,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5207,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5208,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5209,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5210,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5211,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5212,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5213,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
5214,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
5215,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5216,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5217,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
5218,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5219,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5220,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5221,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5222,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
5223,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
5224,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
5225,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5226,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5227,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5228,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5229,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
5230,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
5231,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5232,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5233,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Bareland
5234,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
5235,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5236,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5237,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5238,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
5239,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5240,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5241,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5242,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5243,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
5244,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
5245,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5246,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Cropland
5247,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
5248,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5249,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5250,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5251,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
5252,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
5253,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
5254,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5255,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
5256,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5257,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5258,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
5259,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5260,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Water
5261,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
5262,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
5263,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5264,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
5265,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5266,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
5267,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5268,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
5269,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
5270,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
5271,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
5272,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
5273,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5274,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
5275,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5276,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
5277,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
5278,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5279,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
5280,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Water
5281,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
5282,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5283,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
5284,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
5285,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5286,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
5287,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
5288,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5289,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
5290,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5291,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
5292,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
5293,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
5294,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Bareland
5295,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
5296,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
5297,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5298,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
5299,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
5300,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
5301,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Grassland
5302,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Bareland
5303,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
5304,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
5305,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Grassland
5306,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5307,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Bareland
5308,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5309,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
5310,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
5311,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
5312,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
5313,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
5314,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
5315,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
5316,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Water
5317,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
5318,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
5319,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Grassland
5320,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
5321,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
5322,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5323,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5324,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5325,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5326,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5327,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5328,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5329,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5330,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5331,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
5332,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5333,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5334,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5335,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5336,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5337,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5338,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5339,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5340,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5341,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5342,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5343,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5344,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
5345,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5346,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5347,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5348,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5349,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5350,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5351,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5352,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5353,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
5354,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
