Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNV_M_R
3848,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3849,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3850,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
3851,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3852,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3853,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3854,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3855,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3856,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3857,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3858,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3859,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3860,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3861,Forest,Water,Water,Water,Water,NULL,Water,Grassland
3862,Forest,Water,Water,Water,Water,NULL,Water,Wetland
3863,Forest,Water,Water,Water,Water,NULL,Water,Water
3864,Forest,Water,Water,Water,Water,NULL,Water,Forest
3865,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3866,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3867,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3868,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3869,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3870,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3871,Forest,Water,Water,Water,Water,Wetland,Water,Water
3872,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3873,Forest,Water,Water,Water,Water,Wetland,Forest,Water
3874,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3875,Forest,Water,Water,Water,Water,Water,NULL,Forest
3876,Forest,Water,Water,Water,Water,Water,Grassland,Wetland
3877,Forest,Water,Water,Water,Water,Water,Grassland,Water
3878,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3879,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3880,Forest,Water,Water,Water,Water,Water,Wetland,Water
3881,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3882,Forest,Water,Water,Water,Water,Water,Water,Grassland
3883,Forest,Water,Water,Water,Water,Water,Water,Wetland
3884,Forest,Water,Water,Water,Water,Water,Water,Water
3885,Forest,Water,Water,Water,Water,Water,Water,Forest
3886,Forest,Water,Water,Water,Water,Water,Forest,Forest
3887,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3888,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3889,Forest,Water,Water,Water,Water,Forest,Water,Grassland
3890,Forest,Water,Water,Water,Water,Forest,Water,Water
3891,Forest,Water,Water,Water,Water,Forest,Water,Forest
3892,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3893,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3894,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3895,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3896,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3897,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3898,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3899,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3900,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3901,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3902,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3903,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3904,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3905,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3906,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3907,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3908,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3909,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3910,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3911,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3912,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3913,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3914,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3915,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3916,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3917,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3918,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3919,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3920,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3921,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3922,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3923,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3924,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3925,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3926,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3927,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3928,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3929,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3930,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3931,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3932,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3933,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3934,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3935,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3936,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3937,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3938,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3939,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3940,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3941,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3942,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3943,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3944,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3945,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3946,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3947,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3948,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3949,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3950,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3951,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3952,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3953,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3954,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3955,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3956,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3957,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3958,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3959,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3960,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3961,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3962,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3963,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3964,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3965,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3966,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3967,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
3968,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3969,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3970,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3971,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3972,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3973,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3974,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3975,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3976,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3977,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3978,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3979,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3980,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3981,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3982,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3983,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3984,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3985,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3986,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
3987,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3988,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3989,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3990,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3991,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3992,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3993,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3994,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3995,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3996,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3997,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3998,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3999,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4000,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4001,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
4002,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4003,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4004,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4005,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4006,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4007,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
4008,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4009,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4010,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
4011,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Built-up
4012,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4013,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4014,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4015,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4016,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4017,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4018,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4019,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4020,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4021,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4022,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4023,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4024,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4025,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4026,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4027,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4028,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4029,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4030,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
4031,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4032,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4033,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4034,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4035,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4036,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4037,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4038,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4039,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4040,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4041,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4042,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4043,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4044,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4045,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4046,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
4047,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4048,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4049,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4050,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
4051,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4052,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4053,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4054,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
4055,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
4056,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
4057,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
4058,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4059,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4060,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
4061,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
4062,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4063,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Grassland
4064,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4065,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4066,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
4067,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
4068,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4069,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4070,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4071,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4072,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4073,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4074,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4075,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4076,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4077,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4078,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4079,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4080,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4081,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4082,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4083,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4084,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4085,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4086,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4087,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4088,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4089,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4090,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4091,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4092,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4093,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4094,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4095,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4096,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4097,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4098,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4099,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4100,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
4101,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Built-up
4102,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4103,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4104,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4105,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4106,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4107,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4108,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4109,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4110,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
4111,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4112,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4113,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4114,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4115,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4116,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4117,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4118,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4119,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4120,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
4121,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4122,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4123,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4124,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
4125,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4126,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
4127,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4128,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4129,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
4130,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4131,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4132,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4133,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
4134,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4135,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4136,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4137,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4138,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4139,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4140,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4141,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4142,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4143,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
4144,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4145,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4146,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4147,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4148,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4149,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4150,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
4151,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4152,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4153,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4154,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4155,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
4156,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4157,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4158,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4159,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4160,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4161,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
4162,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4163,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4164,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4165,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4166,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
4167,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4168,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4169,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4170,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
4171,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
4172,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4173,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4174,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4175,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
4176,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
4177,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4178,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4179,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
4180,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4181,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4182,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4183,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
4184,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
4185,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
4186,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
4187,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4188,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
4189,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4190,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
4191,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
4192,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4193,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
4194,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
4195,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
4196,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
