Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPB_M_R
9138,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9139,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
9140,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
9141,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
9142,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
9143,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
9144,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
9145,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
9146,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Forest
9147,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
9148,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
9149,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9150,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9151,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9152,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9153,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9154,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9155,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
9156,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9157,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9158,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9159,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
9160,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
9161,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
9162,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
9163,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
9164,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9165,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
9166,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9167,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9168,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9169,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9170,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9171,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9172,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
9173,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
9174,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
9175,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
9176,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
9177,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
9178,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
9179,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
9180,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
9181,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
9182,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
9183,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
9184,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
9185,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
9186,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
9187,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
9188,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
9189,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
9190,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
9191,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
9192,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9193,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9194,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
9195,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9196,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
9197,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
9198,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
9199,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
9200,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
9201,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
9202,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9203,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9204,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9205,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9206,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9207,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9208,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9209,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
9210,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9211,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
9212,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9213,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9214,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9215,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9216,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9217,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
9218,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
9219,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9220,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9221,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
9222,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9223,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9224,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9225,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9226,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9227,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9228,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9229,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9230,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
9231,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
9232,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9233,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9234,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
9235,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9236,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
9237,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9238,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9239,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9240,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9241,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9242,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9243,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9244,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
9245,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9246,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9247,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9248,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
9249,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9250,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
9251,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
9252,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
9253,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
9254,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
9255,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
9256,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9257,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
9258,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9259,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
9260,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9261,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
9262,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
9263,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
9264,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
9265,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
9266,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
9267,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
9268,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
9269,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
9270,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
9271,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
9272,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9273,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9274,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
9275,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9276,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9277,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
9278,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
9279,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
9280,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
9281,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
9282,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
9283,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
9284,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
9285,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
9286,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
9287,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9288,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9289,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
9290,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9291,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9292,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
9293,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
9294,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
9295,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
9296,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
9297,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
9298,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
9299,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
9300,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
9301,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
9302,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
9303,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9304,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
9305,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9306,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
9307,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9308,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
9309,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
9310,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
9311,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
9312,Forest,Forest,Wetland,Water,Wetland,Built-up,Wetland,Grassland
9313,Forest,Forest,Wetland,Water,Wetland,Built-up,Wetland,Forest
9314,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
9315,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
9316,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
9317,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
9318,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
9319,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
9320,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
9321,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
9322,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
9323,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
9324,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
9325,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
9326,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
9327,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
9328,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
9329,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
9330,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
9331,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
9332,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
9333,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
9334,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
9335,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
9336,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
9337,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
9338,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
9339,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
9340,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
9341,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
9342,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
9343,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
9344,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
9345,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
9346,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9347,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
9348,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9349,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9350,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9351,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
9352,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9353,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9354,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
9355,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9356,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
9357,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9358,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9359,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
9360,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9361,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9362,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
9363,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9364,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
9365,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
9366,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
9367,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
9368,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
9369,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
9370,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
9371,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
9372,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9373,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9374,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9375,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9376,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9377,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9378,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9379,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
9380,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9381,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
9382,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9383,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
9384,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9385,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
9386,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9387,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9388,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9389,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9390,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9391,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
9392,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
9393,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9394,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9395,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9396,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
9397,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
9398,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
9399,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9400,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9401,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9402,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
9403,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
9404,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9405,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
9406,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
9407,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
9408,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
9409,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
9410,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9411,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
9412,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9413,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9414,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
9415,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9416,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9417,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9418,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9419,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9420,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9421,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
9422,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9423,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9424,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9425,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9426,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9427,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9428,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9429,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9430,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9431,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9432,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9433,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
9434,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9435,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9436,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
9437,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9438,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9439,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9440,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
9441,Forest,Forest,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
9442,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9443,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9444,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
9445,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
9446,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9447,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9448,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
9449,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
9450,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
9451,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
9452,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
9453,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
9454,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
9455,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
9456,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
9457,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
9458,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
9459,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
9460,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
9461,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
9462,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
9463,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
9464,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
9465,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
9466,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
9467,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
9468,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
9469,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9470,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
9471,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
9472,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
9473,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
9474,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Wetland
9475,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
9476,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
9477,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
9478,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
