Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGE_M_R
340,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
341,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
343,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
344,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
345,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
346,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
347,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
348,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
349,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
350,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
351,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
353,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
354,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
355,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
356,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
357,NULL,Water,Water,Water,Water,NULL,NULL,Forest
358,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
359,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
360,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
363,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
364,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
365,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
366,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
371,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
373,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
374,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
375,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
376,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
377,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
378,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
379,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
380,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
381,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
382,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
384,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
388,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
392,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
393,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
394,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
395,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
396,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
397,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
398,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
399,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
400,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
401,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
402,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
403,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
404,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
405,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
406,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
407,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
408,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
409,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
410,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
411,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
412,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
413,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
414,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
415,NULL,Forest,Water,Water,Water,NULL,NULL,Water
416,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
417,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
419,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
420,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
422,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
424,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
426,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
428,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
429,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
430,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
431,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
433,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
435,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
436,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
437,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
438,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
439,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
440,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
441,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
442,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
443,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
444,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
446,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
448,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
449,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
450,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
451,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
452,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
453,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
455,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
456,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
458,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
460,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
461,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
462,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
463,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
464,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
465,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
466,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
467,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
469,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
470,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
472,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
473,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
474,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
475,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
477,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
478,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
479,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
480,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
481,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
482,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
483,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
484,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
485,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
486,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
487,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
489,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
490,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
492,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
493,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
494,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
495,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
497,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
498,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
499,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
500,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
502,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
503,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
504,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
505,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
506,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
507,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
508,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
509,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
510,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
511,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
512,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
513,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
514,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
515,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
516,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
517,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
518,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
519,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
520,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
521,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
522,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
523,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
524,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
525,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
526,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
527,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
528,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
529,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
530,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
533,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
535,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
536,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
538,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
539,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
540,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
542,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
543,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
545,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
547,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
548,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
549,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
550,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
551,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
552,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
553,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
554,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
555,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
556,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
557,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
559,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
560,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
561,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
562,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
563,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
564,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
565,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
566,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
567,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
568,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
569,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
570,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
571,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
572,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
573,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
574,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
575,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
576,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
577,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
578,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
579,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
580,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
581,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
582,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
583,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
585,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
586,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
587,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
588,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
590,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
592,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
593,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
594,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
595,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
596,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
597,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
598,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
599,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
600,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
604,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
605,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
606,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
607,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
608,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
609,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
612,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
613,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
614,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
615,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
616,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
617,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
618,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
619,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
620,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
621,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
622,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
623,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
624,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
626,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
628,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
629,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
630,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
631,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
632,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
633,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
634,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
635,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
637,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
638,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
639,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
641,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
642,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
643,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
645,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
646,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
648,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
649,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
651,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
652,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
653,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
654,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
656,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
657,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
658,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
659,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
661,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
662,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
663,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
664,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
665,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
666,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
669,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
670,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
671,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
672,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
674,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
675,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
677,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
680,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
681,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
682,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
683,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
684,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
