Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLK_M_R
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
417,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
418,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
419,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
421,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
422,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
423,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
424,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
428,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
431,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
432,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
439,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
441,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
444,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
445,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
450,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
451,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
452,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
454,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
456,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
460,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
462,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
464,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
470,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
472,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
473,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
474,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
478,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
480,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
482,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
485,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
487,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
491,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
494,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
509,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
514,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
517,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
522,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
525,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
528,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
532,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
537,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
541,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
544,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
547,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
550,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
566,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
590,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
597,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
634,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
