Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTA_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
605,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
606,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
609,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
612,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
613,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
614,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Cropland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
618,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
630,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
631,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Bareland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
635,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
637,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
641,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,NULL
644,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Built-up
647,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
650,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
651,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
652,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
