Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTD_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
400,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
402,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
404,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
405,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
406,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
408,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
409,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
410,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
411,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Bareland
412,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
414,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
415,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
417,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
418,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
422,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
424,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
426,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
427,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
428,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
429,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
433,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
436,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
437,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
443,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
445,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
448,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
451,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
456,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
457,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
458,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
459,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
480,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
483,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
490,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
491,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
492,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
565,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
566,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
603,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
604,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
608,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
616,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
620,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
621,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
625,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
631,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
