Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLQ_M_R
18921,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18922,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
18923,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Bareland
18924,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
18925,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
18926,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
18927,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
18928,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18929,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
18930,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
18931,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18932,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
18933,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
18934,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18935,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18936,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
18937,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
18938,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
18939,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
18940,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
18941,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
18942,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
18943,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
18944,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
18945,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Water,Forest
18946,Forest,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
18947,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
18948,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,Bareland
18949,Forest,Cropland,NULL,Water,Non_Wetland,Water,NULL,Forest
18950,Forest,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
18951,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18952,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
18953,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
18954,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
18955,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
18956,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
18957,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18958,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18959,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
18960,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
18961,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18962,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
18963,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
18964,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
18965,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
18966,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
18967,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
18968,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
18969,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
18970,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
18971,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
18972,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
18973,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
18974,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
18975,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18976,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18977,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
18978,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
18979,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
18980,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18981,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18982,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
18983,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
18984,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18985,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18986,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18987,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18988,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18989,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18990,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
18991,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
18992,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
18993,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
18994,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
18995,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
18996,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
18997,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
18998,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
18999,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
19000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
19001,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
19002,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19003,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19004,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
19005,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19006,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
19007,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
19008,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
19009,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
19010,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
19011,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
19012,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
19013,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
19014,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
19015,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
19016,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19017,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
19018,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19019,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19020,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19021,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
19022,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
19023,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
19024,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
19025,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
19026,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19027,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
19028,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
19029,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19030,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19031,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
19032,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19033,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19034,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19035,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19036,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
19037,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
19038,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
19039,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
19040,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
19041,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19042,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
19043,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19044,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19045,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19046,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
19047,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
19048,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
19049,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
19050,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
19051,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
19052,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
19053,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
19054,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
19055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
19056,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
19057,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
19058,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19059,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
19060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
19061,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
19062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
19063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
19064,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19065,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
19066,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19067,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19068,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
19069,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
19070,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19071,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19072,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19073,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
19074,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
19075,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
19076,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19077,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
19078,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19079,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19080,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19081,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19082,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19083,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19084,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
19085,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19086,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
19087,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
19088,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
19089,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
19090,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
19091,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
19092,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
19093,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Forest
19094,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
19095,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
19096,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
19097,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
19098,Forest,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Forest
19099,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
19100,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19101,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
19102,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
19103,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
19104,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
19105,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
19106,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
19107,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19108,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
19109,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
19110,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
19111,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
19112,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19113,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19114,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
19115,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
19116,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
19117,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
19118,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19119,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19120,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19121,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19122,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
19123,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19124,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19125,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19126,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
19127,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19128,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19129,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
19130,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
19131,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
19132,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
19133,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
19134,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
19135,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
19136,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19137,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19138,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
19139,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
19140,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
19141,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19142,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
19143,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
19144,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
19145,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
19146,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
19147,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19148,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19149,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
19150,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
19151,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19152,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19153,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19154,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
19155,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
19156,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19157,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19158,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19159,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19160,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19161,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19162,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19163,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
19164,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
19165,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19166,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
19167,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
19168,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19169,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19170,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
19171,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19172,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
19173,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
19174,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19175,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19176,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19177,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19178,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
19179,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
19180,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
19181,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
19182,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19183,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19184,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
19185,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
19186,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19187,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
19188,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
19189,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
19190,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
19191,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
19192,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
19193,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
19194,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
19195,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
19196,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
19197,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
19198,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
19199,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
19200,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
19201,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
19202,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
19203,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19204,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
19205,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19206,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
19207,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
19208,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
19209,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
19210,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
19211,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
19212,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19213,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
19214,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
19215,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19216,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19217,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19218,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
19219,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19220,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19221,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
19222,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
19223,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
19224,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
19225,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
19226,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
19227,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19228,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
19229,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
19230,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
19231,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19232,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19233,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
19234,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19235,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
19236,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
19237,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
