Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFF_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
481,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
483,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
484,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
485,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
486,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
487,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
492,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
493,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
495,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
498,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
500,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
501,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
502,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
503,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
506,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
509,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
514,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
643,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
649,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
651,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
