Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZR_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Bareland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
417,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
418,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
419,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
420,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
421,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
422,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
426,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
427,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
429,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
430,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
435,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
438,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
439,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
440,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
441,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
442,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
443,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
444,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
445,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
446,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
447,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
448,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
449,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
450,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
451,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
452,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
453,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
454,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
455,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
460,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
463,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
464,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
468,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
481,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
489,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
491,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
493,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
495,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
500,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
504,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
505,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
510,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
512,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
517,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
519,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
528,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
531,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
533,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
534,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
535,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
538,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
539,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
544,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
546,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
548,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
551,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
553,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
554,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
555,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
556,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
557,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
558,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
559,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
560,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
561,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
562,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
563,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
564,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
565,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
566,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Bareland,Bareland
567,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
569,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
572,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
575,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
577,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
579,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
583,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
594,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
597,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
598,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
599,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
609,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
624,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
631,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
633,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
653,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
